Numbering for matrix	Numbering for unique peaks	IIS_I_A_or_U	I_A_M_or_P	final annotation	RI	Win	fData::lineno	fData::query	fData::known	fData::cas	fData::preferred	fData::action	MeKO_05_01_1	MeKO_05_02_1	MeKO_05_04_1	MeKO_05_05_1	MeKO_05_06_1	MeKO_05_07_1	MeKO_05_08_1	MeKO_05_09_1	MeKO_05_10_1	MeKO_05_11_1	MeKO_05_12_1	MeKO_05_15_1	MeKO_05_17_1	MeKO_05_18_1	MeKO_05_20_1	MeKO_05_21_1	MeKO_05_22_1	MeKO_05_23_1	MeKO_05_25_1	MeKO_05_26_1	MeKO_05_27_1	MeKO_05_28_1	MeKO_05_30_1	MeKO_05_31_1	MeKO_05_32_1	MeKO_05_33_1	MeKO_05_35_1	MeKO_05_36_1	MeKO_05_37_1	MeKO_05_38_1	MeKO_05_39_1	MeKO_10_01_1	MeKO_10_02_1	MeKO_10_04_1	MeKO_10_05_1	MeKO_10_06_1	MeKO_10_07_1	MeKO_10_08_1	MeKO_10_09_1	MeKO_10_11_1	MeKO_10_12_1	MeKO_10_13_1	MeKO_10_14_1	MeKO_10_15_1	MeKO_10_17_1	MeKO_10_18_1	MeKO_10_19_1	MeKO_10_20_1	MeKO_10_21_1	MeKO_10_22_1	MeKO_10_23_1	MeKO_10_24_1	MeKO_10_25_1	MeKO_10_26_1	MeKO_10_28_1	MeKO_10_29_1	MeKO_10_30_1	MeKO_10_31_1	MeKO_10_33_1	MeKO_10_35_1	MeKO_10_37_1	MeKO_10_39_1	MeKO_10_40_1	MeKO_10_41_1	MeKO_10_42_1	MeKO_10_43_1	MeKO_10_44_1	MeKO_10_45_1	MeKO_10_46_1	MeKO_10_47_1	MeKO_10_48_1	MeKO_10_49_1	MeKO_10_51_1	MeKO_10_52_1	MeKO_10_53_1	MeKO_10_56_1	MeKO_10_57_1	MeKO_10_58_1	MeKO_10_59_1	MeKO_10_60_1	MeKO_10_61_1	MeKO_10_62_1	MeKO_10_63_1	MeKO_10_65_1	MeKO_10_66_1	MeKO_10_67_1	MeKO_10_69_1	MeKO_10_70_1	MeKO_10_71_1	MeKO_10_72_1	MeKO_10_73_1	MeKO_10_74_1	MeKO_10_75_1	MeKO_10_76_1	MeKO_10_77_1	MeKO_10_78_1	MeKO_10_80_1	MeKO_10_81_1	MeKO_10_82_1	MeKO_10_83_1	MeKO_10_84_1	MeKO_10_85_1	MeKO_10_86_1	MeKO_10_87_1
090917MeKO_05_10_ID001	090917MeKO_05_10_cmb_ID001	U			1001.6	247.95  Win001_C01	2		FALSE	0	0		0.0532724100689541	0.000440749494515424	0.00304791039593312	0.0114804485472825	0.0677697351208645	0.0154719231625527	0.0107695007738086	0.0293456677706696	0.00255979483459175	0	0.0311483109128116	0	0.0286673211289072	0.0169956825834481	0.0540586882948032	0.0671353099799313	0.0146623298518305	0.0010756116686076	0.0116557949528892	0.060898554772045	0.0105458551731045	0.0467318518876575	0.0141176266528897	0.0230432978080469	0.000486349737965262	0.00558293156129943	0.000190760532798009	0.0153119002784429	0.00316269463101263	0.000495395260447967	0.0278698915763136	0.00865966620160081	0.0630794657493752	0.0263500751862918	0.026409914107957	0.101356550041751	0.011098860354383	0.0245031957774156	0.00921547396126419	0.0217970149105442	0.00334908600902531	0.00417978950479672	0.00324925066312003	0.107887049035052	0.029433105388264	0.072582808099772	0.110101189224262	0.00334389885794964	0.00811385078444129	0.0402516780570736	0.00402215223650309	0.0170096531604984	0.011303172119756	0.0247293647414241	0.000102888668898702	0.000262778985499378	0.0126742082688118	0.0278021857323302	0.037968426580988	0.0229082653610572	0.061793061565323	0.0136451803854	0.015582063847839	0.0169037769320359	0.00906790698178694	0.0265252194836696	0.0471536710738307	0.00349575234137905	0.0464221777416648	0.000685529921922518	0.0162055551382156	0.0256451773614986	0.00458604528509955	0.00654075574106983	0.0101919476503873	0.0111568662927447	0.0064813718135997	0.00903335563791515	0.0350485390842398	0.0407821248041119	0.0879638739796299	0.036259245001761	0.0578844818424217	0.118537972724936	0.0134196395409593	0.0230578569406683	0.119582381360836	0.0518892406705766	0.00322849394204602	0.00482078507963579	0.00251629580645992	0.0522377323763875	0.0111754014063522	0.0182943536925453	0.00908301449292752	0.00623183152448169	0.0181797935963204	0.00742512626059294	0.0477837472021213	0.0455630848660858	0.0259987958574029	0.0112764257795783	0.0478860076293052	0.00510772539881699
090917MeKO_05_10_ID002	090917MeKO_05_10_cmb_ID002	U			1004.2	248.91  Win001_C02	3		FALSE	0	0		1.53165849741076	1.78103702846691	1.75080520787789	1.90342526057181	1.71954773362811	1.21923475496082	1.56574059187458	1.71309998588154	1.23617090329416	1.0934444382582	1.37954380987525	1.3955051190525	1.2451688767044	0.927260609526585	1.52295242708911	1.25674426476059	1.29536573969334	1.59421933993571	1.09367200368979	1.25348070702134	1.46175541681968	1.60850952627675	1.23629648626582	0.793577536303995	1.16138797583173	1.4576575138514	1.46237024442954	1.8260739881248	1.1868837396491	1.34196349776125	1.65981484570475	1.03917567950318	1.71342748112117	1.65519622366736	1.65057275355505	1.81796571631059	1.93936363281555	1.61482331006083	1.72801693952156	1.20130973345819	1.34608730690563	1.70664792871772	2.10312434868793	2.04147603533844	1.80509541188015	1.85216108587787	1.71973018039753	1.52947883862933	1.37130220883254	1.44031051681853	0.90231182555992	1.53674874949257	1.67711244736982	1.86036059836578	1.57602777437905	1.31571374898743	1.66298836555986	1.20108188258553	1.48918497857297	1.33037319572968	1.4905583390268	1.64878227963172	1.53360970760678	1.12233858170439	1.37764966247762	1.26860592854404	1.46855100631665	1.41230842026258	2.08129372361719	1.6101653877401	1.69261146290413	1.37835320623533	0.786579884210148	1.20262429226764	0.997695624474615	1.19924733128279	1.27778698987985	0.970167827574883	1.9239936440678	1.12134696250166	1.0761384378414	0.922082347063304	0.884641731314553	0.949302568519225	0.958302644583357	0.752420914417018	0.849942999258285	0.779026314423626	0.632116445455045	1.17437900585921	0.86606664891805	0.936735164561645	0.816685567731011	1.14953534287829	1.02603417529198	1.13513578825419	0.849164162530912	0.700866760234324	1.32492282431124	0.930340620004953	0.92222740391765	1.03011754300876	0.990390396019586	1.11020613013085
090917MeKO_05_10_ID003	090917MeKO_05_10_cmb_ID003	U			1010.1	251.01  Win002_C01	4		FALSE	0	0		0.39917476669159	0.313074007349498	0.17987591855556	0.4796440301773	0.276698858687712	0.303652586298621	0.391685822673266	0.58175299434355	0.279286502928889	0.47292467011859	0.485567637769993	0.458096719498125	0.522996133494226	0.267654819774224	0.355798827699064	0.574518597518628	0.464898289110631	0.473333451933433	0.453354417869144	0.199899927854965	0.514789169699195	0.381087323322422	0.4413260533707	0.581373617438539	0.638135069822966	0.867044248624713	0.420990572076755	0.386217814772386	0.690840588294107	0.54202332418341	0.123734778982485	0.467367587357202	0.582491736314531	0.558625778715165	0.608175276861204	0.134053851870444	0.445704212525694	0.125679899130132	0.347151499475111	0.528806436148942	0.444381667330936	0.550576428942881	0.47304411453796	0.235023388560999	0.388619897617283	0.629042743614112	0.602856007775115	0.648795812054948	0.542114682831081	0.45893691644218	0.309942160451043	0.490007637211798	0.349258764842268	0.343982619668493	0.502196812119729	0.558295671964957	0.369424307620627	0.369237434479897	0.466606056058928	0.452036374902232	0.488897745388294	0.462757523545765	0.566260178044549	0.579776879260278	0.613126578006904	0.508476632944302	0.604315525662993	0.524422677384617	0.380019752009883	0.576848633534665	0.373280129856548	0.442268942916611	0.535740227983746	0.452912895538014	0.413467422988829	0.711297991677221	0.707527603405846	0.458483848108267	0.433719906821823	0.421636248058115	0.123915167635863	0.472885423406747	0.24750487112485	0.542064475776147	0.620399048176616	0.483205240735587	0.351715745847257	0.464166385529662	0.490093092331655	0.441000742717245	0.469260541103792	0.320136508639686	0.501312717756503	0.5338883440076	0.421392778883491	0.421016794956538	0.713384070758138	0.476047959824542	0.71870050840265	0.523663297237669	0.54909046807073	0.527281675273173	0.534080821362055	0.524020792256677
090917MeKO_05_10_ID004	090917MeKO_05_10_cmb_ID004	U			1011.8	251.64  Win002_C02	5		FALSE	0	0		0.179880922710531	0.204659273093896	0.0340373425258011	0.201281111773048	0.149807855880018	0.0971340640711437	0.0810971022372334	0.109936156075017	0.024907487837395	0.0695568794115646	0.159786354073314	0.0629537071666735	0.0570855358934146	0.0485320674999973	0.130091776413811	0.189905914772482	0.12960990267178	0.0676910066000955	0.101143836067734	0.0377335986408806	0.150611958735352	0.134582355882304	0.103932740876197	0.151791110345213	0.126724503598574	0.120825241235655	0.172014789702516	0.146617631875237	0.223693252791562	0.0270531832529331	0.0460600500417014	0.0907022669338173	0.111200988954879	0.0875090321194723	0.140504437335751	0.0737399538356292	0.0775554211224729	0.0189701079119803	0.122036925185156	0.112621429156907	0.0205879733649847	0.110756056721333	0.145337617686	0.13082690862356	0.159227769963937	0.123974555567864	0.124819746813866	0.151975718938254	0.150173249979757	0.120809263444454	0.0464175553366813	0.0813411219132936	0.167388394884441	0.263592370307979	0.0961758784467704	0.143625003529057	0.174172296602853	0.0744045984586377	0.0259713511899245	0.145702763923736	0.155104868182755	0.119776856970709	0.138847205865593	0.118265266834509	0.0991181457072114	0.10884660218238	0.127619364243153	0.0882259362796819	0.134265773532307	0.0338914324804077	0.116012154902836	0.083560294052522	0.0750104882112506	0.0580058133928448	0.0187570312728712	0.0615639587479645	0.131261926382144	0.0929298590860718	0.127737899485623	0.0826452461646718	0.0525706879821948	0.115634802978058	0.108498721672626	0.191932423072956	0.119909601959044	0.076912647270807	0.154744076862403	0.146568614729849	0.0856620048444936	0.146969988721701	0.000326345531213232	0.113804773007004	0.158007719543041	0.0826510935895499	0.0316120700903952	0.00310738679573836	0.067991345459382	0.0857494310995604	0.128185143991945	0.0750744801398801	0.0933427085123064	0.00708824284613848	0.0394827925560047	0.111148234450618
090917MeKO_05_10_ID005	090917MeKO_05_10_cmb_ID005	U			1013.8	252.33  Win002_C03	6		FALSE	0	0		0.731413696657528	0.479870144180178	0.274580455415172	0.412453671729606	0.303481245986379	0.84439200903423	1.20483406377754	0.753629026512909	1.53219232347916	5.18937698346417	0.66736316452845	3.88596413557593	1.31119813464869	1.45070088707634	0.390846330691411	0.734580033112636	0.40262687286622	1.06270159165895	0.605190749159913	0.494365123693826	0.78585784395553	0.278604131955511	1.24762279981218	0.690023470475016	1.28408489566278	1.51152994593444	1.21247010564805	0.756604209584401	0.582207912684823	1.75183675237275	0.390970809007506	0.572824330987024	0.463491978178496	0.942914215091381	0.413145204850703	0.267280879190106	0.530671883537585	0.432563395773392	0.663098617128564	0.300692248653133	0.760318440558103	0.552347053583005	0.77912442665795	0.417380449118061	0.381579737896548	0.548097498119654	0.42260144697429	0.3440077588703	1.27938618411684	0.519584224162124	0.878754470371586	1.20413923118735	0.788663583256362	0.67678084682495	0.846741766125713	0.348699026849063	0.488982226302879	0.592986679358803	1.11744187928191	0.539988521742664	0.18667376994068	0.945178799826644	0.624925603717915	0.289854255450577	0.849252653219981	0.864585578945058	0.560560570800194	0.594692602221183	0.442230325610892	1.12396422992382	0.216852775727902	0.784431601789115	0.287532813118055	0.494980093951041	0.211631729285365	0.456840962547494	0.331082948399068	0.448148020118568	0.501611381651067	0.219998096358265	0.258702408175175	0.313488897807409	0.236817395911547	0.341873232679647	0.299157082333982	0.342657808415339	0.152191196325608	0.375171926091244	0.350764240485992	0.366685005364069	1.17157043767516	0.155353362821148	0.121145701078844	0.319933521637478	0.506558038452828	1.11707428019076	0.428242011639398	0.292766014377046	0.229256866764113	0.0619224506029702	0.0449012357621688	0.425425808108185	0.17130990269891	0.186971141781681
090917MeKO_05_10_ID006	090917MeKO_05_10_cmb_ID006	U			1019.7	254.42  Win003_C01	7		FALSE	0	0		0.193163302040929	0.360286542265122	0.240678075711331	0.257869347687409	0.237043438275471	0.122053302313188	0.169994882185957	0.183501092561386	0.317460696251468	0.278932749351991	0.30835965168717	0.201767450834762	0.238238094791668	0.19703336620412	0.252800487432142	0.251890725109245	0.247379209437006	0.291411391357063	0.184494959478158	0.269882066140706	0.227814242312957	0.24276484831823	0.243230786957023	0.223703723480426	0.258997815571205	0.227469481583519	0.181770462587891	0.277625090342342	0.21592889442371	0.148519769790093	0.304630525437865	0.267866134463478	0.318740426218054	0.289808979391423	0.221620502142403	0.267282519715008	0.33496116618531	0.346569150184772	0.219276823316883	0.131903547184433	0.264350045184922	0.262123550562487	0.350088391013655	0.350724252150962	0.269451714825775	0.207033368122161	0.211653325525226	0.27694913430174	0.24719323864382	0.247877940751808	0.239091752899071	0.214794173701846	0.295875438906149	0.383601197228844	0.254720365282582	0.178009959540723	0.282465775012676	0.288788816275224	0.322608786478538	0.223683809562506	0.250786240253332	0.321476327389195	0.258264318909952	0.220781822172698	0.25250549888396	0.238298399682957	0.200881006572386	0.19305635625945	0.325865223911162	0.203917438860212	0.234213135013397	0.26049139763518	0.185762403058962	0.215985452742075	0.238114622120053	0.250918038719016	0.181108610683406	0.281592053313712	0.244719200607134	0.293444673712407	0.348601847014039	0.280456701039372	0.230058171341327	0.226104027730249	0.214018620989216	0.2220438202755	0.311126827042344	0.372593034722583	0.197712828794006	0.237302285918631	0.252814730206714	0.124957469497923	0.24621755101522	0.195642543079054	0.269861220057624	0.213376262464729	0.269534192085642	0.193572323132972	0.303958495705065	0.213255588824602	0.203817738435394	0.268264814127985	0.293884907017006	0.249542928840294
090917MeKO_05_10_ID007	090917MeKO_05_10_cmb_ID007	U			1021.1	254.92  Win003_C02	8		FALSE	0	0		0.0147633685026723	0.0295371028433852	0.0115730619830818	0.0237327273973397	0.0225895341765098	0.0259045629834417	0.0826778563109275	0.0809285541274469	0.0645628303153527	0.0492783747502304	0.0263750640985704	0.0526574536496789	0.060566328587366	0.0327475664926726	0.0556734737364304	0.0364909546944425	0.0280922827509291	0.0356210836308599	0.050571259142123	0.0424462984942633	0.0459105932627784	0.0573902850556864	0.0639524151114977	0.035615899729859	0.0469603832214867	0.0197166361704203	0.0670798531271925	0.0178111668870938	0.0474518097219638	0.0507563575725091	0.0243786488740617	0.0320279144418685	0.0219209373572331	0.0304079030696652	0.030579974196004	0.014902528212927	0.013453607576822	0.00976506173584703	0.0471753017593052	0.0257674471747462	0.0509764761016288	0.0286464759689987	0.0498363379280667	0.00860545204263304	0.0139124031592909	0.0358358939076794	0.0230834051596744	0.0270714876890712	0.0534199071346603	0.0259731104148675	0.0343794712160086	0.0474896966444431	0.0205825349197074	0.0198341533459935	0.0432855410831674	0.0188527634142157	0.0272635084209228	0.0337745071118678	0.0464480271394294	0.0283210763151747	0.0370996952641225	0.0397080430853144	0.00940875533437172	0.0148539256032308	0.0383722490333755	0.0511153939991661	0.0244635961435184	0.0484999945612566	0.00667868962920391	0.062113386649086	0.0229767728232163	0.0405540055799123	0.0209728265429657	0.0303866870548691	0.0237756349579204	0.027937036366926	0.0305315382894442	0.0337988488860466	0	0.0102881637675789	0.00665997163659558	0.00766301098343066	0.0249520725205857	0.00576676529003293	0.00935928185177491	0.00752737280535872	0.01307175193779	0.0159583095448176	0.0183649074510088	0.0269702638021621	0.0371475682963904	0.0144375355372316	0.0167821679403112	0.0382007308522598	0.0344107664318421	0.0304427244361998	0.0109078761577923	0.0280343731070202	0.0337381878898655	0.0308591668730348	0.0199376560223734	0.0162777096231206	0.00441717758553512	0.0259014160243771
090917MeKO_05_10_ID008	090917MeKO_05_10_cmb_ID008	U			1027.6	257.18  Win004_C01	9		FALSE	0	0		5.26302788623965	3.25227812394978	2.22640013383813	3.74400012652956	4.39877861350434	1.880480645343	3.67192480127049	4.37436191694979	4.04912292424344	3.60869290870961	4.42250303120342	4.61674439626634	4.26415854950453	2.92086983277214	5.65275620568704	6.49945317850968	5.11637094546277	5.08726139142549	4.13646570468472	4.18835817682515	4.63594030648015	6.21217170107445	4.56915530876036	4.9044542932523	5.14942543028826	4.40977988508975	4.61083571037174	4.4401183914884	5.06823016924656	4.47811192142977	2.99306088407006	5.19709919540109	6.16569159657091	4.41944883844851	4.29217987792079	3.35711274179286	3.5574847787058	2.78242054150487	4.29187929352619	4.99802037252764	4.06457867067272	4.3970897623041	4.03741511388871	4.0710967384215	4.1635597019409	5.14576033024121	4.90206323742283	5.75741487150973	4.84629055180328	5.37056082558646	3.8706669314775	4.97089052641718	3.89714216189446	4.83530799426872	4.29801146791542	4.66765407861218	5.01614124402176	4.17743515111575	4.06621561782364	4.59862032362591	6.52924678183731	5.39555299514815	4.8443883042713	5.24909951674365	5.3227665315493	5.34149606472009	5.16486075237194	5.00590239631036	4.03912912793886	4.4469771776879	6.96267213431079	4.67572987245915	4.1957399882532	4.24339243156865	4.7446534445047	5.27048742536638	6.22615842183531	3.87906389892321	4.81028649127245	3.9807494229586	3.52863821731253	5.06778930815034	4.4742367264787	4.61062217863219	4.88135729259126	4.7152169724476	4.05163624274946	5.53318497949862	3.90902494341664	4.46121503039639	4.51291641260381	4.89135711692292	6.34494748422832	4.06600333416133	4.83172125824348	3.93542008713761	5.29822903601471	4.3125056518416	4.89124676527774	6.84522989411438	6.45503162679087	4.54289891871844	4.92857534976575	4.77557841907152
090917MeKO_05_10_ID009	090917MeKO_05_10_cmb_ID009	A2		Pyridine, 2-hydroxy- (1TMS)	1029	257.65  Win004_C02	10	Pyridine, 2-hydroxy- (1TMS)	TRUE	0	0		1.93999279997785	2.27980017519792	2.94808289528994	2.20717949799398	1.9611419238876	1.87783850867256	1.54455014169104	2.03499305086919	1.27759535195986	1.59250969693595	1.26205172934349	1.18679420576384	0.810211753802555	0.763696734919757	1.94821699386881	1.60522042893157	1.28542827941305	1.71365328903163	1.12626342491929	1.46108968093277	1.94862618101693	2.26872967367612	2.07538775464692	1.91663733868599	3.02409918218634	3.15810554755789	3.56454235395937	3.86025248328769	2.60559590659483	2.71125765426284	3.1927306088407	1.4578582143569	1.62416355378786	1.62851415706263	1.65772062836369	3.06492213248551	2.92997228943876	2.40837206494839	2.08138317412403	2.27425913000713	2.98147929158217	2.74411406726422	3.34721099737151	3.58997825400666	3.06903207817196	2.55896269043968	2.71895486831379	2.4003543764077	1.25450994407418	0.934158883636181	0.703094368581546	1.14517720395484	2.18069652627953	2.29329931031911	1.83870949801453	1.52526261610596	3.05243720280104	2.09244817886149	1.14696307019209	1.3815822219062	1.37682326403574	1.83945672970202	3.05405285618407	2.01492829118684	1.32528998735562	2.45899034284763	2.16751144413472	2.17318862649973	3.3620959590955	2.29991350654389	3.10105272770926	2.37070850493778	1.94079734378558	1.34060282955187	1.71228484479271	2.29592762800796	3.14163343729849	2.76204632604031	2.91041482207606	3.52437171324357	2.08490700467521	1.28998877904548	1.70776229224241	1.92921058189969	1.6706782371123	0.909703638686105	1.87279347541441	1.81160630871438	1.19075222857223	1.64091821857893	1.21953464272321	1.4473181235885	1.75831164300856	1.38697782091303	1.90254207418495	1.09718473030697	1.48422433138415	1.83508266863547	1.89948022554994	1.94356168906699	1.58628605750142	1.38546974408719	2.41656167110973	1.64941530740276
090917MeKO_05_10_ID010	090917MeKO_05_10_cmb_ID010	U			1034.1	259.47  Win005_C01	11		FALSE	0	0		1.30958101409543	0.489837969467079	0.341080574210573	0.83672309533475	0.80753762185267	0.148034759967919	0.882111092156244	1.02132016646827	0.0458122138327558	0.340970868981559	0.619107124885581	0.630448946256226	0.404418825476885	0.114250083989028	0.99408022986554	0.572748013481345	0.699231810786936	0.712074083095791	0.760126507214865	0.875840722381252	0.673913130571228	1.04013377421221	0.373326048414973	0.367033812532311	0.309166449052792	0.450895131340781	0.802356724756876	0.386614419703071	0.970880175764318	0.292250718729189	0.36507422852377	0.202424286928153	0.641378893337991	0.594729148009586	0.735099031930346	0.484384663717003	0.212982658132334	0.0101507011931349	0.246214680093173	0.786701970437232	0.0747558627254319	0.575960494157636	0.319227257119638	0.42050212892794	0.207043856959976	0.81324812985756	0.963213916027103	1.02672428593026	0.329614717732366	0.660233267218811	0.010424899783963	0.58093311591361	0.17863501687079	0.383246877165937	0.499913795980112	0.62893109761262	0.463292930261878	0.236111873859691	0.125212394575056	0.469746411774864	0.987162594484389	0.804313816686574	0.213882979396979	0.596074936519379	0.191174138779227	0.539603877318924	0.53608163056543	0.547680103988774	0.436625114779656	0.370680614526525	0.790027441328143	0.467291362207165	0.0592494036702746	0.213161411194225	0.222851096634608	0.194011941378686	0.333537315593457	0.0817150165802878	0.43119808795008	0.0558310925883749	0.01686536882604	0.0295070151441934	0.17739045651414	0.192258256773329	0.00862275185234147	0.151928287174803	0.0745180810743424	0.127535098873722	0.0660853897503789	0.357656864632905	0.029348196368404	0.420583849598444	0.345899363483709	0.282332017935842	0.0340298077658574	0.0112141694563495	0.04816446720291	0.0901036718079328	0.218848896519397	0.32624927771149	0.41005242496127	0.0772117771247611	0.0484657705558092	0.368338411901775
