Numbering for matrix	Numbering for unique peaks	IIS_I_A_or_U	I_A_M_or_P	final annotation	RI	Win	fData::lineno	fData::query	fData::known	fData::cas	fData::preferred	fData::action	MeKO_05_01_1	MeKO_05_02_1	MeKO_05_04_1	MeKO_05_05_1	MeKO_05_06_1	MeKO_05_07_1	MeKO_05_08_1	MeKO_05_09_1	MeKO_05_10_1	MeKO_05_11_1	MeKO_05_12_1	MeKO_05_15_1	MeKO_05_17_1	MeKO_05_18_1	MeKO_05_20_1	MeKO_05_21_1	MeKO_05_22_1	MeKO_05_23_1	MeKO_05_25_1	MeKO_05_26_1	MeKO_05_27_1	MeKO_05_28_1	MeKO_05_30_1	MeKO_05_31_1	MeKO_05_32_1	MeKO_05_33_1	MeKO_05_35_1	MeKO_05_36_1	MeKO_05_37_1	MeKO_05_38_1	MeKO_05_39_1	MeKO_10_01_1	MeKO_10_02_1	MeKO_10_04_1	MeKO_10_05_1	MeKO_10_06_1	MeKO_10_07_1	MeKO_10_08_1	MeKO_10_09_1	MeKO_10_11_1	MeKO_10_12_1	MeKO_10_13_1	MeKO_10_14_1	MeKO_10_15_1	MeKO_10_17_1	MeKO_10_18_1	MeKO_10_19_1	MeKO_10_20_1	MeKO_10_21_1	MeKO_10_22_1	MeKO_10_23_1	MeKO_10_24_1	MeKO_10_25_1	MeKO_10_26_1	MeKO_10_28_1	MeKO_10_29_1	MeKO_10_30_1	MeKO_10_31_1	MeKO_10_33_1	MeKO_10_35_1	MeKO_10_37_1	MeKO_10_39_1	MeKO_10_40_1	MeKO_10_41_1	MeKO_10_42_1	MeKO_10_43_1	MeKO_10_44_1	MeKO_10_45_1	MeKO_10_46_1	MeKO_10_47_1	MeKO_10_48_1	MeKO_10_49_1	MeKO_10_51_1	MeKO_10_52_1	MeKO_10_53_1	MeKO_10_56_1	MeKO_10_57_1	MeKO_10_58_1	MeKO_10_59_1	MeKO_10_60_1	MeKO_10_61_1	MeKO_10_62_1	MeKO_10_63_1	MeKO_10_65_1	MeKO_10_66_1	MeKO_10_67_1	MeKO_10_69_1	MeKO_10_70_1	MeKO_10_71_1	MeKO_10_72_1	MeKO_10_73_1	MeKO_10_74_1	MeKO_10_75_1	MeKO_10_76_1	MeKO_10_77_1	MeKO_10_78_1	MeKO_10_80_1	MeKO_10_81_1	MeKO_10_82_1	MeKO_10_83_1	MeKO_10_84_1	MeKO_10_85_1	MeKO_10_86_1	MeKO_10_87_1
090917MeKO_05_10_ID054	090917MeKO_05_10_cmb_ID053	U			1241.9	331.48  Win018_C02	54		FALSE	0	0		249375489.583226	110416773.919343	94467163.6321267	116570424.251087	397969839.614235	122775797.2686	268444165.55038	330910421.725535	82788392.1866943	302867054.128363	341961275.175769	226910738.321958	431897090.549619	214513907.099409	753796128.59231	171454766.927804	347711090.256672	173926375.357932	448654847.799711	232126501.603457	312374745.36709	212389084.57429	577396008.595505	375868493.771691	317265193.601578	191464873.154944	288788535.624727	312756647.297456	271393505.489014	352059951.498585	53793321.5035209	513012266.54118	399060405.628057	1311712673.51765	2378615433.82886	528677660.520576	446341059.139139	1760096734.3623	648828643.158964	263898170.601114	246884063.28463	533847615.460672	320006198.132296	466567281.959482	749768357.527656	371369602.387891	457072270.775915	612525812.138747	551687071.40087	394233561.53502	306092694.067414	601337383.226402	813669428.082001	549567633.342533	451731508.585572	490228124.718405	618995901.136988	205447166.107618	689583635.318151	338194825.163803	120529441.124542	413963601.596654	72043690.8383684	441652905.305755	570891586.798938	401316785.02386	460765324.47601	361803030.597378	0	279136327.552713	367383013.297086	547887616.448697	229370087.91953	794133421.85551	819232020.260243	793811424.395817	386450011.207786	271597253.203721	90532420.5636172	551798056.303657	315697476.449502	1647885720.2158	634488717.150439	412455026.22586	1400038658.81047	646791261.741179	452989708.14876	434653658.250824	515351096.233848	407145833.4747	307924396.307529	444064398.055244	108163255.267784	385073480.513815	246060949.842109	436518071.620376	637467504.031794	353241578.495885	717320374.518011	618206837.953736	727842828.054494	515270546.470316	342149802.752754	392688534.99381
090917MeKO_05_10_ID055	090917MeKO_05_10_cmb_ID054	U			1244.1	332.15  Win018_C03	55		FALSE	0	0		38027862984.836	32903981460.285	37227881335.8593	34231803452.4611	40070680750.8592	37371492611.8386	37278289763.6935	35661178548.8066	35141910240.2963	40165128496.6789	40654830017.1075	37362317230.9794	35121917067.4655	41559936728.2905	35094353182.9481	39319833651.1647	41521516322.0795	37395111724.5108	37574279467.8779	38392308973.8443	35022332116.2462	31346321950.1436	35660082098.6197	55153271283.156	36560823787.5346	37347141856.7618	35511286688.5196	37220875223.9089	35253560491.2317	34871566212.0848	43260451758.0205	39895034944.0526	38058457424.1335	34870007727.9597	35558786280.5141	38494065642.6152	36663151692.4254	37014996046.1588	37254608045.055	38482830529.6613	33307425062.8944	36060911735.6655	36261615123.6701	38505319578.7066	38888872706.2457	36762546405.5327	39735994762.5385	40249025154.8267	37266438206.9818	39135175070.6082	40055037346.3499	37826767077.88	36077095601.5696	37707114220.709	36127062931.2	39057800730.9881	36374352822.9826	32900359519.1502	38780630548.6462	38114330298.2998	34233384623.9743	34862074615.2388	35888394610.4499	38836041551.3835	36891876149.1058	34946497852.4179	35978427250.9053	38359799867.6424	38087488927.0424	32815720767.7875	30903655738.4787	37909682888.2387	43170112626.1257	38681782522.3932	39225564680.5915	39887453542.6788	37353951966.8814	37550734113.2114	31442226493.1251	35083642057.8689	33390259272.4821	32551183479.7172	34599090293.7121	36744095589.3907	35192812188.5875	38759360590.5853	40479213602.388	36741070990.8541	38393753662.452	35549104760.9376	36291695563.5863	40423013394.4403	36771541915.1405	37888438298.3429	35841110766.9997	34410967815.2604	37964673688.7665	39997247091.9812	36022004288.5808	32625339791.2223	34208349498.2201	35495912109.9183	37985380550.4198	36019903681.547
090917MeKO_05_10_ID056	090917MeKO_05_10_cmb_ID055	U			1250.4	334.24  Win018_C04	56		FALSE	0	0		1286562142.27865	966282655.041666	2099323392.83364	1325616504.73878	917552220.752199	842376030.343179	854230200.056246	1059817318.61477	1035556258.86576	808981076.780775	899299837.545057	900501425.86907	598064664.255351	507378453.905731	809107944.560884	700409697.562166	817757429.55912	915274174.926557	750583024.994181	624337276.46526	1182516621.91663	1073361020.56748	907446093.715621	1051469254.69888	712086885.87259	1820817045.42044	838946230.037719	891740588.755265	1038471747.06864	558840862.431294	481749862.393812	540279525.782159	604096311.133865	592012227.121029	505364300.093739	749136561.032707	428606749.768259	679529115.921139	1111926080.18565	806887139.073189	676200131.781081	583816550.089672	687279163.867477	720708684.460246	644028610.424441	670138896.27549	1114444424.54979	1179443352.59223	887997194.76006	1076030259.52026	588439676.5037	573713940.788659	658975618.632173	856374207.594841	533420617.784404	669538618.67769	638797459.774998	852156240.655631	659022856.448786	632807873.856332	802007202.452313	777736337.603651	430489166.331193	794026739.024183	517253289.132479	857709167.095368	928120346.987925	559793612.046762	826231413.200638	607735933.13825	1026376358.77596	559176748.955948	400913794.139557	445688576.498274	451743788.332043	533900182.967688	538208310.249632	531131565.861493	512278129.826248	617686122.956591	809940138.945341	548404964.854554	833469749.195416	525647412.804236	572775549.865743	487196952.89788	628521196.343475	534154825.459189	498003401.672946	578580292.627491	724720927.51639	684453298.871831	770776350.355452	580250016.55433	703490192.936709	806018809.50385	506562288.977125	485055925.80353	653441972.600309	500387378.975822	770066831.658271	652399527.73431	793455215.431515	704761430.908348
090917MeKO_05_10_ID057	090917MeKO_05_10_cmb_ID056	A2		Phosphoric acid (3TMS)	1261.4	337.69  Win019_C01	57	Phosphoric acid (3TMS)	TRUE	14265-44-2|10497-05-9|7664-38-2	1096:phosphoric acid		1581162580782.79	4314945577310.44	935351849781.362	2493113611620.47	970201228421.905	1560089895813.86	936670985124.975	1337879710939.09	956294226241.177	663822831522.967	1271595963973.22	744504178869.915	745072378557.98	550872072240.774	704261740069.656	601982378996.885	571041122010.271	694613034761.45	945062038287.852	372498443825.374	1664542367298.7	1332484091924.99	681496656155.503	820214274584.742	1215500601362.9	835396839324.757	901906740381.639	678711299885.195	1439473289553.09	890576593923.555	613178626796.564	629477604558.877	613962613301.034	1255686891251.61	1077438336449.08	588124985401.951	823153572911.849	1355502650025.36	973622625558.165	1720381685074.94	2099525285642.3	2452756102610.32	2962149014327.51	1573229763568.28	950102488596.458	854078053121.967	935462707338.056	1005466679201.31	802692127563.632	489431782241.072	928253184457.535	660261901756.462	765619220812.704	796874135586.096	1514256960846.11	772901825749.276	912202315175.575	2650356214092.31	1021744073500.04	872757633950.516	957226226225.585	1026151203508.66	719442234206.583	577500615830.8	836970172956.166	288145508316.212	653288450145.984	1036709359468.28	965521439738.377	1602704902893.91	845923760702.055	931549370405.151	1177748481174.41	1586461814601.59	1022931955399.8	868107220109.773	991288462825.414	1153593033848.5	1050521995662.96	1505396902531.18	1118609561867.98	1180321174265.6	1975978386198.78	1118777786781.76	787964182087.162	630738177972.248	952317106991.417	870186359150.459	918514321382.73	1767792915659.81	1283216847206.2	1152192706181.21	683576171624.344	979222402199.306	649061561351.716	982128372203.349	705400113275.979	865714949246.807	1571912078380.12	941887935412.383	1539651266241.86	958006520571.326	1030924428206.34	1313577700039.8
090917MeKO_05_10_ID058	090917MeKO_05_10_cmb_ID057	U			1268.7	339.98  Win020_C01	58		FALSE	0	0		939124927.312151	17707130987.9783	442469385.821394	659751270.896562	63130312.2595084	44364155.5011528	53237366.3632168	590226025.693846	254125.583755826	311.138191064426	348171676.042352	35638838.3130913	38984879.3973795	831.600764437201	1057663167.70285	135566.453974092	7589159.82361684	30382871.3766444	159290082.076941	18601.0859262534	419264064.940934	3625033858.65955	2670691.67970826	512787.5071557	306315036.641103	767707.848814763	52626994.3330007	0	314949317.422018	30623999.8415915	470340.972053496	1746996.66607586	10659071.2545156	193332139.408442	219518271.459261	4572121.72504839	42364571.2693279	399169759.267294	34330688.6669983	253362475.662149	1164417333.80099	1728883354.78549	7498095531.07967	2656331274.49039	180692677.273816	172277216.60377	83141551.0994143	238358339.491687	25481176.9544586	26605850.9259899	11348976.0615307	31280504.0450293	37138.7691563928	92145.0337819192	374112609.736572	16385804.6753357	199607216.241408	2223385204.2043	79543017.8904737	40573131.9742568	360345137.295086	79401529.9177109	162228.944386619	27802562.2273482	45106736.2529623	9581.17773883144	7992633.76777107	273621904.099354	245236.082847551	1064680174.40676	1072024500.99038	343708098.57693	68829060.0673613	1147851643.78942	414815684.429272	34581667.3905861	53570198.6938078	8245081.77235259	39611316.5258534	615419841.337278	385789700.862326	154817513.322543	2220472319.32282	485963388.832146	175593.434746301	5163620.67971067	82794588.3533279	170675.086398246	2190476.70396947	460318734.023529	266615163.613194	80667068.6970795	183826668.735922	47590223.261378	17526.8375133611	19889332.0724319	93218.4836686234	10910856.6568353	395830482.235815	1491934191.63041	2302664431.86012	73559816.9581038	84553605.6434886	406044307.5373
090917MeKO_05_10_ID060	090917MeKO_05_10_cmb_ID059	U			1274.3	341.84  Win020_C03	60		FALSE	0	0		74180995.9951544	7074296.8503533	47930793.6803466	34632214.7521644	131822371.344109	55754858.4580404	138362791.056742	200510794.330373	140660102.301889	87834859.8774264	106280546.617911	105907249.805405	59371444.0283661	90940226.2045477	118926557.825301	149540974.641871	88345897.5426143	99231799.4861321	42386657.7834189	59232827.7538751	55911801.4506053	102858165.183846	90139736.8009655	145200192.25645	44351885.1406394	108710558.885479	159219298.660181	182841285.888037	34271012.2108481	59219711.6099217	112978706.88801	20587111.611934	68114006.3491255	41322393.8594668	41426467.4013297	22622078.7184975	13224812.1970365	2392829.82667385	119141062.096209	24644482.0239013	21772839.2983361	33252163.1057577	66784784.2098518	240717538.628635	209272969.682862	157130864.813099	179262197.582923	133355025.829758	133700556.855357	107576879.940127	19601072.2860309	98951589.7062051	143520561.449342	175983195.664392	40223175.4112388	113385866.249453	164924099.92914	2908215.35054679	62798669.2664443	62127155.3801478	87582810.702828	136353953.404223	149368369.134236	114360397.168158	51455462.7326549	85856097.0492762	76456802.1737099	44320372.7638733	146905910.33973	64135383.3147661	125495053.452628	112421425.042856	60238137.7318014	48997114.4455716	52632316.4478717	71990766.1091963	70843575.7130846	49522364.9987583	78675654.5828561	26471675.3147122	1684275.44429073	40507129.0385625	8884488.91077778	39823586.0673987	44079436.8537383	38274181.6025655	37265189.7441524	47318970.2964142	29444377.910131	12765702.0760856	25787885.2782003	30206236.0244057	36258989.690474	51374367.1836625	13300127.8407335	22650748.1918901	46866780.4531699	29025639.4028809	55409889.2118102	28662833.5068384	12399186.6659162	31182907.4550685	24974320.9734721	28212739.1115968
090917MeKO_05_10_ID061	090917MeKO_05_10_cmb_ID060	U			1277.2	342.7  Win020_C04	61		FALSE	0	0		45877764.0876942	13218435.7565289	34577788.2182384	32006535.7028824	41285388.2897399	26634174.3952684	49487490.1290381	59453000.6353195	30338831.7479212	37473090.3527979	44477576.223776	36280984.2445206	29004783.7396676	31701264.7796407	44681085.5668342	43956020.3017524	42210953.5757291	29396195.2229619	33563638.2921349	34450465.8769979	36644841.3789548	44440378.0043078	29192540.4884723	41954153.2282855	32102004.8397458	29993025.0450352	139751142.768518	34690311.5031739	32478441.7853638	20252537.1593375	40082149.9536218	19818101.7250236	30414184.1055632	32154781.3254398	26496142.446723	30851947.4077496	27456107.5131868	19313317.8543356	35873394.8426955	28978806.6215053	22358252.6499483	31968881.4564258	35399337.6398512	41434774.0079766	37195895.0012325	42712406.6986319	47134718.788906	46041627.2439897	33854097.6004888	42673445.8762617	8599868.82942305	43048173.3273308	39694447.0468303	46940020.1716794	29479273.3652825	33513575.2743688	39326145.3925601	19427875.8158492	36709498.0979694	36273953.0044393	42507460.6219287	118055315.079305	37996936.6628693	38375423.9929447	42201717.5867611	44075967.7796562	37635589.304662	27503872.7864652	41902636.8246342	40484659.7312295	50054780.1443837	36720270.2143584	29891742.9605226	31132863.8752613	37175064.8507261	29259326.2097938	27613974.3196477	21586637.1795056	30755969.5299597	10082336.4778793	14155480.5218057	22771520.985778	27885481.037478	27763966.1788326	19905600.9426452	24266215.6839223	36020730.0613584	30705014.7881992	22372102.8665675	20381445.7662396	41262995.0446843	31949185.2737633	39737822.9444417	31292095.3603328	7364056.1484255	17641052.1087914	30147975.4325909	18190563.986469	28160810.2793984	30870454.9926059	35932148.4033875	22018716.9316647	9286348.92328815	25048801.8624649
090917MeKO_05_10_ID062	090917MeKO_05_10_cmb_ID061	I		Isoleucine, L- (2TMS)	1284.4	344.99  Win021_C01	62	Isoleucine, L- (2TMS)	TRUE	206184-16-9|7483-92-3|7004-09-3|73-32-5|15985-01-0|319-78-8|443-79-8|1509-35-9|1509-34-8	d-isoleucine		735203036.412363	1522938877.70709	791273124.540382	660916854.313445	694260038.03784	474963701.939024	951884136.518658	693574146.894366	845075059.943578	976741722.004507	1073405245.01762	895802980.16237	561479098.527666	659769277.200253	934156837.124479	827035344.31782	976726245.509774	717751706.212789	671883107.92333	484574424.905277	848884065.877521	801999044.499828	788642897.473176	1488203597.79429	1249055385.28268	1545428124.74219	960966735.108901	1432126178.77816	1458708561.26543	683111343.271801	494884640.75731	754828200.147664	791813970.447095	725268940.707873	671167573.458955	763743708.539252	686704613.38568	728356831.740471	919864045.607125	669116182.096442	532799030.386703	654874981.144754	1332462150.38495	754019537.171323	912312465.412517	766549375.606581	711979025.365761	811257016.865735	826034075.007853	823072534.696275	603398747.469181	733239333.522931	844970999.348411	934434785.578017	451556771.003543	626996851.486295	802641650.736835	1159961121.07728	882397969.96027	687468848.260738	757913823.987513	674111884.661783	768782143.279414	572459954.664251	516864503.046513	544422375.823382	516752610.828262	505436692.243559	462654408.27909	332857723.114794	358280061.614906	639096038.98758	435540207.881158	462540533.065537	546813655.946006	448346015.567246	1066331111.00771	559434394.31043	1298480391.45915	374601070.692517	368472617.768414	380791611.71116	796096215.879033	687537859.828319	623028945.704349	556096430.854571	660243674.795301	673689426.891388	535129290.958892	737029296.500472	413172755.143531	473428775.679601	498274342.527984	561326856.164017	301460924.39723	372894084.701814	423474960.421684	565191075.328536	621067831.483477	599788995.310339	586924636.786895	434476593.904574	291852290.678452	536523139.700531
090917MeKO_05_10_ID064	090917MeKO_05_10_cmb_ID063	I		Nicotinic acid (1TMS)	0	349.01  Win022_C02	64 X_277	Nicotinic acid (1TMS)	TRUE	636-79-3|59-67-6|25436-37-7	nicotinic acid	 COR_OK:HDA	30408509.1879237	9474225.54932904	36297297.8983074	14521269.2696311	25842716.3169014	11469422.7297998	13125904.5325011	10370548.4721789	13104530.7565605	16281648.0802983	10506965.1180693	14755124.6261988	18171375.6939155	15142051.6535053	20328082.8930461	19983804.9282408	18092567.5868609	24570207.3996741	25365593.554533	25901386.5595125	26264072.8048982	39460922.230313	42555445.3192837	161681150.84519	61297203.6341508	109082714.782685	39607466.5035678	44176867.4008869	61051001.1038829	26878204.651286	21514202.394642	39685098.1767483	37541890.6395203	27973895.0164272	25586154.3667158	35260624.8658212	30660306.5780592	35084361.2770613	43495803.3623728	28382719.9902275	24285408.7155975	26250089.5311591	28477564.1829735	24466788.5038203	35919491.0533221	48861178.3068141	54235973.1141103	54489545.7428161	77487049.2565924	49994954.1380399	49007344.3072685	42517299.722647	35656053.4214914	34047893.0667069	32455185.1978538	28182910.2752219	32672717.8814709	31751700.7230135	56300237.1219177	29726708.6793613	59900326.8289166	43351699.5419576	33804570.5260852	47705190.5488605	50390902.904563	49343158.1111721	45771988.2355941	37459946.3354463	42080756.3823241	31707130.5910233	25286596.7281835	25296302.2935647	27311090.8717691	20614052.2659811	18597076.3874071	30527872.3952746	62522483.2103317	35378285.8191552	62646233.5650401	47145973.939019	38999218.2774811	31196369.4602138	19440359.1263369	44956586.4940917	123419779.246013	60460489.269579	56852434.126602	57629719.9389582	38959769.5622848	27872064.3593205	40009412.3351575	25700060.8796865	29027005.3541398	37463859.1335147	34058183.7225223	40043113.0548824	32364801.2823793	49171870.0096675	48319102.3938284	45872152.5817064	35957303.4850796	32776614.0410409	40778592.6551173	40230470.7870234
090917MeKO_05_10_ID065	090917MeKO_05_10_cmb_ID064	I		Glycine (3TMS)	0	349.91  Win022_C03	65 X_275	Glycine (3TMS)	TRUE	56-40-6|5630-82-0|7364-42-3	glycine	 COR_OK:HDA	188160741808.688	465565658662.547	398164364343.197	369457241321.483	316464445502.31	272487577835.496	246677056362.99	282926114077.091	362022922156.513	285545645939.253	254664520882.508	307483298807.423	75479430809.8882	62310376071.1059	79810874190.7988	89705288621.7423	57983618581.9838	65985870979.5484	48874792540.5022	17937339244.892	105650433059.033	74582068172.6565	54546218730.7136	73140216553.8943	143492607081.49	109060831697.995	119987245589.544	80238109657.6422	83764028281.4353	68499493553.4039	24710807579.1856	107875125405.186	98635040130.5491	166107213702.486	104678752663.969	119873737564.938	129126810822.165	205309415909.897	97660364581.389	131308735864.684	131954369677.384	170377913334.333	97983436323.1524	145020166779.045	35643606572.3039	53610661908.6947	40028104518.5887	29015589780.004	50420368948.9623	71075522735.2451	60002760865.9613	50063416811.7107	33716758926.9589	57416241325.1217	87354663281.2261	35846312509.062	36754072208.5523	59600478373.9425	36417047024.7485	50235950693.9989	39781093812.5733	34062733481.1212	40875782897.0499	17782845467.528	20247696805.3788	10502297904.3424	36997962559.1342	36480944897.5496	63575314172.4465	86667432389.5632	144547682233.627	33275466478.7897	37556482733.6421	72126712065.0109	37638981297.6856	74553142675.4757	45795472538.1512	59737990312.499	104471820980.389	56696772755.9884	36833056116.7885	74375269825.7724	51972470739.4684	40602630357.2946	40973227172.0396	38847938912.1244	63554948909.6677	44049364307.0939	54140920827.3191	81296641135.2072	29783841740.61	48078130972.3449	65888478581.2254	69258429393.9982	45799942669.3589	54862576357.2293	98387209531.9079	29656059449.0775	29023849193.4097	32672167900.2511	47552327943.3536	43881149194.2148	52601688239.5441	76731968640.1909
090917MeKO_05_10_ID068	090917MeKO_05_10_cmb_ID066	I		Succinic acid (2TMS)	0	350.94  Win022_C06	67 X_267	Succinic acid (2TMS)	TRUE	110-15-6|56-14-4|40309-57-7	succinic acid	 COR_OK:HDA	2175314270.81144	1585217215.45023	5293246359.32608	1572808150.21307	3230250772.33279	2431796480.25212	1679908273.7569	1530745254.74804	889223014.293174	1226678745.7636	1087708994.56119	1440616510.16762	734705637.511506	634812172.506492	1451624631.02816	776045861.145836	721328281.999457	715779315.179891	1324572522.79094	908193388.383081	1543063079.73762	1517610227.71757	1113913358.15151	2399791768.99711	2387672849.96737	3718279045.96352	2336357051.12688	1679862691.12957	3071437016.64403	724368697.346183	717492985.597214	1555517757.99476	2626299500.96717	1839711281.50745	2507681763.32747	2326722421.20024	1945053192.55929	2628475649.82405	2215114206.88906	1394651468.24786	1471015261.64842	1963578465.02467	1437981059.54665	1579497988.61125	650547846.80865	1475150095.55249	1135445026.40809	1340662997.61889	1366309772.73386	1437974126.54128	864846493.225222	809327365.157761	1381589649.72005	1063308654.94772	1238095886.49203	1241334559.51401	2015997998.15533	1364762685.39263	1512321308.32204	1441785037.15345	2845227229.61707	1661498449.02372	1655887228.57718	1636068547.15978	1002987959.35074	1155377839.45461	1294307459.96409	1480637825.11886	1274587585.94368	1668198844.65387	1333356588.96056	978254266.552304	1291473227.19471	1001316197.4818	1428894337.43501	722755306.143339	1317123552.31923	1096170864.22953	1185314190.58271	957874368.745494	1579990298.42887	1050173808.23246	1132809274.27336	1843975766.28371	1307863962.93123	1397065422.23685	947840210.570594	1491101961.81227	1033671039.6382	1629821067.92011	671273099.201579	1073194566.10875	1143825208.27784	879455313.074422	1179398388.15892	691091745.865676	918842572.702229	1412924890.11783	918519364.521661	1556848331.18997	1222599731.74328	835385578.515057	1322201663.06814	824178366.719698
090917MeKO_05_10_ID069	090917MeKO_05_10_cmb_ID067	A2		Glyceric acid, DL- (3TMS)	0	354.26  Win023_C01	68 X_285	Glyceric acid, DL- (3TMS)	TRUE	473-81-4|67525-74-0|118916-26-0|38191-87-6|14028-62-7|7525-74-0|600-19-1|6000-40-4	glyceric acid	 COR_OK:HDA	654646080.716941	920355394.57825	380650061.810762	429660136.730463	319179363.345703	65071032.5414032	311584594.40714	322710090.276747	109261360.489108	206216594.733307	327496354.89204	450792100.061909	226035296.975743	98258017.972709	349129303.711542	220654090.133231	212726903.38576	284087142.869441	281313624.973043	172196412.639423	278057326.382468	337048867.741561	181532290.90055	317649543.744919	355791027.589519	162443260.843752	321325036.598182	344601586.843957	749336878.659566	295785052.994347	118912461.086906	163091743.399821	309698223.667356	394469194.690622	333540774.825765	342828119.126809	234265722.868167	219646116.636239	315973465.020096	383156601.880653	329894615.038824	457662666.022209	361807644.467589	278904402.295364	302108594.446021	347547492.174332	298476844.908581	549840981.747976	210405058.391641	544548210.108861	315014392.764844	839791253.913312	126617705.34343	139586768.425473	251948786.837101	342269198.341396	259385508.13164	343685883.00925	215058587.884832	311767832.862721	373604279.693328	230430532.813135	422211819.911721	345636086.581955	581002122.569414	333491634.595258	250552809.293221	332488780.148176	218133952.444519	240342047.100174	648916803.748438	337468928.526105	139161542.712289	273170128.185176	323993729.364016	322143455.18974	301151479.127825	151396770.490323	155551301.00009	205027431.57306	127927707.54371	119497778.007291	216767993.134452	187261707.689266	104873935.785059	333083091.829748	118311091.854682	141175943.793631	81695075.0995559	213779940.205583	159372496.052306	153442209.917558	341236924.38966	132412438.852035	130140671.170445	70514388.9782444	180738650.94829	180865854.233549	178513203.882264	409438467.245316	526537350.667444	145670616.178801	214947551.527508	221687034.122175
090917MeKO_05_10_ID070	090917MeKO_05_10_cmb_ID068	U			1317.9	355.05  Win023_C02	69		FALSE	0	0		8152428.02142995	2874859.30827544	19901289.5791049	7742262.70562933	21842789.9037589	11570116.6042845	894350.662200888	3325305.04928815	789830.784320858	580083.811946463	2159821.78047043	1617412.73744271	2146177.84344856	977729.630567979	5552132.37056382	1358883.99261795	0	6694533.65534602	3590838.2490805	3182280.86522888	3712956.448	8814388.40621744	7397466.70941303	21267430.1650146	15424053.5672571	12321608.4324165	11246139.9282675	11136797.2201875	10194204.5762365	10231013.2240194	8609525.40523138	3385991.14497058	5285494.11277488	554768.26018245	1184230.8954622	4134020.2069439	3425060.07572935	1985874.8492274	5020246.92392372	7895105.3073794	6792479.60117287	6917972.95779582	6550954.48716227	6367354.06536162	886398.9470372	6317034.42832726	5089969.0661974	6398217.0878245	7735080.2758955	3210512.10410951	522629.740443465	1481512.78528979	5535081.81509685	7348404.79367688	6487260.384765	5732675.56768342	8890463.11720375	5078906.59144687	3751304.36748756	9220140.72130999	7009841.42678146	7361109.49419036	4756809.00170751	7989933.94920125	6839842.3645606	10427495.7035744	8538654.86479758	10869873.3060122	10065896.2410489	4296739.37384506	9568469.16316088	8631979.02958647	7157683.12206309	662903.860473069	4442731.15319352	7528477.9009063	14472368.8570851	7973650.32403893	11913034.5684558	7541610.4730065	6250188.76188392	3104277.29311466	1739709.47282267	5312546.47768194	11750563.426237	3777163.33729266	6333728.19639075	8332054.79440125	3540779.5248077	5628212.35029074	4977236.24632461	5113081.48504026	6882682.62892709	4558525.37011627	7777956.83296889	4451133.37659753	4444282.35450311	6735126.57634476	4908369.83556765	6536895.91346722	5623916.09129205	2905498.41958519	10458879.8956778	4680440.83084469
090917MeKO_05_10_ID071	090917MeKO_05_10_cmb_ID069	U			1321.8	356.18  Win023_C03	70		FALSE	0	0		104078710.004359	63792159.7078676	118741471.588022	79332376.9890178	98825912.9174904	74412359.5483032	68523780.8956635	75414358.2290858	74614425.731582	83207921.946624	109132671.07966	79925495.2138425	98102325.3809111	86068087.6733364	94549033.6806244	77884717.5663789	112833177.104905	93468004.5132299	118346279.471972	101453440.152382	97842237.975649	77604792.9591181	86717237.8512494	124224635.563097	105908863.426607	75727012.4797371	86921025.2797097	94042078.4813466	100725578.325738	88839904.8297048	132959927.016419	127547174.060618	118354122.157382	118609955.350648	105406662.237791	109508892.814373	99913489.4488774	117426170.218093	87007195.4445004	117529738.167776	85315528.5303688	100419364.303901	97042573.9914227	102763120.089163	87735112.5237374	99186511.9995494	109272683.527471	107115611.580685	89260874.6373725	108934078.681826	59287150.9260618	95931376.2197694	85425557.0125942	83054116.2422746	85597255.4713954	109258594.644952	102907790.614873	97945280.9981074	84125972.0868578	99586069.6872378	101169717.734114	82649143.6844963	65865031.6075601	109694339.933923	87362665.4119167	93910083.3868446	93177290.5431776	109742301.642484	86404439.240285	74806084.858171	78058745.7438295	92852028.0051679	101989687.834699	84141990.7344372	115820750.94085	90044998.8072385	108163441.911036	70093758.2791098	78823833.6273308	96830047.7257958	104989277.472342	78365549.1529955	91971797.2778517	91391032.0419192	84890914.5252471	110884474.996361	92001600.9059212	96556399.8158294	80912431.8279107	101928622.763538	85963069.291364	109671624.559351	105950989.591716	97576853.8997224	100813397.430414	83477173.2405746	102867579.124916	106450271.641261	96436515.3827354	88421005.357357	98883184.6864648	91242086.7470285	96679689.1287475	100101261.788862
