Numbering for matrix	Numbering for unique peaks	IIS_I_A_or_U	I_A_M_or_P	final annotation	RI	Win	fData::lineno	fData::query	fData::known	fData::cas	fData::preferred	fData::action	MeKO_05_01_1	MeKO_05_02_1	MeKO_05_04_1	MeKO_05_05_1	MeKO_05_06_1	MeKO_05_07_1	MeKO_05_08_1	MeKO_05_09_1	MeKO_05_10_1	MeKO_05_11_1	MeKO_05_12_1	MeKO_05_15_1	MeKO_05_17_1	MeKO_05_18_1	MeKO_05_20_1	MeKO_05_21_1	MeKO_05_22_1	MeKO_05_23_1	MeKO_05_25_1	MeKO_05_26_1	MeKO_05_27_1	MeKO_05_28_1	MeKO_05_30_1	MeKO_05_31_1	MeKO_05_32_1	MeKO_05_33_1	MeKO_05_35_1	MeKO_05_36_1	MeKO_05_37_1	MeKO_05_38_1	MeKO_05_39_1	MeKO_10_01_1	MeKO_10_02_1	MeKO_10_04_1	MeKO_10_05_1	MeKO_10_06_1	MeKO_10_07_1	MeKO_10_08_1	MeKO_10_09_1	MeKO_10_11_1	MeKO_10_12_1	MeKO_10_13_1	MeKO_10_14_1	MeKO_10_15_1	MeKO_10_17_1	MeKO_10_18_1	MeKO_10_19_1	MeKO_10_20_1	MeKO_10_21_1	MeKO_10_22_1	MeKO_10_23_1	MeKO_10_24_1	MeKO_10_25_1	MeKO_10_26_1	MeKO_10_28_1	MeKO_10_29_1	MeKO_10_30_1	MeKO_10_31_1	MeKO_10_33_1	MeKO_10_35_1	MeKO_10_37_1	MeKO_10_39_1	MeKO_10_40_1	MeKO_10_41_1	MeKO_10_42_1	MeKO_10_43_1	MeKO_10_44_1	MeKO_10_45_1	MeKO_10_46_1	MeKO_10_47_1	MeKO_10_48_1	MeKO_10_49_1	MeKO_10_51_1	MeKO_10_52_1	MeKO_10_53_1	MeKO_10_56_1	MeKO_10_57_1	MeKO_10_58_1	MeKO_10_59_1	MeKO_10_60_1	MeKO_10_61_1	MeKO_10_62_1	MeKO_10_63_1	MeKO_10_65_1	MeKO_10_66_1	MeKO_10_67_1	MeKO_10_69_1	MeKO_10_70_1	MeKO_10_71_1	MeKO_10_72_1	MeKO_10_73_1	MeKO_10_74_1	MeKO_10_75_1	MeKO_10_76_1	MeKO_10_77_1	MeKO_10_78_1	MeKO_10_80_1	MeKO_10_81_1	MeKO_10_82_1	MeKO_10_83_1	MeKO_10_84_1	MeKO_10_85_1	MeKO_10_86_1	MeKO_10_87_1
090917MeKO_05_10_ID173	090917MeKO_05_10_cmb_ID161	I		Caffeic acid, trans- (3TMS)	0	538.52  Win063_C02	162 X_152	Caffeic acid, trans- (3TMS)	TRUE	10586-03-5|501-16-6|331-39-5	trans-caffeic acid	 COR_OK:PC1	15568804.0492874	1032743050.78753	7047859.16431567	4902034.98288786	3087675.30064409	105563726.439891	9339054.31962984	8787379.92721913	3311825.36492186	5463537.83086399	791240304.006939	6664870.88948391	6755237.65427291	3834160.87271192	5907911.92333889	4371170.49547397	5376303.17964625	7509572.55003187	5021410.1583615	7919858.19750485	6102478.62959692	4526726.04344525	6060640.06631802	6789450.42119234	628461931.535669	7431282.09597957	7295963.51936056	5725511.7432222	6209017.77173492	7280560.18399416	7398085.02419879	592947453.273352	12782005.4467812	13727711.2069833	624273548.438343	12181512.7495284	6829908.19552003	13283776.3148914	4254608.42622401	564524093.82255	11210111.1092746	7481492.09961307	5239517.3400333	6627826.48471147	5080322.19192987	12192169.8052474	7264608.07785629	6397843.81483257	14080528.1358226	12438696.0539087	8384727.52217888	13949036.4830345	1112095200.04279	5716788.5936208	11629391.3683091	6912728.76388143	1051558546.78596	9965415.27205033	710583626.415294	9905663.31810734	834370290.42628	22399991.0347372	8313142.02196626	8065832.58403365	14120480.6745878	14376787.1643353	8491985.75161077	12177064.6276744	1058370825.67768	16607967.9377327	7866048.98988442	9067734.46171165	5814840.96555603	10588186.8621329	7654061.45783169	10024259.6845895	6429722.03541167	4463605.26587155	6440510.12518212	3921217.65939432	1028556417.28599	5920398.71050749	5762568.72076532	6386343.33701215	5939117.31008643	691467413.056396	5016342.35803499	1007000943.5272	7396548.41059664	9121619.75279664	10797223.6247933	615723360.936002	4764845.39258405	14071699.8943944	12086965.0863057	9788645.4328355	4955120.39485576	597600839.577334	13590065.7655051	4660735.07260873	5630643.69575882	674062430.918172	6104005.1449697	644994476.244708
090917MeKO_05_10_ID174	090917MeKO_05_10_cmb_ID162	U			2143.2	542.14  Win064_C01	163		FALSE	0	0		300651339.697933	344536099.095233	381973597.86292	344228534.007586	277885776.954065	304891307.275668	381371129.775223	279450208.354841	290844943.233047	261386295.501992	258501494.051376	327786724.403489	255309308.692325	245389570.334149	311190112.695584	307439269.526302	359784428.668552	294603414.119691	219938142.080295	145659744.248025	293050204.841735	285892057.749556	312180168.392192	546438730.051866	389034350.768423	493852522.944	246741718.983897	344583059.325675	336454722.236162	254565398.210588	170238119.048981	303293600.358051	327976851.803223	305150268.017901	274921163.042696	299066081.287448	229901718.163227	259086386.547522	314105910.850009	286100840.284101	338740260.040496	384301935.598952	412588518.43605	333284819.592109	364781989.060036	418909457.196531	368161827.094956	339595267.838773	466725540.937779	391399933.939742	384221716.944125	395313231.291559	502883389.582321	390432599.680477	354821212.939008	422353650.504525	402119410.998	375468763.827443	567763835.007076	384749741.29346	353899562.653612	418196395.20466	363768017.297278	47317762.2374059	53386525.0906883	49851961.4588701	35827427.6843764	33187699.164833	35361240.6409264	36331804.240272	29142408.4436576	384290413.711057	323781777.74074	368168849.954532	358391685.593019	344023436.527106	493310399.714283	330348833.633472	408888910.175747	361695370.653578	410756482.760817	330325890.976065	334361378.084267	396686382.594259	465194845.571888	405171295.131255	413776401.558018	422213374.391932	350502454.149179	308712135.485302	400477454.122546	294203544.556799	308673178.993478	331313863.118901	464562639.620956	434258693.587917	368492999.657948	319168295.837393	382280863.665129	288762768.799289	275585801.573963	414217640.257888	383091753.315382	377785444.949389
090917MeKO_05_10_ID175	090917MeKO_05_10_cmb_ID163	U			2150.4	543.43  Win064_C02	164		FALSE	0	0		32933004.9342418	41073076.7166064	319931.088904767	496212.4020043	53472.3701080594	1638346.70911636	2237372.05099336	9651575.6382385	6391171.00799983	4470850.2241198	1816298.00842086	5700344.83396433	7068915.20552328	1554496.03670126	14219160.0721525	21125011.0139874	9893616.64527612	11514752.2757991	11792096.061815	9518956.03442694	33965281.5656899	4283369.08908649	26489787.4864899	160066506.800368	32012655.7240054	11454426.197308	23431107.5729585	59781443.2894077	38010342.4165372	19171348.8673624	4139959.63179814	10802564.1086296	16976121.6283344	15147844.0985142	4877286.6698941	1339496.68222104	4704598.14308017	5010040.10092268	8393279.07195275	58934017.9725212	63113770.304627	65188903.9726244	28055612.6262025	2511718.36773049	21959919.757479	30111008.2252862	5814725.04382413	42914840.0623724	68402016.4043295	41146089.0333468	24751564.7178841	22808960.7627367	1772532.4505214	8136811.56195751	9303081.05190285	5079246.77693317	6763848.15781805	71211289.7494823	49987371.5184357	5844210.79749287	3236089.4350328	8237330.34332511	13195958.2393112	14765236.2361162	63267860.5958061	24240764.5559384	25721696.7918505	16838193.9664058	7401502.20957368	29694214.7411532	52572595.7874929	38358924.9077936	18872908.5045541	61744769.230024	54166849.4605191	96502182.0764604	39332879.5754351	11035653.2566465	99306773.4429809	68909870.5424915	22783698.0194362	88201363.6860548	249481860.232875	75734487.4702491	71043597.3725412	35237928.7162705	37074283.5696874	100236768.372131	29117308.5566912	59385224.9906559	46532780.1050848	40644195.2417585	67885339.0557211	34449809.0582981	66820671.4582801	79894707.7823854	105526027.998479	23617444.9911993	59417110.7861515	69436391.6107134	93985440.4343747	56724358.7470624	37880827.9998582	38180002.9320629
090917MeKO_05_10_ID176	090917MeKO_05_10_cmb_ID164	M1		M000000_A218002-101_MST_2182.9_EITTMS_	2157.7	544.73  Win064_C03	165		TRUE	0	0		2418183749.74222	3414660406.05553	1079466893.99757	2968326282.794	913385811.275286	1389078582.65171	1048355973.73532	1484766036.94047	1069553180.57981	731160479.656483	1152142893.06044	692316206.835658	778252939.64382	795184175.983693	1249950736.84411	784146442.717864	1154576815.52959	1000799935.6245	1650250770.43887	793105041.955721	2680682069.51935	2647345601.82827	1292548981.51082	2223636386.58411	2764609624.38154	2578882888.11328	1986245603.22561	2224919260.91819	2975113704.77992	1716083709.91229	708305367.56154	769095021.757086	944303615.701605	1120333951.96855	958141619.218645	653458327.896896	673145146.34655	1005401987.73162	1514441203.29534	1026204201.83918	1186190161.01529	1554036068.26881	2701399041.49925	800256672.913073	1484433056.4185	2570807844.854	981090640.790084	1947546325.31144	2580870866.98429	803981580.694743	794158265.923127	579749642.57914	2229737256.35327	1494009986.87549	1432812444.84985	2239421523.19253	2651543516.94511	2180062386.89471	2841009919.65745	1675354418.61304	2063405954.22241	1890132877.08743	1545102988.69758	1600610468.04115	2193483495.09617	1273403305.72949	912279046.10144	1851687934.94066	1419026391.25758	2410890684.42559	653471104.067495	3025538555.79251	1491473942.25253	2799586773.06325	1951008312.82605	1180085138.42198	3173119413.18092	1528342089.80866	1194711967.73521	1295887026.19699	2430158471.94956	1729562840.8016	2090260269.46926	2736842589.92412	2746227996.62452	1145912446.26083	1862292014.53852	2713144225.47309	1072462968.09585	1902819392.57246	1991042356.43848	1436977372.59107	621150200.858773	1430507583.40523	1732370494.74212	747640582.739903	485435636.98539	1524859079.68578	2717225568.48034	1624916608.99517	964711410.809032	1906690531.5846	1497083945.5706	1426717591.76364
090917MeKO_05_10_ID177	090917MeKO_05_10_cmb_ID165	I		Phytol (1TMS)	2164.3	545.89  Win064_C04	166	Phytol (1TMS)	TRUE	150-86-7|7541-49-3|57397-39-4	phytol		206512690.440283	190365799.929738	151826253.841291	181941936.424467	234169064.563391	683666798.12918	168519654.674463	151488295.008713	158067901.386824	173837384.372028	146374548.803469	580954147.799955	133424202.459992	126165301.753395	160882176.259198	217756151.762037	173094971.310629	145010287.359833	146619105.353075	140151006.653406	186875591.086643	158740841.597392	218985543.80407	505062282.68429	220445978.688161	311014557.874448	265243611.215493	234075566.574715	232588681.222576	202664483.689181	158986256.618183	158388168.746397	177026678.117593	166505543.001353	143247168.558865	173293729.846028	146336199.341956	156922434.994248	196795920.976037	178286343.070148	218925316.04189	205319946.525811	239210632.518983	156454797.335271	189793226.629879	180211872.061378	167665719.642925	178304859.974756	221301629.026394	211345882.083398	303507302.673891	228061925.065988	197808816.407176	210593080.730598	193691021.172665	165283109.05608	196318462.364165	239861951.125398	236374188.563666	199175484.300383	271695958.607707	199161164.351544	188395452.308464	164730072.364145	223532390.884899	214521757.875876	206886814.697254	186161017.778859	185143430.730761	172240073.774913	173896284.315958	219862396.210643	219859604.243729	224300002.466576	147174164.610891	212151363.239944	200331119.772171	151941360.552227	182544753.226158	204418247.765564	162748756.313923	210800303.12062	263743423.485341	199464826.405188	252318535.99558	194717138.545847	182912570.161072	223632870.760426	163453911.218138	184267833.137905	216962059.140922	190961209.627289	217258807.165794	154273605.639732	194196390.313326	192347630.674904	217590575.28699	171480714.290693	207059058.472006	260515012.912093	230955693.437452	168053418.625551	216636991.375827	241551175.923648
090917MeKO_05_10_ID178	090917MeKO_05_10_cmb_ID166	U			2192	550.87  Win065_C01	167		FALSE	0	0		526540882.197054	513824066.23729	275459911.117411	563496205.096984	535223713.644708	289700503.874678	362272111.429745	314519878.996548	336027987.386677	288504791.262348	327575822.556502	407504481.666768	353210687.688151	315761098.618653	329861512.690869	345782135.578387	449526036.010853	462924713.844982	253880374.760738	203412301.978412	483690290.356715	373239776.038238	446041798.020896	1185453529.51492	515299744.241135	648424184.225102	530209349.324947	529688309.284793	550286798.514476	439797927.752136	318754160.277062	257971216.800896	353088864.566512	305337841.489653	267357732.702662	316985586.523982	299027543.286031	363653909.471231	324665715.970265	355793702.283056	380365109.563953	457485934.170217	494433150.475281	399456628.595985	336968389.300637	447416488.422021	361475835.091611	441967217.570039	527456529.510331	408112134.202704	370988694.256381	452761599.247981	380837460.131149	416659009.177418	429347435.613949	452769001.175611	404448826.439744	416905352.4426	479214587.941496	428785933.7056	423143267.578324	452317839.141405	418757503.029272	359061690.93731	494393601.339706	381114656.595615	387068657.806409	374461481.011051	357303649.695811	473124502.279615	271724701.599122	559125085.656182	422949649.359152	436590877.29294	362728282.556969	481587152.26733	532274633.658429	324823079.74714	396669310.169404	363067910.320891	467829987.040718	361313931.872938	379532000.497254	402899027.245799	534786726.203851	404380544.713406	396169022.068818	435948921.709305	346661447.77039	341025433.456901	433011988.272888	394401599.454322	373012198.817365	405326657.19458	444821796.623502	495888879.713032	423984515.548162	370152367.578209	485107302.582144	413499376.142108	386211424.178266	453123171.113472	522129375.239207	484044439.166365
090917MeKO_05_10_ID180	090917MeKO_05_10_cmb_ID168	I		Octadecadienoic acid, 9,12-(Z,Z)-, n- (1TMS)	2208.5	553.76  Win065_C03	169	Octadecadienoic acid, 9,12-(Z,Z)-, n- (1TMS)	TRUE	8024-22-4|60-33-3	linoleic acid		1486156285.55752	1038960875.01212	4171181954.01708	1340903712.02654	1397733074.14841	24315267957.7333	1402205919.85079	1382397710.83311	1553082839.02771	1138054273.19711	1364373377.85089	1714427199.92297	1146550714.29425	869550723.353189	1006219086.03948	1165145001.29752	1322122635.1218	1235010773.92853	1532231117.02264	1110421008.417	1482572793.30962	933546345.059295	1544146667.14218	2810874107.0754	1283706432.61665	3062485948.62126	1898187088.94903	2021921783.0538	1603773417.83144	1299340476.18156	1352180357.59579	1225095774.99797	1383726015.323	1215272936.93658	1519004227.13848	3421600916.21191	1273726692.20931	2484392148.55871	1504488215.6682	1291420578.53217	1546282805.05054	1718813760.00802	1176332883.75385	1547488941.27755	1241468334.76015	1301169095.88351	1205720008.58921	1362094062.42639	1470230755.15889	1191093084.60153	2244781076.84213	1476017207.8545	1056175715.40471	992645370.427951	1110207974.55462	1168865993.92944	1166065402.91581	914302257.411721	1633177261.23564	1285401173.73575	2920589462.1661	1125039550.23862	921059992.67731	1204587832.72878	1452592816.99093	1329792672.88281	1299620878.87357	1370851700.27719	1718067125.50451	1349933469.11011	940199687.534675	1523757312.65088	2521842452.92241	1942396732.81317	1262339479.37104	1529825335.19437	1404890963.86219	1051802958.54465	1123555502.23442	1264185653.16168	2171693541.53792	1273578681.82572	1136879974.96278	1072965131.66353	1734126826.83893	1230166533.82919	1044468827.60148	1157694712.61009	1467985073.53315	1071306946.15082	1443709661.29454	1258101914.28464	1158924935.49455	1133261775.3319	1175750449.21861	1234944767.13137	1293582768.60649	1296787972.91544	1374354964.80144	2135105325.00301	1670039668.95351	1283165998.50221	1844686088.68674	1218966883.28015
090917MeKO_05_10_ID181	090917MeKO_05_10_cmb_ID169	I		Octadecatrienoic acid, 9,12,15-(Z,Z,Z)-, n- (1TMS)	2216	555.08  Win065_C04	170	Octadecatrienoic acid, 9,12,15-(Z,Z,Z)-, n- (1TMS)	TRUE	463-40-1|21661-08-5	alpha-linolenic acid		4177576605.03772	3643838842.88283	20656948931.2039	3440263826.77938	3701023730.16926	80336393645.2298	4278466415.73375	4610365701.04752	4161541876.12363	4497649552.6257	4754740630.02108	6630041800.81379	3153679790.80618	2763323301.94734	3084686018.01339	4127883378.5348	4440200077.84684	3098841689.86496	4925984541.38554	3199660423.7176	5895050092.40913	2482768796.86327	7283874684.5308	6491593779.35176	4068188250.22728	11139560092.9577	7329142064.33689	8738015954.18035	5896915152.66111	5191187265.105	6163278047.02394	4646826990.96344	6336471253.4183	4519269121.74441	4926760894.90705	16656540160.1034	5898602118.17867	11183978000.6364	4156647861.28788	5789970052.2255	6238785968.79672	5301083439.9104	4541439973.21217	6215377789.23437	5073111535.07488	4070651755.35535	3767398365.71007	5738936779.76048	6372852108.84712	4908044901.60001	8625112320.42138	7256045182.36908	4239374443.39594	4131354192.49997	4189166005.5104	4124962715.48947	4416925658.66827	2626459897.88431	6563075366.32189	5092655763.69908	8531154168.07106	5166623056.75635	3638355224.90532	3859127360.21468	6339454078.11622	6862669721.52342	5885043311.50757	5300993115.11932	7961568168.05039	4135666386.68877	3265951583.39662	6196606498.71379	9450984437.6523	6823446790.9804	2911757753.70093	5496643982.25764	4367805188.80273	4009201101.41258	3548639954.21061	4889057823.6071	11213538277.6615	3805423941.94981	4668532362.82349	3356861104.47804	4652488931.27355	4200331321.74758	4961917473.74976	3657436004.17091	6761648967.53459	5087256658.42873	6451548992.04019	4963667339.70552	3250937622.88149	4071384017.36886	4398664717.49279	5383543980.75374	4027201016.90493	5332162973.47208	4635346758.66983	6169871241.13808	5559103962.88676	3337237437.96889	4676432689.47443	4871305622.87192
090917MeKO_05_10_ID182	090917MeKO_05_10_cmb_ID170	I		Tryptamine (3TMS)	0	558.77  Win066_C01	171 X_293	Tryptamine (3TMS)	TRUE	343-94-2|61-54-1|55334-17-3	tryptamine	 COR_OK:HDA	3623677947.13984	4750715027.04965	4552485214.75616	3072258722.35451	4258947345.42373	7836194831.81007	1559016543.7379	1696709604.09298	2143695777.79624	1526193113.72368	1154057945.01043	2474435247.65781	1827818931.7143	1308992402.65476	1756634350.90586	2047318880.15474	1647424220.52098	2058323398.21836	2097247480.26531	1585860423.59503	2471544761.58815	1609965214.51805	3129544040.25625	3684384431.02237	2154007542.80016	3659310224.47994	3145839227.83423	2476679375.01855	2787333349.83573	2363280514.52308	1714636834.39844	1359230961.74997	1728718553.63864	1966273957.96056	1765527727.04732	1856616559.18342	1628009395.29997	2230495501.2893	3332907793.79251	2217458643.70708	2537539577.20973	2231631193.70545	2057843893.87447	2411535982.1681	1951428355.28414	2285072949.39714	1910155855.02791	2015647408.65394	2630043742.77329	2635122959.48478	2377577153.04146	2263811956.71296	2038366767.70007	1870487326.86403	1811169780.37857	2155715815.42933	2177446568.02117	1531039289.01957	3072878747.4035	1876160591.97167	2255416402.26057	2544656336.60647	1885771154.31869	2442633452.21469	3095818897.81365	2550010967.31311	2687984558.39626	1900717883.10286	2331574548.0377	3472714633.27613	1992575949.11001	2780499831.36884	2136292976.86504	2570486933.41581	2287111487.25032	2501416792.58547	2700497164.80142	1834926136.92347	2833769804.08293	2185735641.95165	2438091323.17683	2598083153.96232	2156858838.60485	2208487144.86273	3144289509.26283	2140203098.0563	1903390479.73619	2337057430.44883	1899136100.67733	2249895432.61577	2747019584.5886	1846313861.05694	2194985305.40229	2306312310.67137	2384476702.91962	2414770751.25952	2710926852.22002	2006456762.41691	2532065733.08961	2716378382.51976	2477917886.31581	2250720307.4712	2677772935.00414	2412912291.54314
090917MeKO_05_10_ID183	090917MeKO_05_10_cmb_ID171	U			2247.8	560.56  Win067_C01	172		FALSE	0	0		432370868.539561	339874067.966623	409268947.558757	338967950.226388	281855449.943654	197790668.349062	51699980.9657096	51689238.5489572	43589006.0819293	54393324.3239701	20670806.1460787	93644975.6855319	44876077.2814582	33398347.1140068	47807267.0038472	51689122.9833854	50091442.3961854	71817060.4715139	20291793.9755787	15310502.6487568	53667413.1048505	35656382.63679	38704430.2298231	92114364.9594319	66981885.55551	34528236.3716824	43150140.676943	54560367.286319	40953618.4315658	50197812.8805286	19384785.2291809	15953807.691182	0	8123941.82433206	40905259.0915582	9771180.72157425	15941559.0816576	10571898.813999	59211918.9481892	44317752.637692	56110870.0605202	29642744.4493259	147239465.189974	87688682.4190543	52619582.5332378	47377090.9624676	41652474.4227673	56247577.1393158	43984801.9902246	48317015.9520779	57507834.3822102	66773638.0491407	42359341.1569343	21726322.4464519	25920726.8678646	51556989.1219945	49275738.1378448	174568154.775047	49558265.0360116	43393654.1444806	26886426.3734586	37401414.0317395	43153409.8116432	39870600.55689	56891383.827945	22534906.9490064	40353605.7314954	59364696.3940459	39062183.0013998	46178569.9227733	50870250.6201472	50901313.0944457	20279071.77222	40923929.0369145	57871314.6976279	81285288.3186651	28834012.4036723	33031300.7645019	116402420.317231	40705064.2594162	14108259.8521385	43089253.1378674	161066137.518815	59792716.348641	46096298.5413175	40382233.5834346	27287510.2048368	33760466.5575063	29560724.3613253	83147120.301588	66356956.8979362	38154126.8171745	45454850.0565173	48790753.5179228	44954771.2034236	76865966.428833	36299859.3887937	33503227.1912624	46240286.4743453	23955213.4413436	51447070.986378	31993674.2564562	56656753.0773447	45420662.7250369
090917MeKO_05_10_ID184	090917MeKO_05_10_cmb_ID172	I		Spermidine (5TMS)	0	561.06  Win067_C02	173 X_168	Spermidine (5TMS)	TRUE	334-50-9|124-20-9	spermidine	 TMS:HI	68536779.3606681	80206352.2895792	24500159.5566232	50951246.4745584	45655371.8433854	59224890.8899586	117208754.745087	79822837.9508782	142688407.824009	140084010.634674	98643577.8138489	107150799.063146	132628200.084536	72537756.6630297	154116210.38695	129646562.458619	111909023.435696	104628319.013845	62782657.1937837	46410170.3854977	94640521.342142	73207823.1818088	133133149.977053	466800691.008984	120344183.422596	109203330.760056	85025791.2933262	165409198.272274	159316782.344212	114382021.451202	54351039.1777435	121351134.025984	85078746.2789487	94682806.9979179	117294962.255807	114747056.667598	74049164.3539389	85105559.4104242	133737981.65561	118615816.047732	87518287.4965486	99957504.0746855	71809886.5240147	85315755.6580443	146283944.279773	129704926.741294	132771196.023	141420581.02754	85309071.5639973	122416657.358696	109476898.998335	87510817.6764178	118418387.192039	108174332.271721	65177782.1733876	77302311.9297417	93922869.8971726	61336005.5774334	87166638.4619169	85886097.727739	71423753.169302	59980870.5824274	120258334.370545	100980568.408802	112318692.538392	116620264.583004	113202902.42782	88147720.3382837	79464873.801739	80130834.7614667	59383442.2896987	104540162.785614	136634449.763566	146646718.049131	246123699.288023	166390209.386744	192556048.638255	198836972.416774	201568862.028733	126421042.335385	85987026.0393337	184741096.409521	108607289.87564	123389993.767038	205011129.091635	151051852.813116	141211277.594325	191336309.494552	174498156.393883	169320423.137585	96341857.9060635	112142182.178992	114305885.083932	104727645.584807	186885447.920499	90226957.5886691	173092336.021101	142241452.701304	114939135.806705	162484254.363335	156073561.452309	138935972.793229	93594024.8219688	108740175.900037
090917MeKO_05_10_ID186	090917MeKO_05_10_cmb_ID174	I		Fructose-6-phosphate (1MEOX) (6TMS)	0	562.99  Win067_C04	175 X_295	Fructose-6-phosphate (1MEOX) (6TMS)	TRUE	643-13-0|55530-74-0|26177-86-6	d-fructose-6-phosphate	 COR_OK:HDA	748.514426560482	12410.493673965	23.8255431865831	296.219531088773	3049.65802389441	10773272.7123897	5855.92884740942	180.333573610806	3337.42031431254	316.316126306513	1301.80089418108	9312.44674136406	76.5279773745099	4312.54558423248	9406.38347157928	2467.83983358186	148626.933805547	4523.25746329828	5167.90380349055	19.2882875553595	22.613126382689	26960.6187718662	1197.50219952095	45793.050805896	38611.5998551949	3279.23500743241	11482.0378954743	21534.800962243	14649.469605962	14013.0742345317	65492.8652631659	31912.1765614077	578.352350897216	122803.007202727	28279.3897011649	2916.52788958912	1050.78233107296	174.089655505608	10231.8363754258	5415.45869190091	6755.64696673562	20568.6135574498	23267.7813335236	2971.27475326717	2356.04539048033	3162.80210019497	34065.509696689	85533.9462478122	111069.983349735	5578.59091126494	1378.75015616933	500.978101817546	7118.18903406579	13727.7833348081	58547.2170736827	13879.2845354679	760.28614198422	199158.263543958	1400.12087437581	1299.77233299509	269.400230686274	37129.485552183	31130.1514194484	1232.14155144374	44847.3931039418	9822.0202001884	4609.73452016138	5567.37821189253	999.640237182857	3570.05538115405	20145.3156211283	4500.32533961274	35.9413878694939	0.95286297299841	1921.49668667146	59807.4012925215	21880.9020354451	9977.11098640466	4177.16890550617	19270.35456475	12701.4063930206	30781.3262157801	12303.162256521	4835.03954381537	21641.2507582177	187646.267223013	67621.9506587729	1508.83141945631	27039.1512448973	437.668788969884	27795.8430136631	5910.84783291953	58225.6055708925	693.281547124175	33573.2260412474	5299.41321801905	18289.4253264558	195.972118792421	124.404353962146	13595.7477535345	8.82280564501637	563.256827149183	4182.27395612496	191.362533778545
090917MeKO_05_10_ID187	090917MeKO_05_10_cmb_ID175	I		Cystine, L- (4TMS)	2277.9	565.77  Win068_C01	176	Cystine, L- (4TMS)	TRUE	69688-44-4|349-46-2|56-89-3|923-32-0|24645-67-8	l-cystine		998082024.532925	2513459765.93052	852929368.373849	1602786967.96848	742343456.323663	4763123574.90325	739274646.922898	855066601.214291	759665627.256265	564203616.422207	546201892.826198	668689368.993522	610746247.324181	512211405.72518	623160593.057218	635547852.797722	539273387.627214	642705801.093744	452368635.678012	363416422.647629	814756540.050614	551327965.88926	611177976.67911	1211144779.17664	817083154.40919	1044661402.86165	803667918.562195	635896178.964908	774116294.864371	612076665.276605	401982467.752919	560528865.496087	782589545.27767	826524446.776529	685361056.794431	589130338.848141	808249950.881893	1012407847.09776	804150489.109844	762314362.505026	1148561729.27741	1187503788.79867	1555327091.99903	664028314.353421	829921912.11007	1329049579.18588	790290197.26375	830396799.205591	1172137381.62339	1003239408.44822	958747274.361845	1275724045.10181	901824424.948329	840967672.663027	955676907.676146	853336812.780577	1180826383.63232	1818820479.2587	1117588872.51995	738868608.904326	1038925995.7322	1141054126.87326	838081235.022059	1014919304.41273	1041906950.43929	864463945.768376	1033178139.94379	979463080.083438	964187139.446219	1476188288.26393	1106977732.24831	1460463240.56511	941033153.640058	1509480403.55833	948118049.387214	1007194372.34104	962901434.2269	626080912.497136	1379578034.05404	830059291.204331	928113233.859846	908967181.3151	1467119873.68203	1014460168.19713	1039516409.68743	722629689.547517	673547672.671176	886128436.472161	614119896.768261	1059475307.01746	1049456206.56222	759701307.737261	816412819.539353	923252890.267938	847741874.60553	971819459.556968	772758231.34015	699109996.868427	1185609044.39509	911167025.014808	844415142.793727	913702917.021021	886761609.201036	967574455.394389
090917MeKO_05_10_ID188	090917MeKO_05_10_cmb_ID176	U			2279.6	566.14  Win068_C02	177		FALSE	0	0		4087730.00776937	14552780.9725148	6926070.06061903	1317520.23215096	305360.719330553	38581197.6624855	3724844.71322582	8314764.51663207	6440931.43539086	4569682.80958623	5423060.12664382	8727041.98693739	4102990.12016644	3295774.41885725	13293145.292347	2106093.38676712	6916630.71688782	4113720.58712998	4840751.82584613	3131925.13085822	3283798.25265875	4446531.74419317	5073743.36022929	12947368.1843343	4801449.6377095	6340716.68379069	9279570.81878347	2936114.09574993	11164001.7286615	8166376.50803801	4207349.13711626	2277535.92503001	4871911.7977162	5467934.43062012	6379471.82507514	281940.826394458	5130594.29205568	8218106.44513199	5042194.11303966	6904297.43170089	13610410.2173125	14417203.6649249	10150441.0580943	7285745.37409889	4230026.066931	14041969.3331271	5445405.70400583	1315128.13524317	15810970.9803357	10292064.7371295	9599517.61703781	15773024.6069915	9715217.35400601	7775262.07088629	4721499.97663292	6108803.25775896	142714.917270938	11759948.2221063	11548825.5574069	4637393.77573034	11757736.7566248	7152447.47539791	15185601.0074681	4686009.77964598	15947225.8475289	11176570.5528861	564151.371258663	6257128.89232245	1102782.23148678	12664718.4393779	2732931.82772519	16124227.0966283	12193716.3122898	25004826.7288489	9554508.31979123	21907195.1613798	10661791.3249077	1980016.92984448	10720961.0164337	6968007.36106157	14877946.8365396	4214424.55429376	6855112.43965213	13828211.804446	16629008.5250525	6352966.12645216	14640169.4469704	10310117.0710425	4720082.51391768	8349455.73366668	11780433.1346887	5121813.79495693	11816595.2704653	6634198.72697042	11209361.9186673	332918.679506426	8489823.04319557	7814091.70299494	11992023.5002677	7461800.73120766	8960659.53588979	9600520.92038675	6845024.13170847	9213215.03057352
