gcid,weight_mg,gcid2,expID,batchID,samplename,genotype,genotype2,modelpred,model,pred,leafcolor,leafshape,rootshape,AGI,aerialpart_weight
MeKO_03_25_1,0.055556,MeKO_03_25_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,21_01,fad61,fad6-1,pred,nodata,MeKO_03_25_1    ,normal,normal,normal,AT4G30950,16.4
MeKO_03_26_1,0.055556,MeKO_03_26_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,21_02,fad61,fad6-1,pred,nodata,MeKO_03_26_1    ,normal,normal,normal,AT4G30950,14
MeKO_03_27_1,0.055556,MeKO_03_27_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,21_03,fad61,fad6-1,pred,nodata,MeKO_03_27_1    ,normal,normal,normal,AT4G30950,11.4
MeKO_03_28_1,0.055556,MeKO_03_28_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,21_04,fad61,fad6-1,pred,nodata,MeKO_03_28_1    ,normal,normal,normal,AT4G30950,9.3
MeKO_03_29_1,0.055556,MeKO_03_29_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,21_07,fad61,fad6-1,pred,nodata,MeKO_03_29_1    ,normal,normal,normal,AT4G30950,17.9
MeKO_03_30_1,0.055556,MeKO_03_30_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,21_08,fad61,fad6-1,pred,nodata,MeKO_03_30_1    ,normal,normal,normal,AT4G30950,20.5
MeKO_03_31_1,0.055556,MeKO_03_31_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,21_09,fad61,fad6-1,pred,nodata,MeKO_03_31_1    ,normal,normal,normal,AT4G30950,18
MeKO_03_32_1,0.055556,MeKO_03_32_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,21_10,fad61,fad6-1,pred,nodata,MeKO_03_32_1    ,normal,normal,normal,AT4G30950,18.1
MeKO_03_33_1,0.055556,MeKO_03_33_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,Col_lot2_01,col0,col-0,pred,nodata,MeKO_03_33_1    ,normal,normal,normal,noinfo,29.7
MeKO_03_34_1,0.055556,MeKO_03_34_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,Col_lot2_02,col0,col-0,pred,nodata,MeKO_03_34_1    ,normal,normal,normal,noinfo,18.7
MeKO_03_35_1,0.055556,MeKO_03_35_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,Col_lot2_03,col0,col-0,pred,nodata,MeKO_03_35_1    ,normal,normal,normal,noinfo,27.4
MeKO_03_36_1,0.055556,MeKO_03_36_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,Col_lot2_05,col0,col-0,pred,nodata,MeKO_03_36_1    ,normal,normal,normal,noinfo,25.5
MeKO_03_37_1,0.055556,MeKO_03_37_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,Col_lot2_06,col0,col-0,pred,nodata,MeKO_03_37_1    ,normal,normal,normal,noinfo,22.6
MeKO_03_38_1,0.055556,MeKO_03_38_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,Col_lot2_07,col0,col-0,pred,nodata,MeKO_03_38_1    ,normal,normal,normal,noinfo,19.5
MeKO_03_39_1,0.055556,MeKO_03_39_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,Col_lot2_08,col0,col-0,pred,nodata,MeKO_03_39_1    ,normal,normal,normal,noinfo,20.5
MeKO_03_40_1,0.055556,MeKO_03_40_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,Col_lot2_09,col0,col-0,pred,nodata,MeKO_03_40_1    ,normal,normal,normal,noinfo,23
MeKO_03_41_1,0.055556,MeKO_03_41_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,Col_Jun08_01,col0,col-0,pred,nodata,MeKO_03_41_1    ,normal,normal,normal,noinfo,26.1
MeKO_03_42_1,0.055556,MeKO_03_42_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,Col_Jun08_02,col0,col-0,pred,nodata,MeKO_03_42_1    ,normal,normal,normal,noinfo,32.3
MeKO_03_43_1,0.055556,MeKO_03_43_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,Col_Jun08_03,col0,col-0,pred,nodata,MeKO_03_43_1    ,normal,normal,normal,noinfo,23.1
MeKO_03_44_1,0.055556,MeKO_03_44_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,Col_Jun08_04,col0,col-0,pred,nodata,MeKO_03_44_1    ,normal,normal,normal,noinfo,18.3
MeKO_03_45_1,0.055556,MeKO_03_45_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,Col_Jun08_06,col0,col-0,pred,nodata,MeKO_03_45_1    ,normal,normal,normal,noinfo,18.1
MeKO_03_46_1,0.055556,MeKO_03_46_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,Col_Jun08_07,col0,col-0,pred,nodata,MeKO_03_46_1    ,normal,normal,normal,noinfo,21
MeKO_03_47_1,0.055556,MeKO_03_47_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,Col_Jun08_09,col0,col-0,pred,nodata,MeKO_03_47_1    ,normal,normal,normal,noinfo,28.3
MeKO_03_48_1,0.055556,MeKO_03_48_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,Col_Jun08_10,col0,col-0,pred,nodata,MeKO_03_48_1    ,normal,normal,normal,noinfo,20.6
MeKO_04_01_1,0.055556,MeKO_04_01_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,23_01,prc11,prc1-1,pred,nodata,MeKO_04_01_1    ,normal,small,normal,AT5G64740 ?,23.7
MeKO_04_02_1,0.055556,MeKO_04_02_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,23_02,prc11,prc1-1,model,MeKO_04_02_1    ,nodata,normal,small,normal,AT5G64740 ?,13.1
MeKO_04_03_1,0.055556,MeKO_04_03_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,23_04,prc11,prc1-1,pred,nodata,MeKO_04_03_1    ,normal,small,normal,AT5G64740 ?,17.4
MeKO_04_04_1,0.055556,MeKO_04_04_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,23_06,prc11,prc1-1,pred,nodata,MeKO_04_04_1    ,normal,small,normal,AT5G64740 ?,14.1
MeKO_04_05_1,0.055556,MeKO_04_05_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,23_07,prc11,prc1-1,pred,nodata,MeKO_04_05_1    ,normal,small,normal,AT5G64740 ?,10.9
MeKO_04_06_1,0.055556,MeKO_04_06_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,23_08,prc11,prc1-1,pred,nodata,MeKO_04_06_1    ,normal,small,normal,AT5G64740 ?,15.7
MeKO_04_07_1,0.055556,MeKO_04_07_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,23_09,prc11,prc1-1,pred,nodata,MeKO_04_07_1    ,normal,small,normal,AT5G64740 ?,9.2
MeKO_04_08_1,0.055556,MeKO_04_08_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,23_10,prc11,prc1-1,pred,nodata,MeKO_04_08_1    ,normal,small,normal,AT5G64740 ?,22.4
MeKO_04_09_1,0.055556,MeKO_04_09_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,44_01,pad21,pad2-1,pred,nodata,MeKO_04_09_1    ,normal,normal,normal,AT4G23100,21.7
MeKO_04_10_1,0.055556,MeKO_04_10_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,44_03,pad21,pad2-1,pred,nodata,MeKO_04_10_1    ,normal,normal,normal,AT4G23100,15.5
MeKO_04_11_1,0.055556,MeKO_04_11_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,44_04,pad21,pad2-1,pred,nodata,MeKO_04_11_1    ,normal,normal,normal,AT4G23100,17.3
MeKO_04_12_1,0.055556,MeKO_04_12_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,44_05,pad21,pad2-1,model,MeKO_04_12_1    ,nodata,normal,normal,normal,AT4G23100,22.2
MeKO_04_13_1,0.055556,MeKO_04_13_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,44_07,pad21,pad2-1,pred,nodata,MeKO_04_13_1    ,normal,normal,normal,AT4G23100,22.4
MeKO_04_14_1,0.055556,MeKO_04_14_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,44_08,pad21,pad2-1,pred,nodata,MeKO_04_14_1    ,normal,normal,normal,AT4G23100,14.6
MeKO_04_15_1,0.055556,MeKO_04_15_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,44_09,pad21,pad2-1,pred,nodata,MeKO_04_15_1    ,normal,normal,normal,AT4G23100,23.9
MeKO_04_16_1,0.055556,MeKO_04_16_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,44_10,pad21,pad2-1,pred,nodata,MeKO_04_16_1    ,normal,normal,normal,AT4G23100,14.4
