Numbering for matrix	Numbering for unique peaks	IIS_I_A_or_U	I_A_M_or_P	final annotation	RI	Win	fData::lineno	fData::query	fData::known	fData::cas	fData::preferred	fData::action	MeKO_06_01_1	MeKO_06_02_1	MeKO_06_03_1	MeKO_06_04_1	MeKO_06_05_1	MeKO_06_06_1	MeKO_06_07_1	MeKO_06_08_1	MeKO_06_09_1	MeKO_06_10_1	MeKO_06_11_1	MeKO_06_12_1	MeKO_06_13_1	MeKO_06_14_1	MeKO_06_15_1	MeKO_06_16_1	MeKO_06_17_1	MeKO_06_18_1	MeKO_06_19_1	MeKO_06_20_1	MeKO_06_21_1	MeKO_06_22_1	MeKO_06_23_1	MeKO_06_24_1	MeKO_06_25_1	MeKO_06_26_1	MeKO_06_27_1	MeKO_06_28_1	MeKO_06_29_1	MeKO_06_30_1	MeKO_06_31_1	MeKO_06_32_1	MeKO_06_33_1	MeKO_06_34_1	MeKO_06_35_1	MeKO_06_36_1	MeKO_06_37_1	MeKO_06_38_1	MeKO_06_39_1	MeKO_06_40_1	MeKO_06_41_1	MeKO_06_42_1	MeKO_06_43_1	MeKO_06_44_1	MeKO_06_45_1	MeKO_06_46_1	MeKO_06_47_1	MeKO_06_48_1	MeKO_06_49_1	MeKO_06_50_1	MeKO_06_51_1	MeKO_06_52_1	MeKO_06_53_1	MeKO_06_54_1	MeKO_06_55_1	MeKO_06_56_1	MeKO_06_57_1	MeKO_06_58_1	MeKO_06_59_1	MeKO_06_60_1	MeKO_06_61_1	MeKO_06_62_1	MeKO_06_63_1	MeKO_06_64_1	MeKO_06_65_1	MeKO_06_66_1	MeKO_06_67_1	MeKO_06_68_1	MeKO_06_69_1	MeKO_06_70_1	MeKO_06_71_1	MeKO_06_72_1	MeKO_07_01_1	MeKO_07_02_1	MeKO_07_03_1	MeKO_07_04_1	MeKO_07_05_1	MeKO_07_06_1	MeKO_07_07_1	MeKO_07_08_1	MeKO_07_09_1	MeKO_07_10_1	MeKO_07_11_1	MeKO_07_12_1	MeKO_07_13_1	MeKO_07_14_1	MeKO_07_15_1	MeKO_07_16_1	MeKO_07_17_1	MeKO_07_18_1	MeKO_07_19_1	MeKO_07_20_1	MeKO_07_21_1	MeKO_07_22_1	MeKO_07_23_1	MeKO_07_24_1	MeKO_07_25_1	MeKO_07_26_1	MeKO_07_27_1	MeKO_07_28_1	MeKO_07_29_1	MeKO_07_30_1	MeKO_07_31_1	MeKO_07_32_1	MeKO_07_33_1	MeKO_07_34_1	MeKO_07_35_1	MeKO_07_36_1	MeKO_07_37_1	MeKO_07_38_1	MeKO_07_39_1	MeKO_07_40_1	MeKO_07_41_1	MeKO_07_42_1	MeKO_07_43_1	MeKO_07_44_1	MeKO_07_45_1	MeKO_07_46_1	MeKO_07_47_1	MeKO_07_48_1
091002MeKO_06_07_ID058	091002MeKO_06_07_cmb_ID058	A2		Homoserine, DL- (3TMS)	0	388.19  Win033_C01	59 X_277	Homoserine, DL- (3TMS)	TRUE	1927-25-9|498-19-1|56273-04-2|672-15-1	l-homoserine	 COR_OK:HDA	8733472.0220051	8375765.12132052	3631403.43922382	3717202.20364218	6284760.39217316	7099117.53080344	4142641.89749316	4714888.91489283	2041868.15947075	2917379.87168589	641091.265380045	268807.212192503	1329176.29994105	2031824.6212182	1267008.6733388	873165.706479012	7675901.74492143	2614166.64660522	4309091.06040975	3343650.67401017	7737060.35768853	1495113.92437142	3275148.46919188	2541932.1120564	5148249.93206043	3307485.40951947	1560816.66375024	1995907.59716008	3785811.26066555	5325234.39379305	2420335.66498971	2072617.72375228	4632899.73556999	4130628.72088313	1892770.31471265	2236982.74358006	6941709.7143013	5847740.0627106	3927425.00711364	3169361.09046781	3922663.5227698	7671692.4269104	1384970.26215923	2363499.72026908	1739701.99236791	2391501.55035215	5129545.09771514	2527551.68353533	2008950.14971296	3776578.85470767	2484946.19767662	2228726.45660848	1680053.26778601	1875883.44511339	1818547.7313052	1389205.58302388	2971964.62453799	1399086.90170491	1173477.14391854	1004924.679939	1810390.91573311	1792366.03805632	2963846.1379331	2022342.41979778	3356705.93384699	1840231.17393346	2265564.23258591	2650535.39997427	5306005.3467924	6110243.4527897	1218718.82251344	2103400.1777564	4615038.52739386	1605790.74635794	1563606.83735969	1844297.57074958	2999037.24802951	2967607.91835106	2793469.70828824	4850181.72938745	1284651.0021768	3160831.73717659	3159237.35734117	2808982.26337587	493824.333998761	2801893.77594185	3119384.2847804	4950409.85273786	3612529.0710007	4054903.42393108	5513225.20176313	2190421.95903532	2312646.74066654	7611140.28593245	4985179.83761102	4156232.47641207	4044491.96251503	4103238.56450839	3168405.74835229	1877775.73724528	5754093.97944686	3031008.49821223	3212672.05306058	2400751.77525728	2394521.90823795	1823810.89331632	1791068.48770793	1638813.75332832	3404992.43207024	2948669.95141134	1900258.90925803	3258336.66007086	2354931.22928028	4237088.0363678	1222867.917688	503015.533263143	3151255.54092619	7867824.57917346	2157183.22643542	3900722.09250603
091002MeKO_06_07_ID059	091002MeKO_06_07_cmb_ID059	U			1441.6	389.52  Win033_C02	60		FALSE	0	0		1589.26554030288	1633.5920428186	3993.8456584888	706.914306014595	0	5105.57319599198	1883.40600332738	56.9385082214625	1029.36536493845	2408.29114205016	1415.09054635733	3488.66575914569	1223.7127490125	4079.21816511105	91.3108697624868	33.2659967338184	25.1173048277405	5388.44322417885	133.211119782032	4117.94958911929	1381.19532753696	453.25613177925	5711.09199664777	1023.75071466098	1902.03929090062	53.1495517442234	232.471906198587	240.362650204685	37.2330075097509	1669.44506050888	1527.7878771154	93.9875255430784	13343.2711432944	5479.80600125083	976.81071939534	681.030387109161	876.770764831045	1209.86550612563	22.1082849724569	7342.46708310676	908.009202432741	9369.94383619153	438.264070100222	64502.0539634907	1034.04206982396	4182.94782806338	3110.30574849539	2125.34426046132	1305.17405839074	554.704574669548	6126.45068233566	2021.00137413782	5405.86619805806	2142.22430210339	2120.89000077181	427.04304624435	11661.553225518	4350.04824438835	5130.07617461912	129.32051220205	5525.15961102875	1231.91286372925	245.843588020909	14960.7734592986	468.661157769896	312.916432102989	1650.71050075952	3429.64317217844	376.85290422129	83.1882661718183	187.721283049591	7179.8056767324	329.338658919216	2317.18537509429	223.452925967234	1531.67978987657	5.44261712556859	454.52666450573	59.8693973668596	0	2515.24897644892	4871.22005283119	417.367229433045	1256.16851243793	12507.8520787904	558.103911664288	514.502752887802	0	1993.99513010852	6729.72844938919	7881.51263238963	3731.60298494435	2617.08827364681	2385.07244023959	1007.27416936234	1133.17998620959	553.735503994511	90.5208494748229	723.477823209929	46.8076370390141	20.6289609119832	393.490300255039	2691.61305809899	3706.43808112002	193.290945443348	1510.16765875318	159.165172511272	5364.16021656896	162.223940700818	70.4424417790602	1877.81514370267	4436.24392156876	1638.49827510874	3980.90397821213	786.481547520605	101.435723022444	1953.90141456633	1050.01469113098	111.453756530361	1709389.58782227
091002MeKO_06_07_ID060	091002MeKO_06_07_cmb_ID060	U			1446.9	390.94  Win033_C03	61		FALSE	0	0		6022957.13440722	13186918.229535	7126103.53930396	6039420.96009973	8862028.74749232	6444817.82038389	7754109.58174945	5711125.21824867	6992351.31555274	6082435.42208544	5882318.48307103	5161953.0449594	8003918.90967571	8330466.10627208	5349041.12341282	6666147.67549053	11163060.8262598	8014930.01845457	8269713.12366184	6353866.71100727	8995563.96234235	7556872.24257019	6281346.42971602	12978152.3047809	7587277.33483228	7093398.4010484	7448487.89340085	7446684.24394037	7184984.76697253	6552563.76924495	7293594.43891193	8735926.54644085	9100631.02572589	8735315.00546722	9057091.47713402	6787703.60686618	7830917.45389129	11780113.9596851	8118849.14802889	8571125.27722415	4545282.76990379	6703906.63518351	6194228.13263161	5041633.63801727	5689248.27854081	5314150.24423004	6971526.27475459	8354458.76275242	4999148.66207995	4556204.5175354	8561786.47201698	11137473.1700931	9244443.55738667	7118573.81217224	9154010.21208708	9292361.53023103	7308454.45814128	9320282.38440312	5501430.00323351	9484603.33513581	8200922.7188435	8568524.39945255	8010135.99055014	9104750.51403079	7316826.70582075	7802396.9541019	9299996.98956566	7612486.19166942	8611004.43486518	10580958.6897559	9763663.84596489	6484145.53762239	12855749.2041634	9775929.84882607	6694666.23739009	10706357.0343799	9470814.10614238	7823675.61488515	8384357.54607373	6414788.40914059	8260517.20533582	16952498.5558267	7919929.85070506	8477292.7141973	7931244.5137994	12955254.8761384	10874671.1514303	7135844.2575564	7777476.21998398	14311696.2159396	8472532.02798061	8730909.814259	6723450.53945423	8137703.64129511	10533659.0079769	8349955.67700931	15184695.6405713	15303779.6189619	10547516.7659432	9259847.10431587	11662946.1652358	9345897.5407855	10487111.8056996	8542557.12591647	8724337.92671299	10582919.0151685	8412165.73041508	7769381.95406483	10164074.2962008	11945725.8357441	5928236.41592577	15812661.4455706	9014415.40173392	9223915.27674518	12153343.7995212	6983583.16687831	9475233.61284441	6792732.17454672	10199974.9412308	12145888.2748381
091002MeKO_06_07_ID061	091002MeKO_06_07_cmb_ID061	A2		Piperidin-2-one, 3-amino- (2TMS)	1452.6	392.4  Win034_C01	62	Piperidin-2-one, 3-amino- (2TMS)	TRUE	34294-79-6|32565-12-1	1109:34294-79-6		1458844490.7917	1989402147.56545	2653413648.6604	2085251772.2051	2189490114.53672	2351487708.02505	3047714593.9397	5385757264.76798	683118365.048435	432672618.214555	1156391042.5776	1516451566.30677	1685470138.86576	2426802627.3172	2685907629.00974	13332968471.1659	3561641562.55321	3944133269.65794	3895844057.29083	10282444929.4508	2368093858.96887	2170620339.43696	2855211518.93179	4521005941.38845	1160746725.30696	2230505785.30728	3425852371.86737	3562906426.69384	1805434737.28849	2003070018.35131	3178141604.19807	4008360019.80895	2328148296.6173	2721379389.19735	2260841143.83697	4885769459.84942	4132762707.27031	3711524543.87331	3172464928.32741	5275054649.09594	535861836.604256	904208610.587127	829220291.394794	593591332.175546	603445850.089288	798543466.30661	282199246.952361	947905248.714305	3641826137.17064	3484046613.68438	2120055033.37458	5333074152.427	2747157130.01563	2753755495.10519	4596722731.29672	2300915102.11374	3044338333.15457	3374189107.59385	4566040610.23567	4294671530.42163	2117229846.23385	2178201695.79178	4957717059.86076	4010533878.17457	1895699587.15104	1769899095.59154	6194457263.6713	4457041354.59846	4157326342.23447	3158353421.49699	2731257520.23761	2190462868.92756	3294355522.11586	7102721359.99128	10336670205.4095	12021980679.9549	5559519016.03811	3347684915.27017	2933413450.88223	7941873007.97752	1680066642.633	1462730705.76408	2558076475.29172	3706819066.34817	11179935778.194	901301079.615052	1354568075.52169	4665444243.33712	14980936313.3002	2443995430.94336	4195205191.65462	2534573704.6842	6510682979.37047	5436502230.38597	5040233596.44307	6194612523.30699	2304706891.17169	3282403710.77041	4105773778.4082	7898350297.72958	3339123729.18548	3191481354.82655	2622468335.94898	7575872054.99054	7685385632.11713	3643855356.04829	7725167461.58725	6209352628.17032	2845146203.46829	13032924272.8008	3271899100.50564	11678430195.194	3903088934.66718	5087461770.5176	4760409972.03609	9011994433.43886	4067705256.92198	2959577561.90697	5226572297.03734	11821083398.4326
091002MeKO_06_07_ID062	091002MeKO_06_07_cmb_ID062	M1		M000000_A148006-101_MST_1480.5_EITTMS_	1460.9	394.63  Win035_C01	63		TRUE	0	0		1529710075.57686	2186213261.90618	921565671.263192	1489408206.67554	1055753295.15916	1188491460.26212	1167758600.31068	875533641.429032	1562345542.94826	868129049.367461	839026036.264212	1348221380.12212	1440222625.01825	778306267.282789	1229776703.4621	258371523.03723	682093915.749211	601947010.056674	794529041.928157	528122204.708625	773357729.588547	553589364.838256	869508564.665421	2701.93406228135	546497396.871566	570089358.075773	503316859.362338	428024014.799854	486088453.207302	475424372.249257	474300508.639956	315796000.955365	743254110.556514	242207832.69169	384030632.201417	416563614.975042	594114653.427609	657401907.627965	388406384.2511	259747475.215229	122763164.042777	129770900.860375	103135770.739162	85993395.6812687	67324381.889716	80386329.0252591	69250209.0876715	50866624.7983411	223436149.225226	234197949.933813	160119833.579165	186995232.086092	202713631.717739	164080742.8054	247207962.43472	238364585.220269	298358078.625255	379634567.955082	298890590.487772	212290382.238223	114129833.443739	153296122.743924	144807074.865288	83859272.3887535	116663980.332195	121337286.537758	56544114.0246917	92176236.3153106	147462263.057427	92614983.3050538	77221193.1558093	132935017.41125	888233309.265224	1301455281.47113	1251853721.76467	1220012217.40065	1715975298.51001	988344920.718849	1327601724.19164	2310950687.43061	1288310666.18825	1019264182.99125	835504183.086758	954489026.486893	750856188.025618	705212895.902142	937900383.797798	761333578.469456	774870468.615692	667317638.868481	721236921.553398	535206507.677263	241505220.572983	497591494.721325	401154699.754385	370915987.001259	526512729.910619	266320510.01661	463556759.690312	409310805.615455	558160937.701118	418158047.338233	318459563.283727	214367214.025225	150317207.521013	309564473.999387	123832150.148249	225600978.566455	228814812.296505	22180354.0847641	161829643.394297	304287567.961917	81626513.4122664	90412998.1873275	64389999.7108321	96976222.6974521	82309912.1740155	151347507.899975	150840848.675469	76488074.7452374
091002MeKO_06_07_ID063	091002MeKO_06_07_cmb_ID063	M1		M000000_A148002-101_MST_1478.4_EIQTMS_	1466.6	396.12  Win035_C02	64		TRUE	0	0		15726180.942514	24945277.9546868	11302882.7121789	11452245.3922312	14213414.9937858	12047940.8017568	16799037.8666564	9874594.29895955	12285894.1145487	7528735.93762123	5912539.74315506	13157985.2749245	10847521.1268783	18250420.7434306	6404980.84420099	13282203.2506006	26603385.2645162	25204264.8482021	13473755.9929058	24656468.4594235	20644078.9933898	13071073.6760635	12512127.2453935	34101170.6269878	9800513.10797202	13042296.2215917	10793121.0481309	10869020.0330618	14023029.4787192	12772249.3491494	13593831.0535909	17090476.6591123	11062227.9747248	15057275.1881438	10005769.7191331	13928241.5771168	19095196.847939	22058477.7732662	13830734.0534244	12649415.2332894	6635686.99904909	8809504.49957507	6594140.73455585	3965363.10367671	5504461.25092877	6667753.10121777	5864226.69460316	6674116.66940214	10820258.6742638	11794458.7162973	14261054.5917607	15111585.1746439	17022210.9145279	9743554.96675932	12654057.7872752	9952736.71308884	18878358.2197167	13275514.0571348	14836327.8324861	14115960.2651812	15333855.5734638	13635310.8246278	14476228.0125999	11138660.2653791	13481520.3444088	11497512.9723602	18896537.9827969	13293174.1452673	23933078.3887735	13387077.8639481	13335747.9456736	13882421.0319828	25245398.4517457	24530627.4113695	24806702.44312	40921414.327722	29393372.8224708	10971318.1831526	16137961.2847326	20008680.0192575	11202283.1693058	18294136.7158843	8741289.98275846	14452006.3615934	7769573.54231725	26525217.130764	9026877.16525636	11093556.4765008	53254571.803169	22874930.4139461	17472998.1576015	7372599.16899959	6016509.37021337	13627399.0667519	12702485.091015	14625694.0174521	19182762.1684438	37050420.0478974	14235812.2184825	28037312.3787805	20848903.3807	37664564.1677923	20562056.3748057	12329367.5348202	23396858.779028	22601628.0164663	14853790.4727811	7685857.39726512	14807564.8231118	57585741.4661127	9374726.34926856	26827529.6256901	16491371.5784288	26691637.9593942	20983751.4401022	16624473.6704854	13940651.7426911	16184180.2650291	11784415.0503475	26531838.7446315
091002MeKO_06_07_ID064	091002MeKO_06_07_cmb_ID064	U			1472.3	397.55  Win036_C01	65		FALSE	0	0		3036712996.04902	6357162549.69415	1989297477.29787	3398785420.37157	2260815453.67762	2401338298.28115	3520609914.5589	2368848373.31538	9187310538.84422	7454018195.45646	5409129358.69955	9380957776.38109	7683202631.10172	4266648653.33728	6818260972.86395	1436952068.85711	2084737959.17341	1286511970.86076	1919007083.98412	1391820315.14328	2264476848.04197	1248875871.32808	2273639626.30804	1632381258.46025	2083391605.51542	1314633883.94662	1200491598.06853	1222372675.91378	1964058222.18469	2593638363.37947	1684098006.10049	1589334547.77792	3526318118.48297	1216358969.15186	1488450600.05735	1389172719.93577	2133291076.6007	3112757164.70972	1830194745.6359	1586756663.77096	1109212216.0494	1830340501.98693	1616318703.19011	1048904873.69191	1159856636.99793	1522125487.64396	1734887693.3309	984914644.090544	1453368164.3203	1315088747.11738	1375070670.35758	1295642085.77601	996290904.846246	1241504344.65354	1402250544.14099	1880361870.23432	2478960207.33838	2043155050.141	1416010883.74084	1656818455.05696	1950087051.37302	1531758161.11413	1194858166.55424	1316616844.82763	2081081146.84308	2592985680.89539	1403271442.96	1672259626.12317	1914250657.73228	1848680009.98154	2434761048.46052	1777054433.40618	1900651462.10703	906351042.033163	883894602.710999	600087438.686092	871344626.482309	928899137.211588	1036561314.78695	2576714236.34036	2925866816.38977	8004594922.36974	2119204893.41789	2521144903.31621	1423414059.10107	4222354892.13511	4296099945.80603	3549566557.4546	3002179016.77578	10166095023.258	3544665067.62155	1753698311.28881	1336156187.20889	3129738169.11205	2352198530.32001	1357830954.78303	1345217105.66537	899898713.039742	1537889045.72986	2270506250.59594	1829310333.0917	1941015389.98993	2094668235.42861	1128460004.22778	834689486.847905	1870900085.42067	1072375540.99432	1158494482.32901	968497247.497334	1026497402.49498	639996407.906576	1913954986.23906	1071185014.97176	643868548.008386	984313347.951611	1041940399.36266	1526246479.5958	2057642695.44546	1295417561.46288	1064513815.15064
091002MeKO_06_07_ID065	091002MeKO_06_07_cmb_ID065	I		Malic acid, DL- (3TMS)	1472.3	397.58  Win036_C02	66	Malic acid, DL- (3TMS)	TRUE	636-61-3|617-48-1|38166-11-9|97-67-6|6915-15-7	l-malic acid		12765378252.4502	21484031899.837	8081328974.55461	12247549131.2746	7847114791.87601	10678545202.8603	12291918777.8977	8607066816.94338	39044825017.9286	44053327996.0514	29686219215.5773	39512700950.5933	31445362752.9905	14361981913.0582	35977074290.2599	6951665397.97157	8119137672.50161	4592761748.52821	7544949772.10386	5054283380.90386	8310066187.07687	4682034821.14564	9743464373.65073	5841927885.3063	9945122174.10196	5340094949.52947	4628654381.77166	4111091769.10648	7066871200.80525	9438115418.16148	6912328551.00274	6840207227.63484	10420012196.667	4569045313.78135	5081702150.57397	5022758043.32211	7193714753.50395	13850856526.5365	6804812162.39515	6932637982.76818	4600147915.59997	6407307088.86193	6432408571.88565	4949774411.81751	4560898776.949	5415423958.95247	8053277478.07808	3890179831.9432	5439845671.74952	6309735704.06299	5474595413.03863	4837156287.7365	3897105803.46654	4713119660.36023	4466561340.05398	7695741968.33521	11187793539.3751	7272174098.62285	5468805266.29965	6121657877.40828	8704432010.64875	7282992082.6547	5530804807.27862	5384505311.13863	8193965488.2849	10878319059.0144	5179002783.21132	6493812241.15999	6352261637.4378	6850507201.27559	8710165361.43067	6853799263.49729	7299509921.54023	4000708296.88136	3224522035.97949	4361877480.88014	3386333597.30278	3542560357.94973	4151859466.55285	11409362862.5895	12722589792.8588	17898976373.1919	7600075197.73446	8928363409.13227	5178979300.26129	13901117162.0381	18902578996.0712	13014001478.7535	10720802251.3416	17741893737.9881	11638676810.8843	7092962319.49532	4468135593.09746	11053820411.8545	9463345580.57767	5083478804.6165	6346735262.31804	3371951017.26203	5286061068.05348	8227568849.70099	5690258154.04532	6433833332.61378	7441248158.77975	3868118647.61595	3127365720.24534	6633489922.645	3793317078.57928	4121383510.84162	3917347621.85436	2995411122.6447	3382307078.14437	5513368804.59512	4765267976.93149	2607162925.23771	4004415439.63954	3870599778.74049	6000219549.89347	8729974124.83239	5201861819.11078	3447639973.68461
091002MeKO_06_07_ID066	091002MeKO_06_07_cmb_ID066	U			1474.5	398.15  Win036_C03	67		FALSE	0	0		126058282.815237	872754193.716037	84046208.5021761	226125157.828232	88481472.7164423	247299190.616008	435199372.045717	174271528.598467	851114818.059965	755151449.115997	742976849.77071	1129895929.84182	798338026.196499	328955711.184033	844501054.554927	163128002.125755	608234571.218379	393806601.467582	582427334.081532	289877157.202219	412474913.035079	131954568.678185	0	475643828.049715	395358993.129701	263948567.289716	288552508.085219	297405734.721835	504928585.146809	711216707.226207	473441763.328527	583982918.264027	692139773.881595	288361910.340781	480785568.690309	397773704.45742	763604392.016056	647212933.170288	546338458.87753	726615543.144728	561400781.122316	695051462.661045	697500961.164726	419491275.879947	503719458.140841	452168923.197668	1269256482.89295	596210980.526047	401618769.024833	532143375.15074	580266925.182662	448941347.067294	460441589.534736	381066251.79804	311809502.467311	603476031.910878	801308677.256232	617759846.321195	529336254.911718	272991919.271101	1002820666.69973	812574366.301316	705451056.209744	717917601.464388	1090503601.06325	908011586.358859	605412999.073342	693291868.886237	612526891.000115	625900478.732699	786053375.714211	869723251.061566	217074616.27077	32427671.279857	62253869.0856435	140915484.060744	76595221.0631089	58826270.2424784	152485532.133341	195476533.318177	238764124.77348	681500109.198418	347063699.28118	387577547.801018	120197973.212492	635823308.907725	343895006.865058	850426521.091001	311473468.078425	1419451461.22723	145375134.384369	127484641.117895	299187784.585531	316821520.495774	271777872.893459	158043453.485811	290294750.169835	251184890.387164	307512377.60824	165388910.815743	409934966.865015	314715392.26875	544979343.82114	366661008.241003	404777166.502199	454192699.410609	254781022.351671	297658002.258997	317933391.270741	440764591.870699	302836624.890986	565405585.142577	767479460.175447	460506833.930209	813538257.425125	838466684.913261	709171645.477403	941018242.381894	448533323.211088	274173030.594202
091002MeKO_06_07_ID067	091002MeKO_06_07_cmb_ID067	A2		Erythritol (4TMS)	1487	401.5  Win037_C01	68	Erythritol (4TMS)	TRUE	32381-52-5|149-32-6|6968-16-7|25258-02-0|188346-77-2|10030-58-7|2418-52-2|7493-90-5|18547-29-0	meso-erythritol		190405727.417779	332536000.339542	188216022.893601	212057760.48698	247366945.721398	241363563.168046	235411261.020913	248958873.45906	183556691.24396	237474698.024104	148210223.815438	177016400.136385	177000815.105627	152421905.407951	159209951.724316	37828791.3005254	332624763.351037	259985996.85375	238043586.120714	264811604.697602	231626815.054688	230214065.842495	262270381.337983	259905010.59058	188507604.445124	224142363.827856	231091337.723094	270534404.742266	252904057.895965	253792813.781629	206836160.719137	283681345.941247	326196353.519105	252980420.601459	280161762.067646	224340876.096304	279270419.30832	313937046.883034	342031633.206347	262758763.787237	148478427.883732	192330397.390539	169976446.063661	165267350.550136	134027114.71488	183412652.996935	202803702.588978	157237070.258772	202867341.196395	179195550.530018	249841402.346085	252583986.137647	219644495.807695	179836582.581653	344574208.466375	313452040.567251	266196117.561625	266593824.729117	231269077.880337	272260711.025412	222823850.696816	248229702.878846	235116529.0835	247272114.044477	267533298.780838	261769460.078229	280266390.853496	246202146.005899	289076476.660758	291682409.767803	284056576.621668	243442221.669038	283165565.588377	169740057.391248	162544118.963115	126852489.029054	152118577.912654	169474212.257138	182640852.767338	144135424.16143	279156904.247604	510794008.80799	268287229.054732	341573340.886937	163454280.423049	391472132.637353	345266863.331315	234899891.626804	212487596.726695	471010265.967403	280393862.449313	314705382.01373	260678027.491926	268332333.58029	305084806.878409	240289601.352785	332170814.824959	289827037.724661	315647765.038469	385245480.043169	376947746.756633	375296074.358986	330177409.601211	362112236.410155	325823936.905437	344499723.914919	259473629.95055	293040906.77776	287344566.445831	159414670.604202	251900397.331588	331980708.960337	257023081.930381	273188297.108521	316766865.419432	253906471.565687	295587859.471839	327827222.076219	340134467.157735	225393642.61364
091002MeKO_06_07_ID068	091002MeKO_06_07_cmb_ID068	U			1493.5	403.23  Win037_C02	69		FALSE	0	0		145971699.100976	167925975.114549	113561972.869851	154606312.089863	128798577.266264	133752722.743417	113047250.190139	128506527.683553	125130800.095551	137182619.264272	118903571.057129	160527577.134251	131266725.701776	110346025.936071	134768565.897366	68175643.6774469	138213018.986445	137413080.715239	131428396.447639	113029723.147234	152286076.79039	103168154.566831	161459304.30442	89796564.5247476	124374495.359969	139815737.796024	157486513.259162	131834304.234894	116884923.81799	179605885.057303	152060324.724774	111078244.417269	148797956.502725	125383040.467357	153598895.695565	140611354.903374	135469669.939031	216311055.962216	160406545.526232	132760652.540338	78067587.3552673	69334827.6681985	78657584.3856152	74317124.1938585	68512508.3735496	69292894.4297611	50092435.8419879	69220818.4654192	152123053.925445	178709200.03806	100282909.925671	91213472.7314506	92172047.1173231	137850383.819049	144008655.972346	123405952.070944	124515736.240331	167415899.843461	111356733.335208	132301914.013987	137019270.974758	159912655.562013	152768840.579194	162589277.978596	103378903.5198	182982706.479853	95598213.0550283	147208102.512906	151648830.755727	137665255.763024	152245620.292864	140489008.603719	159661066.443783	114361699.186991	87860201.2697589	92940480.0379543	76057965.1546423	105788203.676743	122039888.380284	91583890.0228335	192075315.46489	163262950.645256	161703617.533701	124950611.51063	107360264.713764	141769279.734922	174343821.012446	78141870.0028227	74598581.959391	152142817.850368	195307279.098312	143022359.890731	111428433.941014	129092015.143776	144050147.951694	148638128.972283	149188976.88823	122818064.882003	150037463.405703	126974344.526257	179743958.088686	154236333.137986	157618872.339959	156921251.082925	109328350.785262	164463972.107717	89544553.7356253	146832777.930509	111286880.275535	38908164.8443491	129433285.869432	182748683.038576	116516795.024851	121780639.737677	196009991.473518	165209129.963764	185701830.614016	170189583.115674	177443532.289724	175174324.973979
091002MeKO_06_07_ID069	091002MeKO_06_07_cmb_ID069	M1		M000000_A151002-101_MST_1509.5_EITTMS_	1499.9	404.85  Win038_C01	70		TRUE	0	0		4481110695.95121	8461249094.59472	6798951673.32101	3720099411.06956	3248195585.36113	7236860175.14108	5314618509.94366	4437479166.46264	7942588021.74814	7942832551.41013	7364898671.26591	5414665425.56327	5941915713.43161	7088518890.25685	7686613467.02967	16270631701.5487	11669129616.4902	9384019558.4505	8680573038.59556	9431266988.72051	7310453339.42271	4872772710.26962	8535641585.15903	6751331739.26094	9543946877.05689	6681082729.1669	7110272914.21136	6383078725.85186	5603711713.365	6395706525.2271	7552393205.73988	8734257622.56323	5194781791.03722	5361568388.80019	5266210504.40559	7508835262.44566	7837329172.71757	11007538417.6197	6336103075.49559	10955499735.1314	2919874407.33307	2699339602.56077	2932809957.74127	3240231993.67809	2875676299.82341	2328686603.28868	4842345397.80235	3126914775.07353	6163057088.29182	7939277913.52094	4761221284.82794	7052135575.50872	7507597486.44779	5220662241.90767	4832292815.85381	7996749004.23154	8337826253.81413	5871703774.37147	7766364684.83382	6838296863.91814	6047287655.72109	5477594282.57861	6293918333.36133	6822902697.8842	5979236943.19933	6268578168.82425	4602143076.27453	6123410274.45473	6116310637.28398	4414938058.50533	4748260991.17349	6909229474.38122	8909884702.52245	7003722732.78183	6786056610.08346	12556728268.9566	11344947153.9302	4391181293.09268	5805920722.51612	22730477705.3284	4573383208.88817	5524300401.7421	5947821449.29748	5998105808.79105	5708576544.59057	3238261572.21522	6773059762.24658	7360130521.82449	24002693894.2548	13945571809.5986	11369612066.8218	12900370938.9548	10369239515.4147	9876970466.40659	15311193572.0195	12016915550.0814	7179213173.54201	9297513101.61831	7756307176.52254	7621449343.80737	7250504697.63921	4267397907.98727	7126546941.61897	5636962059.67784	9415770126.71567	7412368389.76058	8208766349.80655	6171192924.60483	5573410895.87398	10944963047.0206	7789622746.04569	10611507777.5947	6905384486.27191	8466772763.04153	9225413125.29301	9488540220.48544	5266836821.47875	8285175691.0828	5913905133.19553	6887251523.8647
