Numbering for matrix	Numbering for unique peaks	IIS_I_A_or_U	I_A_M_or_P	final annotation	RI	Win	fData::lineno	fData::query	fData::known	fData::cas	fData::preferred	fData::action	MeKO_06_01_1	MeKO_06_02_1	MeKO_06_03_1	MeKO_06_04_1	MeKO_06_05_1	MeKO_06_06_1	MeKO_06_07_1	MeKO_06_08_1	MeKO_06_09_1	MeKO_06_10_1	MeKO_06_11_1	MeKO_06_12_1	MeKO_06_13_1	MeKO_06_14_1	MeKO_06_15_1	MeKO_06_16_1	MeKO_06_17_1	MeKO_06_18_1	MeKO_06_19_1	MeKO_06_20_1	MeKO_06_21_1	MeKO_06_22_1	MeKO_06_23_1	MeKO_06_24_1	MeKO_06_25_1	MeKO_06_26_1	MeKO_06_27_1	MeKO_06_28_1	MeKO_06_29_1	MeKO_06_30_1	MeKO_06_31_1	MeKO_06_32_1	MeKO_06_33_1	MeKO_06_34_1	MeKO_06_35_1	MeKO_06_36_1	MeKO_06_37_1	MeKO_06_38_1	MeKO_06_39_1	MeKO_06_40_1	MeKO_06_41_1	MeKO_06_42_1	MeKO_06_43_1	MeKO_06_44_1	MeKO_06_45_1	MeKO_06_46_1	MeKO_06_47_1	MeKO_06_48_1	MeKO_06_49_1	MeKO_06_50_1	MeKO_06_51_1	MeKO_06_52_1	MeKO_06_53_1	MeKO_06_54_1	MeKO_06_55_1	MeKO_06_56_1	MeKO_06_57_1	MeKO_06_58_1	MeKO_06_59_1	MeKO_06_60_1	MeKO_06_61_1	MeKO_06_62_1	MeKO_06_63_1	MeKO_06_64_1	MeKO_06_65_1	MeKO_06_66_1	MeKO_06_67_1	MeKO_06_68_1	MeKO_06_69_1	MeKO_06_70_1	MeKO_06_71_1	MeKO_06_72_1	MeKO_07_01_1	MeKO_07_02_1	MeKO_07_03_1	MeKO_07_04_1	MeKO_07_05_1	MeKO_07_06_1	MeKO_07_07_1	MeKO_07_08_1	MeKO_07_09_1	MeKO_07_10_1	MeKO_07_11_1	MeKO_07_12_1	MeKO_07_13_1	MeKO_07_14_1	MeKO_07_15_1	MeKO_07_16_1	MeKO_07_17_1	MeKO_07_18_1	MeKO_07_19_1	MeKO_07_20_1	MeKO_07_21_1	MeKO_07_22_1	MeKO_07_23_1	MeKO_07_24_1	MeKO_07_25_1	MeKO_07_26_1	MeKO_07_27_1	MeKO_07_28_1	MeKO_07_29_1	MeKO_07_30_1	MeKO_07_31_1	MeKO_07_32_1	MeKO_07_33_1	MeKO_07_34_1	MeKO_07_35_1	MeKO_07_36_1	MeKO_07_37_1	MeKO_07_38_1	MeKO_07_39_1	MeKO_07_40_1	MeKO_07_41_1	MeKO_07_42_1	MeKO_07_43_1	MeKO_07_44_1	MeKO_07_45_1	MeKO_07_46_1	MeKO_07_47_1	MeKO_07_48_1
091002MeKO_06_07_ID138	091002MeKO_06_07_cmb_ID134	U			1984.4	512.19  Win074_C03	135		FALSE	0	0		171424.052041969	539838.799786044	127866.465269942	700946.691453899	202.635793064729	24298.7425380746	4770.18575808101	24730.4609023543	125157.581805412	124494.552818589	411628.921911299	2550.68927093744	69012.0800482965	7703.55741140237	30957.3962258569	148111.104947463	1193947.76852884	368687.851907974	209585.474683862	77971.4123848572	267044.59332288	226970.301350771	701417.336501463	665792.335919226	81473.754602531	1488.62461629836	200148.305723774	794.576991856768	42711.0152071606	80363.5115722788	10879.4864626065	253.207785017418	139695.667203934	102008.364270626	244071.501471144	90269.4214625847	47399.9643322575	58108.1633704135	23928.2839345455	771175.468609878	2982.33973620738	178634.088584069	7556.9441777931	26484.6106603804	231572.084089209	126096.565244331	16677.9753760276	396.707883410047	9460.01709258169	111080.640011687	1028.75243378941	382.127541966683	31752.4727788926	149.042156860549	11531.3079730256	1.41506058075717	569.887184428391	14277.0480646289	13098.0072824461	63936.5497168771	1008.34326422999	203976.465584734	61433.524986735	412.009415246279	162732.093076425	14715.3391331328	52766.1086871846	755.335163090451	56614.9692019919	345.28472573122	51176.1423148852	31539.3492242355	136463.735083542	835.350916174707	24.0365902257256	3.74889013274408	110315.045973426	61247.2244169464	357.092738048272	208732.67464322	4889.29770359646	457530.804909964	47301.8431153024	115156.0348011	58895.8149774214	3187.88728155947	103883.316528152	76.6787671833412	409046.291392855	50846.7873740498	25556.0444466549	67914.0279598654	79046.1968603929	150010.83641237	30239.5350801979	938748.53565656	1730.88502334114	3342.36854845413	4325.59511853044	80795.3528944636	17025.502813675	921.485358109343	55.1329786164362	3049.15295051977	13914.7470669093	173995.67123497	137662.481918222	1278.83548600001	2196.1471646766	89501.2170001709	24912.9849492232	67308.3219006612	163708.265793699	13780.9609011505	19093.5858734798	80094.8208776288	37282.9662204444	45950.8738800811	2149.75005160563	34092.8644874527
091002MeKO_06_07_ID139	091002MeKO_06_07_cmb_ID135	U			1991.5	513.55  Win075_C01	136		FALSE	0	0		127723677.180745	197641280.369591	177434837.30348	90171049.9970271	112574062.233355	135731665.433648	160238425.288582	93608495.5657115	116085750.037524	165556425.776438	77418254.4209612	59579843.6731521	94901474.557678	115984712.417375	74116504.1726989	501813130.121975	348540178.223203	264965078.488588	195458968.436085	262184621.026228	199916193.668244	189844644.724989	185027157.607291	271125109.15236	191660095.977207	106590912.976359	275197005.866742	186255244.867787	152890635.01018	227920738.480134	194915293.970684	212510964.07694	152666623.07151	165121064.24315	201865201.301256	205390813.467041	202430551.036223	298889695.639243	136793470.74383	199540613.598591	89166294.9278362	80102616.3563223	94531054.5580595	64248577.0449862	62361572.0101378	70491047.5615464	108697942.53539	55989781.2682759	157330040.463017	170298010.562277	78892319.3109557	146895170.346395	136642968.54154	116391834.431247	103089561.779379	126644638.280698	137107387.549518	108804767.657656	157943787.554057	166335658.396603	151387080.656772	146805099.522896	122331908.425894	250283635.476919	257863352.94287	119917175.211538	163011935.749966	110843238.804524	200187641.844612	124174635.217206	92853437.4959965	106672810.832585	232609234.012613	73840801.4127077	131046062.366311	163427417.858515	116669259.754605	57720162.6464839	64258063.6999765	203080443.215738	78001854.3182197	114574699.983564	79529675.0854974	63307687.5033995	126148495.225725	54455188.6263644	84545053.8305511	266980959.828087	393352245.587885	249732315.958952	238363502.741473	164436540.505136	225257689.709944	128619818.020469	206242061.565645	338820506.471463	93479359.089751	209263129.37565	109239587.809852	51829141.606141	122075444.346899	51286791.3565806	106853626.210924	105629684.058458	150665509.679167	134247575.69141	120271530.058063	83490480.0653177	81441067.3273962	504156402.451762	128292360.93616	101161768.083201	100025741.080851	179269035.076172	217111835.87802	100219529.237608	72725211.0760783	160281916.381396	111977423.252347	205444016.272839
091002MeKO_06_07_ID140	091002MeKO_06_07_cmb_ID136	U			1997.1	514.65  Win075_C02	137		FALSE	0	0		2694952.59939574	14287686.3794804	9872591.91821554	11141425.129684	10062778.4498762	6957525.38847704	3553518.52009324	6922159.0987777	20561152.1274297	16638052.1494134	16144290.7065432	16816202.5315617	17868739.0022496	21323935.9676227	37760906.899677	36371676.6008678	10051472.6690359	15266834.9459923	31431452.3942662	1990946.34285117	12867451.5422761	10671430.8043383	13862699.7077883	16315801.9138818	8352836.53953319	13777085.2046054	9495426.08493168	18719508.1303855	11733576.4076264	16407140.9883072	19229452.5592713	12975790.7925658	11010895.4715916	10772621.5131871	40285912.0873517	8813177.98226628	23288186.1446381	24040680.1819245	10043855.0370221	22362472.9150411	7389734.03783323	5918683.81793717	2521618.88612717	3198747.46110499	4581680.64039269	1893236.20852909	3027461.22501114	6283404.60821482	27699491.9159833	19686727.2931571	18004137.1706993	12429074.6698771	12196555.8333795	20247371.7575714	12402162.3643158	12117077.8685649	21437693.9574552	38674644.3698663	22089829.9742103	17446743.838573	16480186.7425182	34663238.4211024	43517658.0455844	13781202.9968155	10311559.535458	21817297.6034599	19142133.6687983	12190515.8024538	23064061.5352766	13389304.2378379	18773840.6403414	13212662.1249359	28810690.5478434	47171914.3189612	9810316.50997103	38247450.0234075	39628010.8433333	30527126.6225422	30086106.1637966	14788504.9099811	10319307.8080811	32772061.1371981	33703242.0486145	9261774.28438371	23776646.5335697	8409444.42248697	14673292.1437464	25459797.6308944	36576424.8211837	47556985.4216003	10180730.7802338	9930186.46890764	35810880.6084184	11900773.5936669	15752288.9351741	17632081.5198857	14074845.1178232	28358897.1359796	23898526.7403369	17815401.5874422	19814203.3041055	19969326.7030246	14239855.4628702	16931537.3959156	10945087.8348605	30242275.0695335	19157245.4879891	18591460.7975224	18567961.0082665	30885695.287075	10850145.1741484	40834082.1215512	12858927.1186446	18969115.7615474	33603280.9427112	16158958.5095238	21729214.4555971	18696781.8118786	14958665.1600028	32418990.3257635
091002MeKO_06_07_ID141	091002MeKO_06_07_cmb_ID137	U			2017.6	518.63  Win076_C01	138		FALSE	0	0		12138489.5404804	48802497.9997585	78267177.2517567	18542031.9267641	92778236.0249273	38353700.5985782	16899217.6469604	27661042.6559969	30821021.9199056	56174671.1001166	72973419.11476	117415037.848437	42031306.1834556	46960152.2367914	19927153.553081	35071938.751577	82043527.1882047	21220539.5839694	28317011.768645	10897970.8871675	23279724.719038	56631339.764138	92643494.8200738	30741686.488595	64508147.9084665	31144211.187964	20888156.4043132	44725720.7937598	34422529.7949445	4914556.23798991	77725064.9984688	48498195.9425438	21646065.2723178	37579167.0124327	43569587.9126479	24731815.2807594	37706737.0906354	75281251.0396582	31663310.749849	14514657.0334294	29010698.7708484	21507513.6369176	40865397.2456763	85068760.5895456	25369251.6156911	41775781.0833497	61731800.0405816	31534055.4889208	34868146.767711	24695692.8423161	44069862.439041	63421348.1108961	37732476.2408408	20310537.5049543	102603775.43998	89793266.5205712	93675221.5706619	19990203.6940702	25876190.7670222	28632615.8524496	34378019.4938819	46948160.1119563	17740106.1612062	59807066.5006603	49764073.4285238	29741129.9045734	177742043.63047	31258473.3332367	28925678.5192593	48238323.0536912	55505905.4302263	29087018.8415707	35690753.6657141	34530396.0542778	436356233.524914	49835559.936789	25944661.723838	28772533.7095937	25477845.6294467	61648880.2225376	15322510.2888337	58284251.8135375	28869645.0107983	25715580.7078795	26499433.5015009	34429429.815797	82223334.5335816	35802118.221521	36933493.2207953	36166243.5260424	71674708.8600618	48389128.0999333	45172743.9298326	16507837.9640475	81419413.8872644	37902812.7534926	24377549.6087057	27457395.0342638	27401671.0110743	1191332751.21799	34294924.5143616	1578366444.48216	37444941.6184468	19864758.7022249	46574130.2952897	31227304.3994095	22060583.2479099	28670369.3444044	35292695.602183	28995343.7496775	96694686.5065441	43450874.6500519	13089720.9661876	29138064.3042478	41664931.8418803	31228813.4568542	9246557.00478524	98739194.7631174	43253002.405329	52750883.1198002
091002MeKO_06_07_ID142	091002MeKO_06_07_cmb_ID138	U			2027.1	520.42  Win076_C02	139		FALSE	0	0		34.0357675203194	554.343329727207	587.344197825297	73.3870581806026	172.869322740448	547.863550921898	434.753390543178	84.8057290311141	6528.90036632226	532.884904073915	25.7052107713724	106.467485221394	5991.65767512625	3301.69331325132	30.8723797070967	81.1341066687201	321.751800226069	899.572416605625	4869.84722274352	5925.80982935056	951.434169641388	3001.24448930119	1989.8670758218	401.575860354726	157.668049737545	339.264241573413	3628.16584648737	140.660449228113	1255.89555804499	1809.77679444861	225.300636796345	178.178871273198	1047.47935487195	1001.46195607712	1490.71962305185	31.4703229252251	785.114146434553	156.006670619001	12204.4568219189	28.8078523914247	1208.66085121041	11.6808021299996	123.84886729643	198.926519678062	462.101277792789	260.317888071928	346.894689437835	310.833699726693	2376.98543763639	3924.38670429711	3934.24088366531	3160.46596831099	52.6745871206798	1058.75746943215	77.331851387998	2405.80630322951	397.231260142654	204.520738247065	1827.03985616661	39.2216259873438	1102.01193021048	3225.36322501337	2022.36407783139	342.630941230384	173.013694457112	432.897931885519	517.671491287539	760.75729577551	2171.90796025066	1633.49422523371	67.2264384110942	394.712694016346	1237.56822631302	2413.60524744421	3979.89777605038	3871.27336985412	594.412136690966	125.884215996424	80.2760539566935	3115.68945790571	126.563755442037	794.717386139015	933.050552085968	189.617992950312	1080.87999600535	471.794386921195	181.723753296969	6915.23767207212	1001.7013941231	2441.86384638116	134.741278043241	153.182120239896	1124.40786619973	6331.64450522325	5740.23162560208	1324.55490310406	6455.86495443234	3185.67989911	112.340830258956	12.821550551937	4185.79324140664	9.61528215747803	100.984026217131	15.7613756791298	81.613325722015	28.0131541852263	223.117066713059	218.568870708869	833.537406552463	919.532739795474	98.0754511988171	3059.04258274523	1046.58433164266	794.734069499771	803.696319610133	96.757567840626	3405.95928247983	25.5590025786558	1596.24938464549	97.5129099265252
091002MeKO_06_07_ID145	091002MeKO_06_07_cmb_ID140	M1		M000000_A206002-101_MST_2066.3_EITTMS_	2050.4	524.81  Win077_C03	141		TRUE	0	0		14332485712.9792	21554100938.6435	7023886581.134	13954901837.3959	15337584835.1456	8205820896.45114	10922628830.8443	13490856488.4123	24853171204.3311	12204574103.6266	13438222868	17325848370.4429	21104593791.277	16432598859.8982	21577385078.2041	8900210401.65599	19058843316.1881	17999510941.1829	17917504893.8507	15669318249.0511	13509922454.7182	15102690216.8878	9818087782.73027	15403351225.5382	6059545082.20804	11963889117.717	14588420270.1004	17922083162.0033	20204412819.101	17904596338.8196	10728737826.9491	9881876989.2648	15797614632.528	11895041572.7051	16474831402.999	11884771297.8873	22113125653.3136	16157280319.5943	19817115772.4422	10151029906.2052	5221376642.93704	5998699099.2396	4796080640.20356	2511516555.81798	4527327931.4982	5202053724.27509	2237480746.86985	4135953461.71171	16246915050.7447	14334395328.567	8059330267.03975	9422665246.35009	9386771375.84324	11823334889.9526	15559286090.7977	6845295968.96317	7051421649.03451	16184895419.1659	13729656785.5185	13710872746.322	10756036497.7846	15366008875.072	13382094731.7081	10380910486.8239	13791869506.9496	12481941634.3376	15174216222.97	8975661763.6771	17084713056.4845	18242690773.3617	17313523107.0775	8509698244.95713	21923593145.7575	24334911124.7909	22008039011.7434	21799130699.0054	17914851085.1795	24514501829.6517	25146305046.7259	10174153344.6095	10972473752.6026	16773959854.6802	13676087218.0307	10085872657.0451	12034327027.5707	14922843573.466	8846392718.43715	9333293840.4589	14613888021.7313	17512394650.149	7571768144.39614	5567837706.6316	10493013469.2974	8907137641.02535	7193624212.23015	9539445226.41283	14330814335.2399	15593880421.1848	15534603187.1646	12611623734.5644	16422933453.4814	10621767420.118	13404163006.7792	18212723010.4176	13425365493.2782	9952548274.27393	10339227087.8067	12778599994.9056	9166911612.91524	12880399920.5881	6365397247.4511	15016599066.51	9521504276.38009	16062091932.6209	10408892847.4035	10065756420.2136	11447462999.9709	7118617681.56642	9720062907.95723	19927872630.4374
091002MeKO_06_07_ID146	091002MeKO_06_07_cmb_ID141	U			2061.5	526.86  Win078_C01	142		FALSE	0	0		25956727.6505938	46240443.9340688	58915315.2755258	19431926.7019883	56386159.8058065	47820652.4043668	39549854.2106929	38542593.6454228	55301934.5044759	60204146.2909994	65179588.8853423	159585572.292639	46958209.4699675	54853318.1286606	44843381.2118737	43515654.5176161	61407430.8722828	64682053.982831	45338093.2906326	55588262.0332225	40140815.8503789	40652703.77583	84379045.4546942	53334376.6681094	75842398.398646	41984438.7281608	33535568.4284176	36495457.9825092	41357467.2067823	26746336.194287	79890355.4731516	37369108.3070668	46763995.7264935	33075247.3846656	34300564.8968619	64499097.8174012	37021794.109609	43001546.2226986	42445784.3044592	35945002.8974725	27141661.4355331	32008452.8406706	19744221.24542	38127171.9615296	35180881.2576801	25633497.2036168	42682130.9697658	31422256.4558329	35598168.9208282	27282260.0935701	27471506.2879254	51840230.6460315	39877457.32415	32817183.9792303	73726599.9154181	66120400.7467629	162543393.618888	53534959.080479	53035240.2727576	35157061.4168689	32321514.1806486	45388271.2343867	29931428.733058	61405800.1528592	44045637.5905926	19590125.9699763	92954350.8857651	25545047.487622	35178574.6513825	18746126.72813	24985320.03358	31845359.7848162	54894821.2396523	37696969.78888	148810959.68552	54991307.0914235	49471632.6415413	10765559.5682009	39463527.7483635	65957144.9668726	27203276.0054101	54393814.6952647	44785567.3788533	40103694.3535891	51752092.2222486	45913513.1912155	64782888.2026105	40682223.6770666	41933088.4953604	78794393.0934414	111961633.589468	67423604.486069	48514953.3606833	35151199.5185937	72774282.4723376	61851137.6849183	43972687.0632185	48800606.1439098	50708088.4957813	352351678.084734	42012022.21866	167478474.946298	47791301.4787611	34394394.6224974	35800023.1299518	35498591.8033664	38734143.4950452	35246493.1124074	34258085.26591	47181927.4973469	52388858.2378393	70859344.1755637	38687336.5535959	36104967.1503342	49439835.4362055	42658179.7325874	39667998.2030461	59096579.0201114	37252992.8107695	74331863.5004617
091002MeKO_06_07_ID147	091002MeKO_06_07_cmb_ID142	I		Inositol, myo- (6TMS)	2080.6	530.48  Win079_C01	143	Inositol, myo- (6TMS)	TRUE	2582-79-8|6917-35-7|87-89-8	myo-inositol		134108801605.632	150473757391.214	98124907723.4618	127310391576.108	131050225293.904	118186869009.556	132308425810.939	103542742493.705	243077885865.466	254990427070.005	254941100849.79	304369874450.249	276898881689.391	202093125667.258	228491228908.93	69767955705.7939	154865333071.508	105415699421.786	117936422096.916	96605543874.781	125491994848.456	129674900409.319	113526443540.105	119667707567.161	80617137499.1301	115578939294.28	100183964229.837	89126985324.8887	182014996603.609	117511884296.881	127527325214.924	107187541467.159	147615937856.703	117966579882.857	116505342898.275	79069134042.8648	131472603149.045	107263715368.088	121545763616.878	77792573104.7874	57869562897.1166	57752079713.8642	54113722834.897	42576557287.1614	46717828313.8649	52331903563.9578	55225729071.5803	52734800643.9767	126548217413.586	90991964829.888	86798801885.6633	59639084788.4962	94364805056.8658	89084450324.3867	88282742492.3472	76120277190.7949	112004882463.748	111600762518.29	90418401838.9806	83803007979.0712	127219720017.251	162130699900.819	117042982107.635	83138825752.5244	127358701510.046	116170624295.99	95359430976.9547	76959345514.5388	132537461740.568	140545144987.528	112524545248.963	108431964036.744	133234872582.157	144789702964.286	154326305181.594	108141334409.173	180292360319.857	155214984114.182	184058452482.656	34761818985.4456	110548695269.158	144885795107.2	108508825811.26	109431678448.241	62518972732.0438	172654884332.629	109302529869.555	164153934485.634	116517629357.348	244873375481.889	94325215482.7186	97720862999.1469	52505978283.2842	109922795337.562	115920884597.633	58474571542.1986	107652487764.908	107961009471.882	73138176561.749	56397086733.8446	107694537248.42	112128915384.368	110515175173.264	72488788946.4497	49523609178.8555	78819059363.7393	35054133463.2645	55132439430.6578	82491058598.4778	72550329767.3053	64956896787.4654	58341229568.4174	83037100074.6273	85671089437.2574	56227769633.248	36223318540.1014	93711308507.5778	103559565524.2	97228641631.4341	51181766148.3941
091002MeKO_06_07_ID148	091002MeKO_06_07_cmb_ID143	M1		M000000_A211001-101_MST_2105.7_EITTMS_	2092.7	532.77  Win080_C01	144		TRUE	0	0		1553817836.79537	3278900582.73751	1763048984.83207	1897379903.84694	1920190472.50836	1901692346.18147	2136588147.05918	2432448069.57588	1780686260.3199	1655138441.96093	1986962837.52238	2242326697.09729	2255348580.9734	1855562031.51708	2486497699.26516	1634534580.98151	2603443138.74507	2169855861.29703	2322348150.81997	2191089594.34248	1976375149.05343	2752021892.06296	2490660402.03528	3518248158.71903	1550079675.32733	2216301147.63903	2267712851.98962	2263296682.14314	2254253158.1655	2215914215.81863	2442285829.34737	2816973851.77931	2181088094.05361	2161659268.53473	2269597507.72314	2182881832.5123	2253558275.76906	3008541556.95762	2530412108.98916	2335199259.37083	1053448953.27973	1190087977.00556	1216594444.94463	1166352182.55433	1031920181.54915	1023489687.88782	1011812223.61506	1169241628.18298	2639330294.33084	2295086119.63699	2375380771.07569	2351142941.48708	2181275059.34929	1965705711.29596	2595205208.36143	2128477752.0494	1914353906.44773	2601872384.17876	2582981617.04616	2484296256.65323	2062178247.89232	3143302007.34753	2384303349.30666	2338203655.91002	2344888047.69088	2133234527.18041	1612417111.04469	2301685465.94816	2047872083.57317	1992839882.8781	2145905398.67048	2188387536.38979	4550999172.5109	2965272250.30131	3233892876.70163	5033345323.34888	2845935312.97954	2681505700.88437	3754114416.00681	2246389478.92511	3187182769.95845	4935141457.61317	2915493186.35669	3242263574.42501	3308358588.30782	3102426952.17785	2478542262.39558	2743814748.60709	2306092029.38398	4626570637.20475	3027410545.62206	2395472424.09097	2983346009.4698	2091445418.52751	2266973066.9616	2510509104.76298	2881489223.88901	3027212130.30028	2757315183.62253	3074091451.89561	2525856407.47482	2477845271.25183	2531646933.37996	2855964610.32982	2088080132.6473	2660231936.16527	2425087439.43622	2799596497.08296	2291655699.6094	2074749367.38986	2175673642.50578	3482599107.49493	2263619829.71323	2217251293.53261	2950000735.17457	2692493381.55339	2258836862.08454	2546276948.84842	2706818617.37097	2434851441.43144
091002MeKO_06_07_ID149	091002MeKO_06_07_cmb_ID144	I		Caffeic acid, trans- (3TMS)	0	538.75  Win081_C01	145 X_133	Caffeic acid, trans- (3TMS)	TRUE	10586-03-5|501-16-6|331-39-5	trans-caffeic acid	 COR_OK:PC1	96369931.2732691	192975047.677845	118978172.116884	93846957.1032827	103998764.999417	81537608.5918619	58467790.6374823	95588266.9419319	109211523.195565	103219150.128702	107710337.60598	176805613.767562	86891130.9611038	74267990.7964304	42119210.3245821	52062189.3463094	57377119.8204079	72446372.5213962	63078869.9714608	58171842.4902035	154267730.236928	107426452.204893	124491125.321296	102938222.427563	85452260.1436537	89818829.1223021	83657632.1516081	67440864.8767378	86831857.9868631	82160854.6745105	179562242.037077	128671091.479348	92003552.8373358	112978223.086153	103188039.990612	63668890.9066859	66383490.92621	137496471.002363	91574083.8801298	66466981.6214695	50991445.2436604	68628592.565244	38475923.5460447	36492570.1457391	19521047.1905841	45307626.3258922	26554680.6045763	21244793.8320312	98093483.239615	68195212.7312577	49331127.4833188	78044627.4773934	24289067.9625152	42008923.6490273	44294968.8615778	61389020.7589925	196664414.552769	65874090.4668572	32673839.9475855	56609607.6728033	28362343.834484	47298557.9007857	39450268.8190272	54566393.4116268	35845974.626183	46837718.3906911	81243572.7565622	40965531.2094138	81053788.0078129	1440842796.57551	17784992.981742	42299703.5203146	140549361.266782	49233127.742612	192354268.470782	74970644.461087	955881069.724253	3725679.91265666	1810708189.23694	3119361.5987535	62467530.0346686	146163014.283622	60808383.3486322	73570505.0134903	36397273.6541223	43990512.6135461	71884377.7448031	33847752.9610543	40976864.9458036	99572725.5608651	155438407.987919	69959402.1652737	73649774.1448068	75387421.1016	79288121.0255277	81866371.256301	56811294.4507584	82414845.5309467	48691035.9328693	224579372.10482	61479335.8651559	132907020.85938	40665979.2950915	23706243.1152781	50681949.1146252	75764071.6909957	34546684.6239083	28915800.4134947	54447363.5760875	58538321.1686731	69638051.9715429	100306537.18614	42984437.8155016	57048675.6487323	43615481.7633345	49279475.2507894	40422517.2685594	48109746.0320566	41099811.4890016	84788186.471589
091002MeKO_06_07_ID150	091002MeKO_06_07_cmb_ID145	U			2145	542.3  Win082_C01	146		FALSE	0	0		107385269.006672	208398268.871062	98373974.4216772	137196189.456218	140919995.352278	93203527.6094228	147184163.854789	133014126.280425	174157039.385495	115082748.912289	132035374.833695	185300516.055909	189811935.211605	129974939.487115	162208363.371109	111511491.364733	185379953.351646	123063532.310797	196159757.231193	135457818.661071	159489323.234537	196051963.254462	139867556.714133	193768815.772682	79772741.483487	156551292.42275	135452897.355415	132382222.982381	180565013.077836	123522770.088497	163099469.294863	148200768.371017	115836124.237308	134902465.643579	131010969.769072	109560990.844987	161081794.671798	221903295.514836	164039152.278947	116207069.548746	59512977.897454	56263009.4317132	58122874.7009113	44332978.8121027	49368544.412409	54028045.4479834	39752038.8692868	51451119.3695254	198816679.325907	138353838.435902	113912183.409536	92153620.2635154	114605444.442606	110719723.181011	125328784.444252	86809472.2052023	89244664.6907157	133630086.839997	110573183.188786	128688533.267648	145857483.775881	157804754.961776	144926595.268232	95858251.0520758	131065556.123793	118381016.463088	89842845.6252087	113974808.932684	148059629.355045	144797228.421293	109162018.947089	121972744.804909	246272800.462505	191271895.442637	198180966.78812	253365874.593962	200448787.373751	171916445.228279	228224546.971448	143039228.528356	217159680.792781	232878844.32326	145560040.979131	144523440.581932	151372140.887195	240545822.611474	136378612.062726	118484592.301338	130598381.326696	188905476.905461	140135057.755096	100578509.962852	119881170.657317	154965257.798777	124990941.571625	101191795.870063	161468555.99741	174231407.396813	125671490.867388	114427626.071823	150944372.059635	109330629.504246	117275734.09343	124842763.800136	109124446.944496	152578834.283702	85322009.7224629	110319827.451292	120687235.952716	128562566.486464	96963481.4434452	152369020.544582	129739914.746426	157420123.773347	119740722.626752	108699364.321576	140133754.594213	109744320.935695	149689931.040831	149957428.078141
091002MeKO_06_07_ID151	091002MeKO_06_07_cmb_ID146	U			2152.2	543.6  Win082_C02	147		FALSE	0	0		10048937.3880288	26014512.341023	13750494.7887609	15353726.734115	4960862.93061015	11123532.4832342	8343490.15386919	16718723.5092399	33382741.5256112	10782439.6740382	12981960.5935412	15082085.6531953	13064775.2856142	15709714.1347887	29263555.5542238	79942974.1318817	64117062.3227603	26009179.4955682	25264406.9135471	40422655.5679314	28481692.9290392	16752155.4184912	25007486.8049421	51545085.5895674	10914332.3903457	20410649.1482198	36383290.703408	19551323.1912069	22941301.0851587	26928640.434624	31166476.353489	29274644.6889584	8863499.71563917	13447620.6097446	17452286.4654727	14318167.0875695	27282445.4352657	36200426.5516725	28284322.5964962	31781254.549219	3951989.40268768	5964776.78678232	4769526.59342342	4333784.85012182	4098638.74421615	6068905.20460344	4787285.7317233	7091334.27924781	39881171.6805226	33596275.1752815	11981724.8756347	20454552.5620958	24507136.2200033	14125990.2587552	13292648.7724296	13217097.0585396	17078718.0137184	20203038.6306048	18364081.031021	25949509.7250073	30276066.5824108	24444170.981571	26551464.3529036	27163953.0161392	22581654.2160488	19405432.4730804	22983755.5564147	25447351.040192	29553469.6734815	18441415.0992829	28730499.6817088	18227780.6604928	41949030.1921859	12747057.1426138	4283604.20037171	52896889.1684368	13091902.6592635	8955368.38830068	14824473.1190693	26873753.6947156	8972358.04465253	31926217.5248688	22599999.8850309	17043231.9461881	31998627.2148341	18750696.9522824	16198439.9781309	20139516.8968447	90095259.1888837	30582599.9667485	13471569.2461632	12579469.4223329	37795997.0059458	13227925.9182731	16932394.7400857	32052891.1902805	28026613.9053947	48263312.7169268	35708420.3233752	5957463.80162379	23168115.2922584	2039023.72189228	18448519.6783918	24830824.3266348	46252891.7705149	18694102.78852	25139973.8165347	15350583.0703841	20062405.6342691	84706068.8707569	22037506.5035374	35796724.7910083	27554352.2434753	36501910.050713	78232228.1058254	65000404.9440959	30296294.2762111	13191663.929237	14943694.7187788	91548843.7470399
