Numbering for matrix	Numbering for unique peaks	IIS_I_A_or_U	I_A_M_or_P	final annotation	RI	Win	fData::lineno	fData::query	fData::known	fData::cas	fData::preferred	fData::action	MeKO_08_01_1	MeKO_08_02_1	MeKO_08_03_1	MeKO_08_04_1	MeKO_08_05_1	MeKO_08_06_1	MeKO_08_07_1	MeKO_08_08_1	MeKO_08_09_1	MeKO_08_10_1	MeKO_08_11_1	MeKO_08_12_1	MeKO_08_13_1	MeKO_08_14_1	MeKO_08_15_1	MeKO_08_16_1	MeKO_08_17_1	MeKO_08_18_1	MeKO_08_19_1	MeKO_08_20_1	MeKO_08_21_1	MeKO_08_22_1	MeKO_08_23_1	MeKO_08_24_1	MeKO_08_25_1	MeKO_08_26_1	MeKO_08_27_1	MeKO_08_28_1	MeKO_08_29_1	MeKO_08_30_1	MeKO_08_31_1	MeKO_08_32_1	MeKO_08_33_1	MeKO_08_34_1	MeKO_08_35_1	MeKO_08_36_1	MeKO_08_37_1	MeKO_08_38_1	MeKO_08_39_1	MeKO_08_40_1	MeKO_08_41_1	MeKO_08_42_1	MeKO_08_43_1	MeKO_08_44_1	MeKO_08_45_1	MeKO_08_46_1	MeKO_08_47_1	MeKO_08_48_1	MeKO_11_01_1	MeKO_11_02_1	MeKO_11_03_1	MeKO_11_04_1	MeKO_11_05_1	MeKO_11_06_1	MeKO_11_07_1	MeKO_11_08_1	MeKO_11_09_1	MeKO_11_10_1	MeKO_11_11_1	MeKO_11_12_1	MeKO_11_13_1	MeKO_11_14_1	MeKO_11_15_1	MeKO_11_16_1	MeKO_11_17_1	MeKO_11_18_1	MeKO_11_19_1	MeKO_11_20_1	MeKO_11_21_1	MeKO_11_22_1	MeKO_11_23_1	MeKO_11_24_1	MeKO_11_25_1	MeKO_11_26_1	MeKO_11_27_1	MeKO_11_28_1	MeKO_11_29_1	MeKO_11_30_1	MeKO_11_31_1	MeKO_11_32_1	MeKO_11_33_1	MeKO_11_34_1	MeKO_11_35_1	MeKO_11_36_1	MeKO_11_37_1	MeKO_11_38_1	MeKO_11_39_1	MeKO_11_40_1	MeKO_11_41_1	MeKO_11_42_1	MeKO_11_43_1	MeKO_11_44_1	MeKO_11_45_1	MeKO_11_46_1	MeKO_11_47_1	MeKO_11_48_1	MeKO_12_01_1	MeKO_12_02_1	MeKO_12_03_1	MeKO_12_04_1	MeKO_12_05_1	MeKO_12_06_1	MeKO_12_07_1	MeKO_12_08_1	MeKO_12_09_1	MeKO_12_10_1	MeKO_12_11_1	MeKO_12_12_1	MeKO_12_13_1	MeKO_12_14_1	MeKO_12_15_1	MeKO_12_16_1	MeKO_12_17_1	MeKO_12_18_1	MeKO_12_19_1	MeKO_12_20_1	MeKO_12_21_1	MeKO_12_22_1	MeKO_12_23_1	MeKO_12_24_1	MeKO_12_25_1	MeKO_12_26_1	MeKO_12_27_1	MeKO_12_28_1	MeKO_12_29_1	MeKO_12_30_1	MeKO_12_31_1	MeKO_12_32_1	MeKO_12_33_1	MeKO_12_34_1	MeKO_12_35_1	MeKO_12_36_1	MeKO_12_37_1	MeKO_12_38_1	MeKO_12_39_1
091008MeKO_08_11_12_ID001	091008MeKO_08_11_12_cmb_ID001	U			1026.2	255.79  Win001_C01	2		FALSE	0	0		0.00834862050397467	0.34020309020255	0.352926341577648	0.229704956239811	0.0579068543612683	0.0639236165566123	0.197423129715162	0.112465008263109	0.016255336237527	0.169485223750239	0.368896047965815	0.105932760031932	0.0198489654471774	0.197148868025246	0.303128365081133	0.00508845964653799	0.075937808108591	0.124959556274555	0.425743766329147	0.252799548735387	0.222803451363914	0.075530089471749	0.028280193140326	0.267644205592232	4.26292665901116e-05	0.115778596008949	0.448483512626873	0.000488112770881549	0.373499804410373	0.0568582150222537	0.00972292426090422	0.226210901113048	0.448284687268711	0.0116975766391194	0.277563808155323	0.0710370542580207	0.0141506114992612	0.041537884295195	0.0206903109947223	0.38880424632624	0.02655173640341	0.0846025702046644	0.011118018142469	0.0623834587333382	0.034429952682992	0.455772547067503	0.0323777504616653	0.380597405314919	0.0308168281302102	0.181611127635611	0.28323404041214	0.0259328876165683	0.000121366437473993	0.145852048781007	0.0219036576367661	0.107931210624894	0.0325570995705485	0.0876736244931938	0.244528221425282	0.00048868560423688	0.0153750983465763	0.664438307035128	0.0549895402307209	0.327943858996851	0.0214844051919143	0.0763564733353253	0.0298560062516041	0.000100947561106924	0.410389648055143	0.274269263133615	0.22697074462708	0.125340719895095	0.237606167973546	0.368549284618547	0.237395080950095	0.0425460869253421	0.0379868351567669	0.269793637843172	1.6375379850329e-05	0.101807985374745	0.0677149041076864	0.000837455249275766	0.0364679796530586	0.0169568032758255	0.600646739424852	0.00916131992626641	0.0082224148223264	0.0421990837536069	0.0411149188738436	0.171656885369444	0.0368013674658768	0.485138444592869	0.165558221634821	0.122913290374325	0.0845837546057947	0.377012108223128	0.00922505847190374	0.00987171731843781	0.100152164188209	0.11194953701716	0.00779837920684893	0.175234424564247	0.00519887117011213	0.0620291600471481	0.00374468017657455	0.273293175741371	0.103015803972742	0.000280348693158355	0.000475949489107384	0.00147229523442494	0.0126283247161665	0.0137366049157933	0.0920506143407299	0.0241117748453098	0.354439652178306	0.433622959792779	0.0259528713242404	0.00389581994421292	0.026414870969856	0.0636183644527552	0.0760600179003657	0.000944693246940637	2.3624262547168e-05	0.0147093991151826	0.356719004568252	0.178722579050331	0.0147265332724462	0.0219281199088963	0.156463125737598	0.10368630926008	0.0818705327812832	0.233967685407213	0.107372186480321	0.115309685860364	0.00304744170867897
091008MeKO_08_11_12_ID002	091008MeKO_08_11_12_cmb_ID002	U			1033.2	258.28  Win001_C02	3		FALSE	0	0		5.7540453960518	6.85099374226423	7.33096526939636	8.45261089264289	5.86497609963601	6.99870088222971	8.01382412760117	7.01029395468058	5.07457200974273	6.84714011972359	6.45163484233252	6.01160278499176	5.78268182279967	7.18828775080855	6.99533622962385	6.26548955830193	7.84398869799789	8.55458362221709	8.99091708104073	9.23358107866543	9.43248863320222	9.06839292280216	7.17275135178276	7.43261677669703	6.62246988641965	6.86013765011588	5.91882250474538	6.55831054071113	7.03441914509973	6.56267539971615	6.90470982177514	7.72493149691424	8.7031779226259	8.57437059734346	8.39692836601955	8.15498810758611	8.7318341850629	8.45919377154515	8.57454107888067	7.99594088027272	10.2964560534023	12.2664161754476	11.6580328774693	11.8070768662942	12.9956192386608	11.0343828334726	11.1136233149922	5.77242972727907	12.235671996767	9.92225092657886	10.343707596105	10.0905261672758	7.32819218499217	8.6287113587757	10.3202323647564	15.1834292525115	9.36064672154531	11.4163654092219	9.21910478095873	8.16743620606644	7.66685084753228	5.83478703215481	7.18297687700136	8.62116906203163	6.84358559496267	7.98898442946781	7.99173539472827	6.85288799755931	8.60577197298904	9.94759581911299	10.0078243464548	10.1656672216411	10.6989545696272	7.85990956214845	7.81403302222051	7.82963412830385	8.52241419588643	8.29943870860262	8.16480884083365	11.2067798088613	12.7458053141047	10.0284734784754	9.45302465110213	10.6137417009466	7.12054897842674	10.5199431439097	8.47770431776686	10.0475611812786	12.2419425684338	12.838434836256	12.8260690935466	11.8416868796944	11.1653073196244	12.6732417373197	11.2105466882697	11.3363945034665	7.79004810486953	8.54062591357972	7.65998759641584	6.81247942696034	7.26393202239073	7.30137445954916	8.7727596566014	8.94997779258272	5.23611892628726	6.62621346317453	7.01777840322732	7.0266369143459	6.2305663999743	5.99848155130995	6.13868130696658	5.99620906750638	9.90473940949936	11.0245397747316	11.9419455197223	9.50173258685561	11.0147957484902	8.63058395337384	13.7212771310004	11.9282596825073	8.6537540125964	9.74305704912677	7.05834978083127	8.35451100503113	8.65613319809603	9.90740701277336	12.0253774893501	13.5282926917678	10.427112833636	13.9217811253877	15.0151549223735	12.5486815077804	14.1185595272075	14.0745016081482	11.4867148338424
091008MeKO_08_11_12_ID003	091008MeKO_08_11_12_cmb_ID003	U			1040.2	260.77  Win002_C01	4		FALSE	0	0		18.6978593397768	26.582993301609	27.3226654117054	25.5679424895091	19.9790510020611	20.9980501529682	23.9347186181884	22.0394436976328	17.3061036081259	25.153090879491	26.727120596888	21.8410978283936	18.3291943695041	24.358457625522	24.456667037986	14.7977325522556	20.9999779430091	23.9692589168785	30.1552837208182	24.6784958111044	24.6594793712166	22.0580822229615	18.4190925597079	25.2461453602672	17.5790573070559	21.1087405817022	27.8256226767987	17.5958215863665	27.6457397338592	18.9150250095307	14.8186008718889	24.6516598258016	30.4209623458939	16.5052112765128	22.9808780398562	20.9415550448872	17.6249827352116	18.5443308397627	17.7770277931188	26.5258760505234	16.6983033162993	21.3390853256691	19.0532739328637	20.1527695010784	22.1964343753178	27.3757666802965	17.7676482270358	26.8111651670503	20.8576353080689	20.025935853004	24.5647746766101	19.4248387728073	21.4683382210157	19.2580626528587	18.5204759729689	27.2977876156422	18.3065579373993	21.2907911572911	25.921592911923	18.8881295137217	18.5214680816562	31.9208429052916	20.9738396685841	26.9978645040607	19.6341802742295	22.8995783672521	19.2212462603379	19.8513356483974	29.0355932694957	27.8878682516563	24.5298619114049	23.3480131425793	26.5867453347369	27.8550247150005	21.7069658389092	19.8099600647211	19.9432671034008	26.6493872355331	17.2228268116434	23.0826686729144	21.1118049205816	15.9420789636808	19.4624129385679	19.4416560759415	29.4931138086368	18.6308072457233	18.0860481206087	20.4850006815247	20.0501138241111	23.9621477463969	21.7141433303069	30.4564558652934	21.345076843158	23.1035688598081	20.8322729253301	29.037406112562	19.8487809008564	18.2923436732938	21.020660778918	20.2442091365764	19.3707238610979	23.8551481724602	16.559453554508	23.3832957515502	15.4235530476545	24.7961286916626	23.6511121630035	13.9684399352925	15.0890889081679	14.7203539046977	18.8233932093172	17.6703277967336	18.4468512745278	17.3812826955968	27.676463097095	29.62964662986	18.6347378096072	17.363994143019	21.7958581820565	21.0344598655704	22.8280242006329	19.5608210936118	10.3750051006931	18.8866385217479	27.6744401495064	25.8963342127359	18.1491048094384	21.4486192473675	22.4104040349934	27.1875609215773	24.5253934239013	25.6608125483482	23.9846153530234	23.5621201121011	17.6878699822193
091008MeKO_08_11_12_ID004	091008MeKO_08_11_12_cmb_ID004	U			1046.9	263.22  Win002_C02	5		FALSE	0	0		0.120168569577161	0.00033265146982268	1.57620737484913e-05	0.0447793313045226	0.056091303775819	0.0675330572805603	0.0646221358367314	0.0731200824865453	0.103822011925236	0.0688289659815157	0.0287548799176706	0.0373952849159753	0.120660578627143	0.0546990297359249	2.04225613605139e-05	0.0552928688603686	0.0573283249259437	0.0514810107079578	0.0106649650240196	0.0425066637006082	0.0369525000863044	0.0940788436958311	0.0834838085356851	0.0165560639750006	0.0794929248739106	0.0487594433798521	0.000100578432988014	0.0798527245949926	0.00358310938899652	0.0772631443571242	0.0865022832310609	0.0250622703815095	0.0118881006015526	0.0765299773351802	0.0286257687184247	0.0759035552058371	0.0780264196868102	0.102063644677907	0.0844381942336319	0.0192635054531157	0.106057552080246	0.0595641269725039	0.12103421282866	0.0873910519375166	0.0695458324942025	0.0178892069192341	0.0614781949027632	0.00157808467601311	0.125462362836959	0.0516377636446883	0.000391511280713588	0.100618511657966	0.144406245665484	0.0360993434962964	0.119288382933371	0.0805289744026335	0.105365958966952	0.0830063822899163	0.0558122548786103	0.144340394800193	0.147430777023037	0.000220667996868837	0.14153776788766	0.0536918054119369	0.0967558264758774	0.1294091608291	0.0889781002325198	0.111744463587093	0.0279970417490417	0.0211991645060291	0.0723762156042134	0.115635333416123	0.0478398742944932	0.00101266330449081	0.0386881418687841	0.139903456127219	0.129096345214935	0.0470540744885798	0.146089442324742	0.117470892144195	0.0891175437987322	0.137375551872889	0.0960453893308987	0.135995658026605	0.00293783050593192	0.105948528888221	0.0875217611753158	0.0927589736007374	0.107688088490721	0.0545585530708588	0.12588192926306	0.0248438616843018	0.0483039377480308	0.052236952718724	0.0408059664871588	2.18915623351292e-06	0.153244446885542	0.133379422185531	0.0531744364163809	0.0650447955576546	0.0999031124819076	0.0322895312975588	0.140446703159695	0.087277285228651	0.110783093858725	0.0219315903014098	0.0730816467517847	0.156625889822964	0.136229998072103	0.114059034885089	0.109742551036725	0.122309669298499	0.0620194388410049	0.108899221073644	0.0208579349192015	5.17190106153269e-05	0.0985698705845527	0.106121340215065	0.0501533732604132	0.0489379588854363	0.054689131005459	0.119058573703769	0.0357478045543283	0.167499057237199	0.0114845222502636	0.0414228420186763	0.128141635419146	0.141192604570892	0.0261846054425413	0.120015507310589	0.106714993099373	0.000107001962872073	0.0802026370746993	0.0736185154464599	0.127659012868842
091008MeKO_08_11_12_ID005	091008MeKO_08_11_12_cmb_ID005	I		Lactic acid, DL- (2TMS)	0	264.38  Win003_C01	6 X_276	Lactic acid, DL- (2TMS)	TRUE	10326-41-7|598-82-3|50-21-5|17596-96-2|79-33-4	lactic acid	 COR_OK:HDA	4.68835847730654	19.0732438054464	23.4386742744943	11.543698268879	8.75170591588826	9.96932443535192	11.7830619871557	7.59206259726619	7.43051760412756	10.1176533999784	17.39671577346	10.0134985195889	4.56478118050774	11.0679101118891	11.5870223905536	4.25715785286773	8.70704125318999	10.0040559278946	17.0231937103435	14.8421229298832	8.80504545703767	9.97725123877226	5.96975947245556	10.0618352034202	3.89446325756869	6.47083630137215	15.1593183778197	9.1846307595203	20.8666032447046	8.75826646518187	4.1737739816893	17.9935633163426	16.1043505929063	6.85232982514836	9.84916443856637	6.62414830644873	5.54404019503347	7.01969373636939	5.20042572957394	21.6924004878986	6.07757318504642	8.85065261963168	4.90835060091173	4.44433316288672	6.09247454193427	14.6547805294316	10.8681566706637	7.54237636883588	2.46621852896296	3.89042808110448	7.85928707210883	3.44787480486617	4.00004706045535	5.00593574198295	2.94923111157959	4.21112208411374	2.3819034132526	3.76974231889867	4.77126842734426	1.93256138661531	1.76103133276878	8.0628648280764	3.59223383341454	5.75215001917067	2.95313313168892	3.81736330135122	2.93746097535749	3.10087577617458	6.16219625964936	5.65289625095574	5.89941772305453	4.52543585836156	4.89805467226622	7.38733067968758	3.87174414384885	2.45757268803421	2.94238761491754	4.68913256130848	0.463156565006749	3.83169871392979	3.96594096382288	1.13818517628307	2.71509064823269	2.07112399612017	7.90339329841274	2.27983955823134	2.07149154904601	3.33507449411232	3.47909136921153	4.47621055755347	3.6358285189675	5.94636341266214	3.24718265312974	4.13303986799578	4.06730277045692	5.56117925467987	0.916631194474577	0.997800973381849	1.94771855386409	1.50976593247749	0.941751413633898	2.03281393822266	0.827423995946978	1.41979278771417	1.14201055643174	2.88422535853184	4.31691315064521	0.430585284724406	0.811365352483774	0.747711365519215	1.28234742284526	1.31576720601329	1.96759801943884	1.26640317923666	3.10583470681224	3.23822422777052	3.24426841692868	2.23132645601853	4.45028740309791	4.9611737253346	3.94124711392777	1.87300818098907	0.31243516750676	2.24410658278377	7.07258289940261	5.39441629125129	2.72693418403772	2.32548426528011	4.48671330846308	4.47819450598139	3.65144780877548	5.94433968387059	3.35695584409184	3.99395052765268	2.18435342645227
091008MeKO_08_11_12_ID006	091008MeKO_08_11_12_cmb_ID006	U			1054	265.65  Win003_C02	7		FALSE	0	0		1.71361653387363	2.41313584492393	3.77757011871093	3.61225488305239	1.41305529974126	2.61051044794985	3.55387081584194	2.87099431941373	0.932791779793447	2.25213454274255	2.84731031242659	1.4628138926222	1.9531002720428	3.03842120136905	3.92416731647544	0.591400456125569	0.967904872609849	2.97539865957939	4.58925075550526	3.19499715973417	3.44719693446754	1.96352187768109	0.936403858816018	2.82372535048033	0.523015807464917	2.86620582638561	3.39531818094274	1.30128129602356	2.69318352788136	1.9627061736107	1.20130904097395	1.60333483673715	4.37996269405203	1.11723281115166	3.45311460788929	2.78614220823348	1.01073674389999	1.76240649110053	1.85596332288516	3.42239195414111	1.13111061049786	2.99208938966792	2.2282497582539	3.28011810796575	1.72587041959199	3.53768733666376	1.77404659760668	3.72210190416405	2.84071972917407	3.44275430370398	4.08874098462729	2.65348328107008	2.43972051043256	3.16380063811126	1.97600459107785	3.92603666496396	2.43316002785909	3.15260263307999	3.87087078912926	2.17048387096774	2.61430324578736	4.89921047313541	2.44596917095117	4.5638894375443	2.27544043159462	3.1072983411352	3.01282306658035	2.54507869423208	3.77816018058865	3.93698982969762	3.85294070075413	3.1067824044353	4.06115669200181	4.6353469625114	3.48653674737985	2.99886155321791	3.08982757706812	3.48138639829477	1.56746773465334	4.31971483660166	4.01966072138181	1.60557881820137	1.66717620973001	2.15230224003912	4.6945989757181	1.54989016437106	1.42919406847183	2.39809126886033	2.94443242905781	4.18227379041862	3.43963825049581	4.76523827937334	3.8317454652112	4.10026875440336	3.1211255272075	4.23058820438838	2.98406039884475	2.48421977763355	3.62794839295639	3.04939139581813	2.48360847967139	3.29686566014764	2.33176991185469	3.31656032730317	1.83505179150255	3.87853404533301	2.9856843128726	1.96371946945904	1.98351648351648	1.48960508795695	2.51950535685731	2.43919457945066	3.23282450027508	3.50147208554648	4.4930399877071	4.33579429625511	2.84791142887334	1.9163502969348	1.95940206625809	2.51104860600966	2.92459729344818	1.48946272273117	0.124903623747109	2.22717364311139	4.40783830623263	3.15162021744968	2.35617243057476	3.7358294886795	3.39117250149895	3.20755206025698	3.22716289447112	4.06533960844298	3.56293597875884	4.06857090314906	1.94954924257876
091008MeKO_08_11_12_ID007	091008MeKO_08_11_12_cmb_ID007	I		Glycolic acid (2TMS)	1068.8	270.96  Win004_C01	8	Glycolic acid (2TMS)	TRUE	33581-77-0|996-23-6|79-14-1	glycolic acid		0.993319278263012	1.02826673463701	1.23627123376506	0.935735152901815	0.944132351006447	0.878561747886885	0.67954634258749	1.07816949250538	0.966764734126603	0.744134269943482	0.861113907625536	0.8598874281268	0.993753174773392	0.686563883568311	1.17918384018417	0.911253215591116	0.754935803128122	1.01564401818042	1.32956644232274	1.12631436777272	1.13800175857917	0.863597167019768	1.04903579480836	0.952754908441575	0.911861326995782	0.858206334714516	1.32355653898912	0.866099305701662	1.28585944859928	1.03576202133963	0.00267742697887213	1.08472624829734	1.51573052101515	0.00801734848129387	1.33941574541151	1.15559837619371	1.05159891485918	1.1211875337101	0.964954117031743	1.50034403106109	1.02990953391589	1.50000228828763	1.05495464382742	0.925786521389768	0.578288412417674	1.43285658411705	1.02240088549383	1.16517053776941	0.78144895403865	0.735810560158279	0.925839272826759	0.907871801056795	0.869967008143936	0.930405135290836	0.91511659229589	0.875731880356433	1.00677973071259	0.937009573434874	0.954415644217007	0.682616754935002	0.733648442770801	1.36685473774189	0.817553989620224	0.924706921191137	0.858809404805458	0.827677257284508	0.695337728354012	0.911495908258857	1.07924438923235	1.06715774006569	0.863967570409009	0.87850902026323	0.904836729468356	1.3697604700362	1.05492833144637	0.824481984303777	0.875819367200184	0.772260500719769	0.00174046894409211	0.884331823195785	0.891125283085838	0.730374830801149	0.985553671579497	0.955723156206254	1.37906556154234	0.940820615870655	0.757713509287682	0.976982948021615	0.954073476195042	1.03724507128047	0.98934076580118	1.0647543384774	0.853891984917609	0.88152364063802	1.04725090635272	1.15976900023424	1.53133224399376	0.00467201223806118	2.09138323686101	1.31901628669157	1.83943203541961	1.82361591409995	1.24032756648499	0.969103930712858	1.13741193066992	1.28515245199319	1.37129314535732	0.00702955405615309	1.08007799948589	0.913187657642897	1.05279462715207	1.13223429267851	1.34884724005135	1.32065383670132	1.94549025303586	1.66154001973942	1.19621662682455	1.07893452416446	1.72705478945266	1.69540220854268	1.46032877969528	1.25080925091543	0.46788925804782	1.20796197676665	1.33761340766061	1.04334076350323	1.37493166279691	1.19078612178977	1.63980184436108	1.22094594594595	0.936095347698983	1.01325596448236	0.834674595824461	0.963059523513062	0.949342880384314
091008MeKO_08_11_12_ID008	091008MeKO_08_11_12_cmb_ID008	U			1078.9	274.64  Win004_C02	9		FALSE	0	0		0.0247903147788152	0.0231387178229905	0.0214994685929422	0.0237752527046862	0.0268473446476341	0.0186440955682528	0.0250232940257086	0.0188172431570376	0.0193304931600129	0.0186713365174558	0.0463371254068928	0.0186440849240595	0.0199144363295669	0.0387352026878513	0.0311871077939921	0.0169929133432027	0.0290137657679913	0.0152530621677837	0.0135834426959799	0.0207617473792093	0.0232290843813396	0.0279971284996411	0.0231848201280951	0.00549221774851266	0.0135161418382273	0.0185172179694267	0.00688427274303066	0.0169619187881338	0.0126843924106595	0.0337732009902764	0.0254355562992853	0.0126784536547444	0.0208018703699007	0.0329833308512874	0.0135077191049993	0.0255284523766944	0.0370730385245838	0.0255211875337101	0.0161788210509376	0.025809031485544	0.0228998944759963	0.0173383553619156	0.0247041488235023	0.0195020395923122	0.0142289999621145	0.0190892282529467	0.0212638993729634	0.0140318755667155	0.0184326810750888	0.0257904745353738	0.0111840150189388	0.0226696583394396	0.0236045336556562	0.0175290592950983	0.0160312942857477	0.0293955389068619	0.0103212276504044	0.0154431374967241	0.0225948331983677	0.0321280693307655	0.0284959830553604	0.00742838162091096	0.0306327008990796	0.0221055199897756	0.0196835178877833	0.0167989110587298	0.0244279897185629	0.0231865331466925	0.0292707331338609	0.0125046451927061	0.0234973009037423	0.0383332245836113	0.0235632171330653	0.0300269709335553	0.0232155608810608	0.0172537436522628	0.0263748387768043	0.0227122249608078	0.0174795483202369	0.0253270601747107	0.0217710853134874	0.0270414552998773	0.0233520281726881	0.020833949073166	0.0402774478795531	0.0279322684683402	0.0249844518431747	0.0162387692819502	0.0268963810398685	0.0220967508912499	0.0198449934822194	0.0168523921678912	0.0203796041402366	0.0246790491134416	0.0176490246925592	0.0105692462954004	0.0166673532252232	0.0256951479838272	0.0211047323401429	0.0164172856468164	0.0241294928921516	0.0217097132630946	0.0122045826060455	0.0135038179675088	0.0202985441317493	0.0149717428293632	0.00830923931120948	0.0233674424243343	0.0322119401066769	0.0154683306525868	0.0178988326848249	0.0259808327422061	0.0172514212360169	0.0196679322757055	0.0283620764054215	0.0258465755550096	0.0123872773709384	0.0254487149757174	0.0269645201456993	0.019302160223447	0.0194113549501952	0.0296775247403455	0.00705076854021386	0.020931633600986	0.0232086381496981	0.014853236385954	0.0290328597431164	0.02379489988461	0.0196600528391998	0.0261741249446167	0.017650612237699	0.0210583371193317	0.0317857648892457	0.0278413651348871	0.0164993773140761
091008MeKO_08_11_12_ID009	091008MeKO_08_11_12_cmb_ID009	U			1082	275.67  Win004_C03	10		FALSE	0	0		0.0484215425896011	0.000146885064597027	7.88103687424567e-05	0.00667111949343343	0.0160395561987458	0.0389571478396023	0.0127100219414694	0.0246905550014695	0.0995617519446166	0.00220659249758551	0.00169804355850867	0.0140017583039441	0.0488119292462947	0.0155011984383668	0.00147228101444432	0.0665406711965412	0.0304143846871547	0.0195516524150682	1.68558941449848e-05	2.58205984817488e-05	0.00477821798665023	0.0294875947682664	0.0287665356451645	0.00520247589777049	0.0643355562719641	0.0135359291550035	3.20994998897917e-05	0.0472059751735746	2.31467014793057e-05	0.0304983074357997	0.0823843591340456	2.26643790753387e-06	0.00172926211232826	0.071095316685265	6.67000802306679e-05	0.0476322472191423	0.0458604900854509	0.0467040311422742	0.0902243126698438	4.02114227248154e-05	0.0441517174328026	0.0148555632848827	0.0489409218584519	0.0466338076362644	0.01085918354732	2.44448790200715e-05	0.0416374106082311	0.000160424077561554	0.0423220717388376	0.0163943466156895	0.00236164635996711	0.0444267958001283	0.0601011552103355	0.0113865923672894	0.0539193984751063	0.0178375617231398	0.0272679844050773	0.040912559544915	0.00831342873928498	0.0707944150216659	0.0849714419560008	2.78738522360637e-05	0.0151309107392621	0.0220776353855627	0.0274384117153001	0.0318227593152064	0.0969324236840795	0.0461330354258641	4.83374339589809e-05	2.13572078440753e-06	0.0143041992681102	0.0279164044395145	1.09423317233516e-05	0.000118311158346451	0.00475616302735463	0.0545692502834912	0.0592241262537128	0.0114714463291799	0.0624323053493687	0.0382095692927795	0.0383646415660675	0.0680388113701628	0.0211164731968175	0.0505103699544039	5.20891933675872e-05	0.0333066985229547	0.0380149312259441	0.0318884240146193	0.0440692175456356	0.00789532254852578	0.0429336606594878	1.17176972381388e-05	0.0124850253905767	0.0129318511678216	0.0138692060054064	7.66204681729521e-05	0.090106233493988	0.134545126931273	0.0153638384687335	0.018483534412434	0.0883761036056844	0.00374969287356659	0.135412090195566	0.0434048241343378	0.0726923656075892	0.000113940204180846	0.0150939453641396	0.133463026174718	0.101640318745582	0.0612756353600085	0.0711049517616332	0.0665549664162532	0.0307647166697231	0.0583952344887658	0.00108404848959419	3.87892579614952e-05	0.0480478025691688	0.118886555225015	0.0077859919793501	0.0158883864910413	0.0255607299876599	0.068619577202129	0.0390186910869953	0.060254040083515	3.99322748618343e-06	0.0132166100524658	0.0662082982267702	0.0953427162353472	1.38232046680962e-05	0.0229596809924679	0.0530554563452694	0.00202602077241384	0.0328350914515821	0.0202460016589117	0.0532030532006536
091008MeKO_08_11_12_ID010	091008MeKO_08_11_12_cmb_ID010	U			1084	276.4  Win005_C01	11		FALSE	0	0		0.0247743431079959	2.43375591590398	2.27717156341758	2.33573434083614	0.109470245143183	0.168342255502524	2.14138922563645	0.3034415969241	0.0444119007918147	1.62399707840993	2.375357114892	0.714255398700472	0.0434026797909447	2.26087229566364	1.74670825442798	0.000160044059188059	0.368845823839637	0.824464602110777	3.54293798234947	2.44469029185221	1.48912666034445	0.290638733738378	0.0483474331092001	2.02834963041817	0.000138545116417863	0.870111932686552	2.43620652390236	0.0652261729434042	1.72193636045895	0.112568150397075	5.17543874781985e-06	1.65643521047276	3.4019519910724	0.000155042871393978	1.51107126046	0.141848331485389	0.041075863434872	0.0654292615435124	0.077957156389784	2.07016446471894	0.0170213775032309	0.361762256068539	0.0281300363770318	0.158423074113517	0.508403604307782	2.52627157816139	0.149449672363519	2.98051893701611	0.000163414208644612	0.862508731063201	3.8816393788021	0.0766085171649501	0.0839013612855926	0.690763803070169	0.0439010107398428	1.11613825983313	0.0359264047124011	0.168036135477207	1.03206964679837	9.62927298988926e-05	0.000114112058040996	3.19678939678661	0.129536303762366	1.28135565650815	0.0728161343013639	0.25728672133506	0.000358164817106105	0.0651448261010014	2.76344384881984	2.09874505046708	1.53128121145953	0.369897094698556	2.4736694671741	2.04703770917513	1.0981251285619	0.12423860768855	0.0773459079246231	2.19629180318065	0.000739231433243425	0.391258284403786	0.242180657955146	0.000151804576907994	0.0765071083865919	0.0262990319226398	4.17789709675672	0.0521963170122599	0.0506457792686247	0.104019147377978	0.0612866472389013	1.04619466538592	0.147180108849472	3.73843990578971	1.03287699793978	0.780449174881673	0.166976187353788	3.07153286908627	0.000274623422631716	2.39024632407695e-05	0.43510485434261	0.469381950109484	0.0199341922921123	0.816307221780123	6.72864940174391e-05	0.476673670544423	0.000497309377947202	1.68607954545455	0.674159267882882	0.000119337619384976	0.00171502474134053	0.0065168679341944	0.0646021001012739	0.0160856780212216	0.681880799559875	0.198404697298752	2.83211351566397	3.42222538282843	0.119673899390505	0.000130302367748618	0.555716457130535	0.298980189112851	0.229870873459297	0.0164844887902754	2.14766023156073e-06	0.0216283583050505	1.5869365556017	0.68001611054047	0.000109339524951923	0.0774683483125477	0.75361347209527	0.544902525476296	0.540596849081313	2.98178160022313	0.655845529273336	0.726982600583493	0.0366772807221717
