Numbering for matrix	Numbering for unique peaks	IIS_I_A_or_U	I_A_M_or_P	final annotation	RI	Win	fData::lineno	fData::query	fData::known	fData::cas	fData::preferred	fData::action	MeKO_01_01_1	MeKO_01_02_1	MeKO_01_03_1	MeKO_01_04_1	MeKO_01_05_1	MeKO_01_06_1	MeKO_01_07_1	MeKO_01_08_1	MeKO_01_09_1	MeKO_01_10_1	MeKO_01_11_1	MeKO_01_12_1	MeKO_01_13_1	MeKO_01_14_1	MeKO_01_15_1	MeKO_01_16_1	MeKO_01_17_1	MeKO_01_18_1	MeKO_01_19_1	MeKO_01_20_1	MeKO_01_21_1	MeKO_01_22_1	MeKO_01_23_1	MeKO_01_24_1	MeKO_01_25_1	MeKO_01_26_1	MeKO_01_27_1	MeKO_01_28_1	MeKO_01_29_1	MeKO_01_30_1	MeKO_01_31_1	MeKO_01_32_1	MeKO_01_33_1	MeKO_01_34_1	MeKO_01_35_1	MeKO_01_36_1	MeKO_01_37_1	MeKO_01_38_1	MeKO_01_39_1	MeKO_01_40_1	MeKO_01_41_1	MeKO_01_42_1	MeKO_01_43_1	MeKO_01_44_1	MeKO_01_45_1	MeKO_09_02_1	MeKO_09_03_1	MeKO_09_04_1	MeKO_09_05_1	MeKO_09_06_1	MeKO_09_07_1	MeKO_09_08_1	MeKO_09_09_1	MeKO_09_10_1	MeKO_09_11_1	MeKO_09_12_1	MeKO_09_13_1	MeKO_09_14_1	MeKO_09_15_1	MeKO_09_16_1	MeKO_09_17_1	MeKO_09_18_1	MeKO_09_19_1	MeKO_09_20_1	MeKO_09_21_1	MeKO_09_22_1	MeKO_09_23_1	MeKO_09_24_1	MeKO_09_25_1	MeKO_09_26_1	MeKO_09_27_1	MeKO_09_28_1	MeKO_09_29_1	MeKO_09_30_1	MeKO_09_31_1	MeKO_09_32_1	MeKO_09_33_1	MeKO_09_34_1	MeKO_09_35_1	MeKO_09_36_1	MeKO_09_37_1	MeKO_09_38_1	MeKO_09_39_1	MeKO_09_40_1	MeKO_09_41_1	MeKO_09_42_1	MeKO_09_43_1	MeKO_09_44_1	MeKO_09_45_1	MeKO_09_46_1	MeKO_09_47_1	MeKO_09_48_1	MeKO_09_49_1	MeKO_09_50_1	MeKO_09_51_1	MeKO_09_52_1	MeKO_09_53_1	MeKO_09_54_1	MeKO_09_55_1	MeKO_09_56_1	MeKO_09_57_1	MeKO_09_58_1	MeKO_09_59_1	MeKO_09_60_1	MeKO_09_61_1	MeKO_09_62_1	MeKO_09_63_1	MeKO_09_64_1	MeKO_09_65_1	MeKO_09_66_1	MeKO_09_67_1	MeKO_09_68_1	MeKO_09_69_1	MeKO_09_70_1	MeKO_09_71_1	MeKO_09_72_1
090827_MeKO_01_09_ID106	090827_MeKO_01_09_cmb_ID104	U			1592.7	426.83  Win044_C02	105		FALSE	0	0		3073627.892914	7646671.13742197	6631859.03209515	44474682.8160747	8978940.60846476	18389.9982880109	11763787.745306	8728033.31644386	1558137.57227852	12604310.8300302	24540617.4217285	51436137.983001	2227927.31624679	9342793.04462684	94038560.4623694	59930019.9329519	23533483.2141357	57714407.9216515	38303009.0942278	25634131.9036022	48963442.2095129	13068106.5858645	16394067.056127	25478449.0797666	9105925.08989072	34203100.6801763	65594825.8739725	52976180.8718423	27069969.0989541	26347068.6236789	30530517.8378178	54737198.2074812	19348415.2337711	26182937.2173007	7451345.53015344	52209009.5194898	22916731.5204024	51076822.156638	23275419.2764766	28250798.1690012	16479547.9912768	43830280.619117	50751212.3397723	41304740.4238791	27194123.9080557	53823349.9807762	53754363.8034703	39714387.2154569	795240.11344793	92802411.6523165	121428225.250385	30664445.6917304	21489136.236208	20908826.8595349	33750309.0875944	25296064.6093101	54153395.0275745	32074701.8429329	56427112.2554994	21493566.0342443	9931154.61277403	32644606.1879644	20336500.723097	20688549.9390045	16365437.3276029	32013598.6749319	28180112.7661497	22818751.0161717	22821296.1873483	24927251.207578	9067948.2808795	45379106.0749231	32417454.5586708	37665960.3045836	35061454.9991907	52440311.2135934	40851174.4604668	43992027.4805401	27624360.8393186	31996117.3469668	65143901.4414508	37264576.5328959	40173078.6453022	65090780.9948614	19271185.4999367	13032683.0189617	16102803.9473435	39491543.0828761	22921683.0659818	27735464.0126041	16762858.4898358	38132882.2725583	30169.6562039433	61910.3240055378	5239.25851614609	30392.9083911625	6451.22086688494	63030.2379594435	3604.04374684429	39229.8381347059	29458890.9819842	53937530.5555894	24747055.0616021	19394843.3071095	38781991.6498228	31412486.7448994	61925628.2972929	32672393.6857187	33382024.801116	20876471.6537319	32169087.8788616	14103893.8424877	35791617.7315845	35180159.074661	18951391.5092	41302514.9428921
090827_MeKO_01_09_ID107	090827_MeKO_01_09_cmb_ID105	U			1596.8	427.8  Win045_C01	106		FALSE	0	0		1061.34943356969	2024.34780449454	130.254108648909	258.677552572347	222.678045459582	6323.75527491214	6.66977591404038	55.7286439450203	69.3594451533061	296.403769614691	871.988121914803	12.2724151886759	690.505508029123	1.10891809688995	304.593900478412	1685.91593164555	500.250380933868	2696.51633755174	98.0910073415442	544.549755554337	279.779704692058	173.168546970774	565.046260357883	155.554200570763	1001.35149231714	0	17.9592298376412	57.7613924327506	5306.91582924617	1510.9146160047	12935.9508479137	2.66941103972164	2374.19687017042	578.856274923838	997.317532993395	37546.1479604095	85.4896028066556	265.731924813272	93.1625378338605	2.88318643430036	1.02661541024871	9745.22956254093	532.276279215771	102.287638580877	1539.8203262797	1768.78353382285	1182.12102557021	448.725483939442	9746.8030682673	1396.96562811369	0.982488290214299	11893.7341511384	2225.95098318216	2897.6553026295	56.3280965468921	927.732168113174	1712.90818545687	575.016789307082	122.003903008761	921.306936332362	3202.71931822769	894.74753545917	2579.63273434224	72.1991671612215	126.556471500896	208.621889348097	51.7892334486761	4285.1988023998	281.955162641002	289.352282332836	1000.24509447454	1821.43417451002	264.437368000462	46.2397479542143	222.314030512352	128.201270741578	3462.32364027646	612.657624224667	604.232773858741	3341.78440315891	12120.4165377026	8102.18177338825	4022.88395468295	13484.6723312449	472.318052325273	166.579298321582	21.1752965026041	1291.40630486714	3101.47771373364	4492.27301481574	17.0942240871316	516.040528802132	3469.84184021109	69.9908901253614	154.699210960304	14908.0995037338	1337.75008218123	35.3937954717204	55.126965511296	70.2584401714465	0.878233079230675	11894.3194214503	261.049754022883	201.381213284424	707.433006330809	198.218980764719	746.079034396037	2134.88985329921	24.2702642074146	1822.11124936102	217.723355350652	2071.20959002888	295.505724359863	7172.62472589672	136.162163452142	260.429619968302
090827_MeKO_01_09_ID111	090827_MeKO_01_09_cmb_ID109	A2		Saccharic acid (6TMS)	1616	432.34  Win047_C01	110	Saccharic acid (6TMS)	TRUE	38165-96-7|87-73-0|576-42-1|5793-88-4|25525-21-7	d-saccharic acid		17775023227.8785	20125643521.5826	31185825773.4084	25983346736.0683	19566676662.3203	36395237283.4906	23404823395.5132	31894396935.5924	33077139991.8201	21762567613.5728	29668473919.5726	31127617119.3919	17829768753.7492	16113680715.9831	166084544707.007	72816514123.5792	106342293717.669	86367547833.1397	174635951840.561	169468916294.755	124234817082.343	102342447747.218	35012253288.9516	15573027719.5495	30535704437.422	30566232926.9544	28402989686.1829	28179413838.1413	13241003942.0925	27210891064.9711	34931663716.4121	32629064315.357	15507332995.2177	17894988410.1101	16240815936.095	19479437065.5506	28669807203.1055	25696856597.8792	46146403004.9149	29872468073.9667	36032039540.6459	11137724878.7061	31334667292.4494	26673769573.6307	20807209052.2562	14517722611.6889	15826526630.9291	22670797830.3529	8403702110.24295	28192479081.8491	23370538523.6282	8876837926.23581	25167609163.9813	10476456434.3912	12179167540.4463	26785718967.3985	51392291397.7893	36679881664.3889	32950060170.5178	19135210852.382	21889140559.9032	19707730352.0499	24385831241.5736	20925376741.3515	45420850862.2786	47157398661.8182	23393279607.1419	25545559752.8141	23146752118.6896	18518552424.2201	28540535569.7966	18336055003.3945	15390895504.1834	27681026779.0706	20441654159.6937	15398063237.9689	22381767194.0561	21280986611.7291	19274170792.9397	7095655992.964	16999302826.1157	23792706149.5191	17169061405.7183	30050090069.2999	13271133426.7835	21019286731.0108	14613469459.6899	15933315138.1933	26257654656.4078	18062519997.1972	28966549744.0355	10189546769.4593	14424047200.7126	16329827339.4312	15317661212.1594	15123124831.7349	25655055304.6811	8856060391.53466	25046861208.3624	19074757098.6493	13407809739.688	24066761507.8898	28729273933.3408	18744584727.1113	17723453187.6026	14395436542.5125	20879718386.7762	41841796775.9412	25988351570.33	21472802305.7973	30772461358.6906	29473448032.8628	14020181935.8201	31969390831.1764	23049309632.6871	17332651089.61
090827_MeKO_01_09_ID112	090827_MeKO_01_09_cmb_ID110	I		Phenylalanine, DL- (2TMS)	1626.8	434.83  Win048_C01	111	Phenylalanine, DL- (2TMS)	TRUE	673-06-3|150-30-1|7364-51-4|3617-44-5|2899-42-5|63-91-2|2899-52-7	l-phenylalanine		1017260826.36689	997374422.802311	1117514955.44151	947952157.936047	1183588141.48928	1613841599.89621	971093358.995917	1551415331.98176	1686426222.31005	1089882610.78149	1416629745.59888	1638573808.3303	1454392987.67994	1784861556.70399	2285975866.59879	802431170.558422	689503972.260405	3099967335.29865	1793063939.62403	1659629511.4845	2737590855.04907	2567357319.56378	1145464280.21359	1082112773.35843	1268146609.29805	2696997789.83546	1059182998.72711	1342782746.36827	1336067037.80319	1864950036.33432	1571601625.12495	1751936508.67196	1178865760.50106	1005053034.60391	2233821913.74034	1963993255.54355	1816898355.03016	2458140640.50712	4183476596.85838	1798521122.50626	1612732789.59854	1589057269.57042	2142122594.83118	2282738724.7428	1463297068.23709	797580945.191142	733820486.165383	1045677334.85305	2426835328.95185	745912846.824323	620917271.362189	666676278.342583	1155315619.26071	1064667833.19387	1057065923.0724	1123751299.81966	1423985000.11135	1461271025.62973	1605240924.15283	1358226446.61889	1207233122.95154	1065473963.5955	1209495346.45188	1043889988.84593	1333369861.21902	1455952132.67713	912687518.480373	1485269196.0446	1643917072.40554	1472648382.58146	1552345132.58461	1333961795.63502	1161325804.5973	1244167897.58524	1377937857.31836	1224875900.27337	879726165.956701	539259812.041417	784655614.458846	727417864.253392	802712585.975341	770549585.272469	873545773.965491	910316736.905796	1004772266.34734	706227465.298085	859363423.582878	929422260.046805	936330301.514834	674270538.268628	1045471401.13984	915146617.469285	2139192240.57292	2208720996.95494	2620499099.44644	2434602696.86523	3606886009.65681	2285888459.92369	3058306564.29379	3817087415.63237	1238394211.35827	1463118270.49602	1539847502.04516	1316742030.46246	1873954347.92712	1843073250.98557	1590325390.91638	2209573333.13946	1480173760.12959	1626290289.73875	1618698102.75955	1618595434.6894	2158446577.2704	2654798438.59087	1993265602.29765	1973432103.36575
090827_MeKO_01_09_ID113	090827_MeKO_01_09_cmb_ID111	U			1631.5	435.86  Win048_C02	112		FALSE	0	0		11000450746.6917	14780342635.6774	12583087829.4433	25656587314.2535	14251206110.0616	16892463669.1032	16544533035.8712	19542099635.5472	29235074139.4519	19649661458.2485	30870712377.7438	19794140017.6076	13969408367.4344	19550846063.5746	79613283785.3712	69727776075.2869	82695803349.667	88554530295.3059	103453662642.435	54389392605.2177	100009649205.015	85624199421.8684	30998486470.2557	17667059341.0533	25093075915.6421	21467972622.4038	16758045110.8385	34033475562.6009	22871482377.7802	24829767085.7295	38271365771.3781	41539182663.5892	21856108029.1171	19766135698.075	18099532960.2601	28475510607.5543	24872477796.3896	27084735008.803	58742932233.7876	24251984936.5405	30430401242.4453	19994080616.0202	35617322807.3604	19255650038.6334	23368198792.1686	28242746817.3063	14295877864.9582	13211406103.8873	26504709861.9114	28752595273.829	24513971825.4882	13132385496.8523	29514680845.3271	18426517554.4384	16759575570.8275	35903058337.5477	48981543840.1599	30715542424.1391	25305084444.2557	31986619677.853	30916527446.1786	24403892542.7589	30363556430.6128	41845554168.7661	41678336457.811	36941593332.1873	39868913359.7861	34123610682.8278	36261017038.4762	27478327316.1031	28822653624.7713	25579258820.5935	24544922126.9821	37208103981.0386	30770336990.2256	28713528183.7364	37291822092.2051	33465204597.0941	18922153725.9246	30863827102.2015	23094982753.6835	19380152352.3329	16891764853.249	38244680018.3553	15083366001.3827	24304056309.3767	16027160674.7918	21730501514.2502	31646670363.8542	30043860057.3281	28801693486.4139	15832806821.8451	30474882119.1965	23116862123.2819	32851824480.5442	30477585358.0487	26944764456.0145	16938736545.7184	46936207521.7043	36700223931.3433	26041498937.7905	26857299636.5655	27923291502.493	24820521716.0677	24987463851.5377	22589180964.5248	29667551559.0856	34385960648.2579	24839400938.7767	30272868955.7149	35307762311.2931	21876744141.7912	22637814371.2222	29553474783.0501	31974273831.6554	28173598041.5078
090827_MeKO_01_09_ID114	090827_MeKO_01_09_cmb_ID112	A2		Arabinose, D- (1MEOX) (4TMS)	1641.4	438.15  Win049_C01	113	Arabinose, D- (1MEOX) (4TMS)	TRUE	20235-19-2|147-81-9|5328-37-0|10323-20-3|87-72-9	d-arabinose		129340145.915486	119181093.315399	77760351.8400028	63018078.207325	126923197.512061	927289500.508121	42923715.2131402	257820014.73414	607170598.363532	75961688.3785406	48566245.5725134	75511680.6154336	56200127.4707049	370762484.994537	309254424.821383	238356569.298177	540102772.208933	303672428.905997	209611085.646495	373658326.225593	222697071.634228	365251713.940928	152155147.824405	142618215.208445	128930202.187852	424345244.428902	139708210.31018	90561684.1929007	93877451.7653371	135736188.073557	121013784.725742	132081745.640354	97106435.8904909	193905572.780805	177890669.89596	134788317.812652	151885860.931599	186609460.161424	82645224.3559985	148137669.087958	401498219.876049	73381339.8006279	126142082.630473	167819698.898878	94989491.0255983	218796515.183431	334974412.725366	330439911.445001	87994617.5294446	231063955.455328	142524676.363769	215709308.781855	412273172.914181	899082973.113263	149228992.594535	117968113.727163	159448333.838756	218208633.445776	830687096.321829	245032161.191148	109501127.545061	84366088.5294374	206285444.582686	121868580.490256	107772836.831865	321996629.093756	110157620.138097	142844019.927214	93927013.3689325	121673455.992243	123879765.102747	133059405.777598	107429960.11145	190777281.03598	202223488.692027	79210817.8797428	99677103.6376168	163944234.686875	158619227.312078	135969238.475247	153724179.526543	114847698.09221	141489785.232219	108701538.9684	159735734.956974	150148177.272972	76426502.2807129	62205464.1943598	156750076.33507	98782766.9637029	128469893.028561	106255290.813474	1329989386.41672	454761891.040377	1154517891.74676	1203969667.52417	380863524.725474	1138139961.51926	857721965.066552	924399901.035642	80381166.0296024	88972827.0056799	167411276.461945	155478747.584951	97419327.2976504	115709188.762902	70168850.0206517	142132405.862747	352724478.848748	128617660.173114	142797046.278431	233639593.849297	127144439.251738	148323530.190508	175725562.282339	96855898.8937168
090827_MeKO_01_09_ID115	090827_MeKO_01_09_cmb_ID113	I		Propane, 1,3-diamino- (4TMS)	1647.9	439.65  Win049_C02	114	Propane, 1,3-diamino- (4TMS)	TRUE	10517-44-9|109-76-2	1,3-diaminopropane		114047013.063804	142733059.081601	162873218.370619	126103801.247291	134375693.365231	286277838.341712	152101253.395841	336103691.099891	465554100.356576	193109940.704551	185254360.068943	201004387.663905	168182304.353909	274869584.325162	164666959.628119	111889260.552894	209907965.908185	242169653.85201	145738966.406127	183130814.978116	270241570.798048	210710119.352583	283943502.260542	171906176.282946	259476476.198994	264545920.964073	167770381.071051	228634841.205895	169943814.023811	227826878.396347	142559010.529225	219592725.196628	137796361.76011	171473551.028943	256552495.624802	177424093.909518	157348047.597599	203784129.170674	365065045.213277	155160896.852646	213872105.15147	120217337.386567	150427973.698119	222481340.480466	127889556.850805	211951541.358165	226212453.999922	263155650.019476	331735406.9585	284228465.751815	191996315.059602	164978559.062273	214451033.277523	263470658.557399	187282221.370049	180553799.107749	271138849.329097	212137656.45443	183174582.883756	187872232.298428	191242085.942453	222255710.589931	204898092.987121	219248979.989154	165026234.115915	234958592.888235	186061451.022038	203427785.02808	151892200.866202	147899153.312678	224798583.476604	139175150.436342	131415871.061243	144496268.809901	131793292.500094	127628205.838536	137597731.391226	137968484.273477	92681215.809967	112870865.917238	139599060.996097	117132615.607657	107220661.255465	138769050.996563	126552212.594981	111623932.490492	143883663.701437	121585403.907219	170747116.249652	134197655.966671	124820950.367916	94112438.2597967	993882437.104429	818728359.638503	1255098622.38607	990083506.112338	1127227888.94759	761255321.05218	905309847.395819	1350865254.58016	143748035.8659	144511039.480913	195491310.116219	177760882.152588	120904797.360549	163082349.560023	104352671.024221	169143393.219098	127700337.493802	165908875.97311	147075202.902234	179629578.633168	187984060.182072	133581610.010394	142950899.563699	139485224.826052
090827_MeKO_01_09_ID116	090827_MeKO_01_09_cmb_ID114	I		Ribose, D- (1MEOX) (4TMS)	0	441.51  Win050_C01	115 X_286	Ribose, D- (1MEOX) (4TMS)	TRUE	56196-08-8|50-69-1|6915-40-8	d-ribose	 COR_OK:HDA	155967927.797847	121747490.888669	177759467.671306	195268777.741415	245546393.34113	275832507.383453	137735284.558573	397701325.856192	469172739.846382	238836441.797358	238464731.144038	293201695.320178	205212529.88793	241893655.478335	538394208.278765	384929043.229462	480081566.171825	725472104.322689	628117565.279693	430495060.25427	528923818.355556	611505232.84359	386226667.632978	293875360.260528	209002430.608688	348059865.716847	226550901.099169	304125202.431869	181495999.78718	303845955.476637	233932960.779007	275636227.906781	163903748.122952	207067920.789142	239841327.787835	368706909.949637	199656385.001302	316059757.1218	872965894.711947	192946874.765724	222510041.280263	244595124.493751	498566970.131529	311636303.959583	124585778.268937	340784596.865867	371523568.364863	251340473.471995	159978553.532989	347219465.798884	365873816.926964	340758766.955479	205732147.263775	238183322.652533	198305532.949189	305181528.047482	534081738.427768	471379468.018744	317566308.466073	354487051.42667	270912402.440441	205640565.880448	313425644.180924	413081595.094345	232277561.508367	203945554.777047	150441961.855634	302796760.532459	378629454.936128	306428737.170336	278358252.41549	200408403.063623	184370324.179268	169043965.900262	180646548.82581	171777284.736279	206714060.262842	189100669.135575	127031998.839063	147335376.503948	204893518.068253	130681338.205213	165766094.803448	188282789.325012	163573534.48721	197871342.4587	130588953.775796	194485827.907702	199175217.944691	208785278.666072	171582254.833954	125187373.871846	610978145.564038	515099984.70602	471477595.210908	704069008.613337	702341281.836257	317936098.092801	896764624.737704	771331726.898804	169558140.719503	223118807.922649	196710179.250394	138601987.106	164150735.102904	106879803.968283	171333476.847628	161606197.711526	248406557.781809	127149938.518038	181290894.46529	155140233.570406	168692857.245549	341402064.583393	160929740.935531	145271359.994289
090827_MeKO_01_09_ID117	090827_MeKO_01_09_cmb_ID115	I		Asparagine, DL- (3TMS)	1658.3	442.1  Win050_C02	116	Asparagine, DL- (3TMS)	TRUE	7006-34-0|55649-62-2|3130-87-8|70-47-3|2058-58-4	l-asparagine		18693164147.5827	26045711021.3013	41925184033.7063	28676841082.3459	22402674134.3012	82861247644.7388	36995556876.2423	73077710314.7899	100080902294.761	44481417444.0601	41626945814.439	44193534043.6642	32475118650.1948	58289360258.8702	41289847400.1733	40248744618.6332	53228592420.1034	74847007633.6115	69642606962.8613	63890506849.4374	95711103441.8884	75335983704.7234	48705853652.8748	38040398183.9404	43625386198.6464	48879612412.9047	29993713129.3666	49846600557.3585	39954535749.73	51484735506.5397	37350469392.9867	56343776982.5794	33998692042.1303	33880846456.8348	41780538332.7529	35420408024.9783	32631129270.0154	38207481623.2521	120814029024.877	37047648366.7712	42811820515.9454	24453015339.3232	38955603283.4572	46499039012.9076	30601500577.2091	68144987477.0503	32492911165.3288	47343558297.6997	61939348165.5009	61853087037.8107	38841350851.9944	20510555885.2315	38274295672.2175	63093877086.0267	22251291576.1349	30588919183.6235	45613703455.9286	33697772772.5654	23350821420.4938	27143977560.7822	29477109326.4017	29861670632.6768	27276436586.8218	33347869509.1169	37211239148.7045	45181936334.3392	34954565618.0532	32809001300.0233	26942751501.1934	22735367445.7035	37582637823.2684	17766339988.1267	20114336921.3679	29138390158.6778	28736517689.1469	25988141895.9627	30836957078.2662	25293522724.7038	17690650271.6111	24909095889.7171	17516307401.0254	18001192578.6295	16241047663.9746	28445802300.8139	23782081002.2749	32393721388.7948	29200462607.6471	21315316437.243	42777338874.441	35508715692.6011	32870888544.5991	29287101781.2336	132831009336.112	128072766929.487	126706170696.394	135066391365.802	158240248990.588	96700032452.2382	161110527751.418	195355463933.332	27232009667.9569	22553301882.2708	32432310694.8613	34604043378.2689	21042361759.0715	31261805292.3496	21689461738.819	33917933018.2636	39746675930.4049	29906604368.2795	33261853947.0858	32351735051.9016	41699460832.4663	38529626778.8539	35676432308.9538	34975721185.4976
090827_MeKO_01_09_ID118	090827_MeKO_01_09_cmb_ID116	U			1680.7	447.25  Win051_C01	117		FALSE	0	0		43978497.6056864	48473176.9001151	182796357.1703	23435324.9784693	18094649.3635938	574899746.240572	97554943.8505598	619368160.844514	1503713233.78943	216836453.560167	319370318.71131	168089779.253009	206957698.562187	397295658.682971	2436132379.59648	1577514059.25719	1685572348.68852	1963010412.69108	2484223350.35807	2461626109.79433	2813604764.58765	2438888649.45183	1787316861.45623	863650042.14966	1119468822.69088	885162200.812929	782451718.594027	1323205796.73582	1198754126.18465	1189860403.77219	1494002397.33805	1660353089.75209	1117351862.79254	1452306254.3981	2039333196.88586	1402123853.36374	1234115999.50182	1676967996.12545	2910291816.72345	1263653972.06506	1402361144.38795	987610420.994417	1445979701.89174	1606794845.50413	1241858146.81533	965914503.554244	615119774.762694	645596079.256892	1205781712.55596	1118579091.15207	304144939.04428	403763963.975487	1292041979.3436	1442778518.86286	711708941.115359	1109405002.89615	1908235149.72366	1439502219.58298	1188241677.16678	1216553279.36354	698025703.788342	852068067.894746	585688222.927044	636051699.726879	911606979.264951	1344427074.9427	791120600.686706	1113669247.88617	895180295.408399	996984574.793501	962936631.14941	640198230.106358	622069626.379147	968364943.891693	824012201.002264	710886982.483276	897629077.960892	747897680.889219	641131351.104597	674934992.271751	3246312410.26916	661481377.201311	370692290.61653	706963696.402106	639378871.417455	622453069.411336	685654956.220617	507822162.875204	833796108.947852	553765878.396651	781188538.69	376031424.232713	1536356627.17394	1405025112.07073	2569779939.3595	1856138202.33195	3913991162.93851	1693332498.89699	1454357331.53958	3522996755.75273	825371894.416265	798984792.852174	923189558.972023	836281161.869653	479942914.977571	785138317.750171	686922993.020176	1010950444.86549	1086647337.5509	868038319.618684	1331097186.22357	857461810.507721	796805699.634675	1109123177.91994	754382049.986001	808421590.778294
090827_MeKO_01_09_ID119	090827_MeKO_01_09_cmb_ID117	A2		Suberic acid (2TMS)	1687.2	448.81  Win052_C01	118	Suberic acid (2TMS)	TRUE	505-48-6|43199-48-0	suberic acid		174441662.583412	105840507.042071	288840975.080848	181029271.80587	138910333.937196	349064540.994431	173208035.191702	202191379.451105	254639393.527	246465813.167068	388104399.248161	406369435.060035	371869929.739182	384187586.742536	573115628.13278	712247060.502119	750658836.448357	925742713.838224	1185042822.06675	1037584548.36714	1063760962.35447	807444785.068082	437696496.964677	486904556.346457	540764673.443946	448808161.656263	466555110.90262	424020979.539524	535330112.292289	546209939.230851	968115833.413365	779104899.487165	793409606.119295	778728749.409857	544191422.906391	559751226.905749	813767100.402243	641308511.33958	637577470.199225	789169882.838706	846149878.521142	854793117.008989	1098035825.66732	774004703.76895	1046177686.68812	58440649.4990677	379002410.761948	205403120.739111	210059643.616424	249773423.098236	352554746.978999	598013026.888413	169106737.257598	231295495.364098	308988127.625249	225360353.285278	185214497.844967	208157688.174513	162997117.495376	240106233.319904	381600394.55909	157731413.202738	368374601.624771	474563851.921362	871586582.241143	843010920.694325	600683189.994357	743688734.728362	1002901062.81538	840787461.532444	516171526.573104	716538043.729209	677058822.599515	974027004.777594	1135448964.82055	1003636436.29588	949270209.353131	1293499987.45722	1179817331.31745	1071814023.75832	946650009.030954	873001881.360221	785196344.604696	1299703896.69324	484686554.89081	539470685.654276	367945828.033956	571734406.695524	511413577.934478	406405505.819842	543267867.275744	549487436.95262	588683405.412399	264547686.333946	314668950.972882	590846402.149622	380098261.153858	369132704.954898	416102448.58076	358537446.917559	805157184.339139	985221531.327716	988641862.102101	974400910.79802	888824273.219678	1146624077.64104	1087018650.74512	1376510289.06716	703957494.189396	1053706047.62482	1333787696.86998	1184935701.30453	1093246145.68021	1171475255.72034	1214141487.42582	1311811438.47439
090827_MeKO_01_09_ID120	090827_MeKO_01_09_cmb_ID118	U			1693.7	450.27  Win053_C01	119		FALSE	0	0		5015119727.33915	3944101899.77254	5653584412.9979	5056988951.97578	4389090487.24312	5966515653.41443	4734159669.22512	5097548429.30759	4356488890.40635	4418125897.81834	4385875425.03364	4254411825.0875	4913843397.04882	4456586483.60279	4864913672.63896	5849687525.81434	5020230963.11996	4873708626.00762	6432374930.99721	4356729962.35024	4335780929.66812	4834977385.25089	5598005882.26718	5007915794.60644	4588593082.92803	5161133387.33766	5209317946.29511	6129701734.09966	4920904765.28992	5225790896.53784	5727588490.03145	5308455761.0123	4849161915.33046	5314529321.64428	5276855567.90936	4723736587.91967	4861477858.29321	5810583473.74492	4027822379.29286	4383945972.59728	4750338916.66002	4936029847.94629	4938052325.21955	5055596826.83884	4388829689.31688	5571530994.32776	6741876083.53563	5344776048.63608	5205382248.98193	4424844056.70261	6305938651.46115	7755703585.72822	4904578236.68401	5680226154.70286	5075525923.66606	4662804115.51302	6046483366.4055	5994712470.7419	5104121375.93603	5304557212.51014	5109967652.40379	4999794407.3746	4187276054.98962	5291850526.6415	5391432210.20063	4730602841.00555	4495306615.39283	5149590168.8317	6308783606.47957	6075705980.62397	4179302053.96116	4036904029.01461	4532085853.08374	4182404066.97917	3612839665.28007	5016783302.18968	3689311665.38245	4433389044.74417	4534262593.52363	4248365147.37843	5462742411.31971	4325634956.47606	4374414027.72025	4138285456.86415	5664710334.10046	4136303174.15835	4428882698.01233	4758783760.01864	4750310555.17355	3655648008.79446	4246036673.74071	4062899707.73332	8589294954.03227	5347330215.89693	7241665546.10668	7060424062.1804	6561333916.04794	6312472648.43848	5666512264.8163	6907329513.2967	4601701457.93213	5686135167.29136	5021532111.26452	4105607313.08814	4026189321.28009	5802007413.54843	4914034415.05702	4918352300.87177	4410495898.71594	4466465576.05681	5373939658.43855	4944783904.41394	4299063745.99703	5074723569.93573	4602397433.95028	5679475013.18843
