Numbering for matrix	Numbering for unique peaks	IIS_I_A_or_U	I_A_M_or_P	final annotation	RI	Win	fData::lineno	fData::query	fData::known	fData::cas	fData::preferred	fData::action	MeKO_01_01_1	MeKO_01_02_1	MeKO_01_03_1	MeKO_01_04_1	MeKO_01_05_1	MeKO_01_06_1	MeKO_01_07_1	MeKO_01_08_1	MeKO_01_09_1	MeKO_01_10_1	MeKO_01_11_1	MeKO_01_12_1	MeKO_01_13_1	MeKO_01_14_1	MeKO_01_15_1	MeKO_01_16_1	MeKO_01_17_1	MeKO_01_18_1	MeKO_01_19_1	MeKO_01_20_1	MeKO_01_21_1	MeKO_01_22_1	MeKO_01_23_1	MeKO_01_24_1	MeKO_01_25_1	MeKO_01_26_1	MeKO_01_27_1	MeKO_01_28_1	MeKO_01_29_1	MeKO_01_30_1	MeKO_01_31_1	MeKO_01_32_1	MeKO_01_33_1	MeKO_01_34_1	MeKO_01_35_1	MeKO_01_36_1	MeKO_01_37_1	MeKO_01_38_1	MeKO_01_39_1	MeKO_01_40_1	MeKO_01_41_1	MeKO_01_42_1	MeKO_01_43_1	MeKO_01_44_1	MeKO_01_45_1	MeKO_09_02_1	MeKO_09_03_1	MeKO_09_04_1	MeKO_09_05_1	MeKO_09_06_1	MeKO_09_07_1	MeKO_09_08_1	MeKO_09_09_1	MeKO_09_10_1	MeKO_09_11_1	MeKO_09_12_1	MeKO_09_13_1	MeKO_09_14_1	MeKO_09_15_1	MeKO_09_16_1	MeKO_09_17_1	MeKO_09_18_1	MeKO_09_19_1	MeKO_09_20_1	MeKO_09_21_1	MeKO_09_22_1	MeKO_09_23_1	MeKO_09_24_1	MeKO_09_25_1	MeKO_09_26_1	MeKO_09_27_1	MeKO_09_28_1	MeKO_09_29_1	MeKO_09_30_1	MeKO_09_31_1	MeKO_09_32_1	MeKO_09_33_1	MeKO_09_34_1	MeKO_09_35_1	MeKO_09_36_1	MeKO_09_37_1	MeKO_09_38_1	MeKO_09_39_1	MeKO_09_40_1	MeKO_09_41_1	MeKO_09_42_1	MeKO_09_43_1	MeKO_09_44_1	MeKO_09_45_1	MeKO_09_46_1	MeKO_09_47_1	MeKO_09_48_1	MeKO_09_49_1	MeKO_09_50_1	MeKO_09_51_1	MeKO_09_52_1	MeKO_09_53_1	MeKO_09_54_1	MeKO_09_55_1	MeKO_09_56_1	MeKO_09_57_1	MeKO_09_58_1	MeKO_09_59_1	MeKO_09_60_1	MeKO_09_61_1	MeKO_09_62_1	MeKO_09_63_1	MeKO_09_64_1	MeKO_09_65_1	MeKO_09_66_1	MeKO_09_67_1	MeKO_09_68_1	MeKO_09_69_1	MeKO_09_70_1	MeKO_09_71_1	MeKO_09_72_1
090827_MeKO_01_09_ID043	090827_MeKO_01_09_cmb_ID043	U			1184.9	311.66  Win012_C03	44		FALSE	0	0		389909491.500134	966965228.881843	244850075.78426	16119454891.366	413232496.431087	6347097291.24201	8743647312.81541	192182974.521069	81002646.8517002	529960025.4339	9066578659.98735	13034659426.2128	53923373.3354293	1628737520.74401	4649590713.05825	4838215900.16606	724785534.79303	456426805.779526	1016625897.65617	195964386.208938	4495930221.95705	998810840.389048	676721223.950052	60733314.1256611	90848758.985402	3527334728.41194	75479439.4508706	3300373454.36897	663666151.142763	47672879.1782001	149945760.803631	1325464247.57908	1103986.74051083	269717015.878582	37824823.0501207	3417408060.92327	29012273.7766242	59376560.6547742	25647831.461871	6236392.01552732	9782871.01632021	27116.9402018619	9213883.42342888	390439559569.931	394166696.306085	93247589.4648639	360961448.90654	63940291.5987532	54467.1016448587	137992580.875814	516854.278362284	99973587.6915573	51386815.1801443	334315543.955281	27010112.149719	261469392.766377	0	9984184.42909149	22660680.0668945	73551.6169690338	15341.908915817	45648.9193389642	3223401.87651043	85678.9627822108	108695.843257232	84326134.3880264	248091.881150954	63727598.4405876	1602.17607094418	2423.09574439714	4479088.41782097	3646018540.95342	15475972.3250154	1624017620.20902	1876187552.15418	67094574.0997164	1529292534.73221	439585119.784421	2541280285.40575	3081160650.91794	97611963.7380564	1093154421.79967	3741558344.85078	10720693.1168783	10175232941.2655	906401241.013455	38596420.2140552	3891001.23701801	6203812592.75692	73432437.175324	516777995.507286	2113235553.41003	0	1289433019.97502	259436068.089947	68739316.2828501	212548255.337795	13710680.1512588	155298412.261489	179311020.323671	5854501.44731319	2009025808.54562	813934056.310991	721594589.902393	384169989.984048	608449796.863925	618086.197202911	2150942185.3225	487662848.454291	191515811.117112	474135059.448317	10738523734.1133	2417812339.53524	7950552856.68181	8134726870.3898	4553581544.71998
090827_MeKO_01_09_ID044	090827_MeKO_01_09_cmb_ID044	U			1194.2	314.98  Win013_C01	45		FALSE	0	0		3446593626.55978	3423004719.56419	2217621422.71937	2720676034.90195	3705547432.90821	2546903552.80189	2677105140.95198	2404358164.3918	2554022419.5487	3207334236.04493	2468885298.71184	3021297771.9941	3156110075.69545	1960257433.17691	2709832812.39155	1773185146.68309	1292769856.04076	2258857270.61782	1565745298.56713	1853453025.42665	2991569713.55807	2015091757.61261	3063966772.68375	2018463845.49419	2712559160.27452	2274501619.0781	3297052478.53633	3028955264.25521	3163620731.4245	2395655605.13966	2438971071.08624	2046432824.31288	2173306749.97272	2647090225.65826	2811248957.97083	2298743714.04064	2547772588.09985	2245993110.26083	1567405432.85824	2834483975.69407	2546187304.94085	3134362994.27514	3377207207.78837	2493737692.7141	1959878404.3912	2903008176.12652	3163186220.63334	3932832291.2225	3894199282.09649	3854471007.64371	5131171309.88589	3750551813.86936	2315113545.58552	2524132879.10239	2983851518.65485	3170999840.44184	3517976156.95629	2972964006.1397	3143421398.47066	2505372445.03033	3200429741.73957	3057092526.71163	3574076592.26281	1784851330.03096	2282224171.29778	2353523900.76464	2117915267.36842	2474892360.00833	2758988585.54856	2328501790.96289	2530643363.12535	2308129518.9357	2493450705.589	2879640091.88978	3027005075.12022	2453757303.72024	3291633865.2926	2982205174.49612	2417783973.01379	2431698266.83317	3825495496.13425	2347539701.94147	1839163575.82481	1819538391.56076	3029575828.87112	2561917723.64536	2266417770.48344	2955489281.09358	2065654506.31641	2426636301.66078	2894991328.50315	2016427033.3451	491521626.132215	905749747.230456	642854949.481673	1254034833.41556	1244046297.88431	1150909717.4744	1088909760.09253	761017816.666399	3408687463.02714	3231851397.02961	2318376540.34549	2170246047.5287	2527292652.4349	2333157680.43382	3068576011.85142	2195576871.08349	1563028416.86625	2378981997.82245	3568440830.36863	2907863943.73525	1909640215.96538	2784893693.93947	2336879442.65731	1951353020.80254
090827_MeKO_01_09_ID045	090827_MeKO_01_09_cmb_ID045	U			1195.4	315.35  Win013_C02	46		FALSE	0	0		227131921.022502	178166990.72395	169534706.536684	186669898.369607	166499593.687301	664020943.052231	150754419.017562	368118154.537618	446994228.358177	204136008.448663	142878007.159175	191700104.115777	271337623.753885	0	271242584.99131	232669204.133336	745287475.037669	425791306.096401	526744206.45249	527954335.667695	608121172.725377	438319365.285238	313915410.827927	318294092.734845	362920301.010194	571965578.540655	205075615.002545	298607635.14243	405353583.884146	482855361.358199	198663637.282864	246119735.981567	211157130.619299	310699078.966396	168233127.51462	230148377.260779	335404418.245616	364756750.13521	574051907.358432	328961718.641338	526641186.791555	426165967.2383	207132606.811806	304825204.332129	187521334.639364	183973522.158567	96129585.00605	191594581.411077	264836671.438884	216327761.478691	380589768.813255	115124211.265706	278571248.197631	354744901.012661	144437990.876867	300443868.257102	297578378.239963	327449597.594031	231705708.082233	216081553.502392	239313075.430781	234943981.245268	248171148.456198	272291209.109982	393378564.336504	457366156.562175	582066083.319007	441164741.342811	187011115.382289	153856710.050719	415219433.388842	140489020.955476	256331508.508359	327826125.555842	367604517.900882	222347453.266876	254412225.58556	211793096.084335	220372584.184282	173303119.140134	170400347.235017	154664829.471343	160509892.780897	170843117.663181	215095961.498055	299383634.848499	156045116.867259	217448550.146302	192398667.205035	209364208.979149	247268971.519629	199408824.930689	1210530517.631	719868253.403528	1108506462.24865	1611222471.35065	624158618.190281	1052834260.5829	572776364.128445	774658761.669764	195747674.862797	168747727.11747	187937983.754632	238614575.871968	226471378.22529	146906328.094219	216821291.142506	209097811.114319	218815302.067298	278826551.541977	204047332.660337	430747348.93978	248247032.007664	260784123.997918	347591113.924241	177242361.442922
090827_MeKO_01_09_ID046	090827_MeKO_01_09_cmb_ID046	U			1199.6	316.94  Win013_C03	47		FALSE	0	0		23306656.3060824	17691357.3103992	26090993.2646361	25288795.2357169	33247910.655032	28861163.2764649	23120241.5817555	26300784.7927102	31754904.2264496	33891810.6750701	14916573.332167	20269227.5989647	31206580.945258	20603339.3195064	21481569.7955657	18350076.1081149	23784106.0776178	21428093.6352039	18720356.7802753	14914100.4940834	16801450.8923608	28872813.1586294	19484324.8673489	28073738.0086508	33531335.3679067	8527592.73435275	15939249.7067949	19422035.4143947	31347312.7781415	23290115.6574866	28933986.3868979	26018690.7203093	21289949.886581	16595162.8662769	23878394.7948104	17765142.8022457	31033875.3977187	17271632.7756499	14695451.7891773	31044982.7354206	33945750.6419875	39159641.8507676	40923316.2844668	9749780.19366713	20615884.0590917	12049575.0715188	14509491.6880476	16305829.808267	29801792.7465551	22218619.2636723	35257379.7476021	16290634.9265528	19227306.2548855	32813144.807044	12732966.7540963	20337324.7807305	26381869.3672566	26576445.8684752	3098300.16721159	15305900.0782665	21940843.875013	18285637.6326974	23900006.9025054	18830767.5488408	26798661.5183934	16516215.4400797	19651728.5316218	27943171.4420623	26108057.6015223	18231327.7547473	22022114.206273	16495964.3520994	15115623.1703086	12006229.8042716	16215430.1556593	15783330.4176789	10735018.9298833	27508303.9885913	9854120.94074565	6793487.77001236	15833679.8172403	10740054.4685777	9200084.25474896	8683338.39730124	11218842.9827462	15964425.6332382	18888923.843451	17754457.1829569	18839179.9742685	10661324.857546	16129046.0170639	10723462.9723572	1719709.96114231	1769781.55917973	3301730.28525838	3346669.23108594	3892615.11917638	4148733.13732745	3450850.52813414	2460882.23129255	20923362.1456175	20687959.470121	12126865.7434037	13330292.8262091	12250152.5609726	11329958.330792	14818754.8371431	8868181.9442854	7721347.50190768	11903006.5034062	17018200.4055255	13250004.834035	10501312.286261	11929058.0473667	10573413.8676708	6660192.02309969
090827_MeKO_01_09_ID047	090827_MeKO_01_09_cmb_ID047	U			1203.6	318.24  Win013_C04	48		FALSE	0	0		62813.7700714594	298177.50227916	1103080.49789921	739772.584572882	12075683.5788482	812992.806584539	634960.45619712	2897087.11689827	856627.520274432	758495.568453989	1490691.78552454	4594002.21690562	99302.8535567696	7983707.26505349	4545525.04965734	3052416.86975352	2310523.75556096	8763307.74546116	1457344.77889376	2197121.04206266	4641915.54107735	3066066.19313748	3474273.401152	1021065.09758603	6969665.63668424	2804219.5070006	1874022.70294062	1870509.5682651	703518.488405298	531941.108471181	752806.454114769	4004170.34937796	577018.118456859	2135479.55855421	3338701.46087364	1992951.78630809	3227270.14266109	2486297.46742145	1985478.22878169	479086.686493488	799841.413437068	1461604.9611395	6164521.65511342	4910628.90112926	623266.758610855	5797906.4787167	3639135.50322266	7671162.79728152	2718215.50871482	4240823.90106329	5531578.39184092	6344021.23579337	1638416.93554314	6804074.79042876	987260.028124794	473900.278443065	1256053.84288729	8378343.62753573	1936918.91938861	1810083.82293557	2855966.84071524	1838754.68237755	2642716.79221167	1264915.01137064	697621.313973551	2800217.81224084	212771.238563163	5035860.41857087	802193.888856064	1599914.61058124	754915.871059817	3176047.81344893	2657557.98548308	2473055.26879202	3616524.01999126	201915.024570857	2092134.65279977	2750040.81716798	1756711.73570398	1732879.40888336	9701682.87430803	1933331.30852465	1567485.33312626	935573.324361796	2546612.22809031	2978276.63146781	1194910.99886094	1418753.62689053	5104880.10446238	936909.847234892	3718679.56777246	1919930.26707219	2151794.97594299	6191052.84110309	2196349.0786563	2132653.23512826	14902262.4491888	3347717.07300498	1668124.6748474	1183675.12049725	3025530.69030167	1373131.12351662	1479293.68783339	2157933.83032543	2356233.7853093	673699.727088691	1946720.54869694	1913640.12426962	4158816.9964635	7613835.47583368	2706609.99491761	2001939.56530074	8710741.81790183	3529686.06765451	457497.686680831	1172434.99288143
090827_MeKO_01_09_ID048	090827_MeKO_01_09_cmb_ID048	I		Valine, DL- (2TMS)	0	319.83  Win014_C01	49 X_24	Valine, DL- (2TMS)	TRUE	640-68-6|15984-93-7|7364-44-5|7480-78-6|516-06-3|72-18-4	l-valine	 TMS:HI	2248263488.59171	2438531655.91947	2280796064.66108	3336702304.96909	2817560758.36149	3829094399.4923	3184599701.54027	3763235319.92221	3931044136.56523	2976891294.06797	3623766050.45093	5873223468.55687	4046436324.10916	4405955353.08693	7349747622.60122	3294860593.59413	7603180216.6903	7974567028.64398	6813579242.81938	7212952826.0323	8055255070.18712	7695087439.38733	3787874029.25491	3125658756.98877	4528904077.25411	9477118640.8697	3960113767.67658	3587653444.04209	4971226589.05231	5748453702.84551	3498501834.29993	3807081268.83851	3303855457.91582	3671606997.09012	6274509892.50641	4223646463.21654	5552661599.49559	5441746891.28263	7720707921.16026	4492017658.08563	4992650244.85853	4384309878.39159	5911316670.32711	6653080273.76706	4208082544.37454	4286734480.15992	3986571226.14246	4337445923.39272	5737040195.0738	4292824232.47476	3334532746.26712	3261123956.13463	5071459006.51566	5677383597.73865	4922626168.46093	4511709782.84055	7813816537.86653	7295793060.56794	6691316656.30841	4694075097.20819	5143382688.79865	3892505688.20932	4933932869.95146	4022479201.15073	5934377220.96111	6841107207.55626	4177462808.45286	5404126398.05395	4663189040.34546	4586618258.34551	4809078099.73054	4250657419.47766	4815341567.56759	5468027417.53966	5828293651.62113	4255472099.61647	3526394560.62923	3411169625.86183	3695372422.51382	2994303126.11399	2745629037.16961	3014457972.37957	3040480971.26547	2985793046.49417	3830498351.51357	3354759392.23379	3202879287.06932	2829868928.2606	3784775769.89263	2762194432.80105	3615095501.20572	3529064565.22	5499679106.0804	5474662062.00212	5720375288.47722	4045713420.77504	6474302753.91039	8005915724.28747	6259145272.72883	8561783148.83044	4419123378.57597	5355544807.50885	4180141876.84809	4245294566.22512	5681321984.69031	5175434141.27994	4490618937.82804	5867966578.90355	5057003540.65238	4863549647.32695	5187366811.75644	5110412135.65306	6682665991.44763	7430574491.21763	6318876035.63144	4574174299.22239
090827_MeKO_01_09_ID049	090827_MeKO_01_09_cmb_ID049	U			1210.3	320.29  Win014_C02	50		FALSE	0	0		1616005272.80871	1633239875.91151	1317059402.71353	2177376243.24774	1758141403.79518	2934444406.12109	1685949290.42189	3583090757.45814	3655815544.1459	2744615852.09873	1880802640.06088	3672461203.24243	2683942829.74487	2166757366.77351	11499174426.2917	5701551498.3614	12166725377.1458	11570819832.2984	11830597108.4293	12946613108.0262	17648338740.3359	11151714730.6638	3723440457.35546	2242485613.75602	3600814573.15571	5600227346.26587	3560276652.36077	3979702648.297	4746226031.60916	4785976772.54708	3149927749.36675	3342113353.31609	2673964966.69015	3036301958.99327	3179321449.37134	4210393308.5957	4471627831.73777	4948431268.9029	6027255861.71867	4116254721.95712	4825292240.2054	4616809687.91663	6024812143.74646	5793065032.20151	2661220921.64597	2910854164.74812	1695174160.04559	2499454184.80661	2777806543.73505	3303845356.55211	3407643544.9231	1519719038.47975	2826079518.93769	2772547839.49366	2236637688.77623	3979403520.03519	6935654977.36171	5809110959.43703	2667729134.88703	3307188971.02759	3919594814.67315	2531255675.53645	3757700895.37978	1567600317.37254	5017836768.53905	5875974057.12896	4490427803.06625	4203960449.99286	2173871316.63003	1948808837.06706	4310587931.19796	2524721853.50463	3438191930.3346	5232640576.50529	5942813144.43674	2929725074.85749	4427266462.59965	4160077885.30813	3082142157.26303	2424719752.03266	3461115327.02955	2797886023.59477	2604058923.13459	2657389072.96754	3383064264.75835	3281160523.99499	1813337936.00925	2701388660.92347	1976593997.57033	2133466328.16464	3554872226.10887	1637890147.26974	3369524762.87292	2786311361.91906	2855274920.96151	4274503517.30798	4726257811.16566	3606968909.33149	2577779714.50271	5102953530.81899	4302507720.56788	2961923025.65274	3438572641.84803	3034280439.84996	4590823263.87169	2714276430.05053	4238230989.80843	2878136024.89885	4526747606.05799	3834204904.46975	5147378273.1426	3715505765.3665	3375802148.54192	5634328160.30514	5151536690.89741	2592694934.80866
090827_MeKO_01_09_ID050	090827_MeKO_01_09_cmb_ID050	U			1215.9	322.05  Win014_C03	51		FALSE	0	0		62364372.6601645	67903103.3723017	58061792.3650287	94195370.165489	85073289.9216826	86627407.6138569	72491644.8634407	141140134.053876	156388280.25766	124533996.276255	80341326.9367658	126069221.760303	104170768.277594	72600851.7992801	201651763.433371	106027398.0188	221184851.795115	199881494.290548	302441559.494247	209461081.048836	420867810.479966	213926302.311406	143163630.714177	105597587.750282	124330355.353647	130439545.075576	125173717.123167	155203027.694879	225759965.410176	115585744.536854	121123858.878227	119514441.229412	139772081.30288	133796705.844028	183682048.651446	139262432.796576	126314538.419061	159272684.414341	173666795.878341	173474793.260452	196186478.685893	247426303.327342	291432191.701224	220075701.552655	158325585.256751	98982880.0627752	80066532.200808	63189557.8918273	135712962.292914	90443347.059204	153743549.906546	82781407.5487486	88183159.8800081	169587553.939651	112734051.855671	132226716.808674	170651363.889942	164644158.669753	64148099.655136	114452893.185485	128820212.688815	91360956.6869781	151866567.080706	74684262.9368055	240765350.616731	210760002.63368	186505147.221389	194827615.70924	132188407.721833	97560513.3996395	149567346.625258	105025567.668819	106179758.986727	170837187.068626	257701524.786993	165366678.724038	346605019.048798	200245656.061956	229960946.054992	175582910.079432	155141276.717346	147357780.091434	126296561.34072	146961473.405761	178507279.09262	122593014.906766	93618665.8338384	124927393.863382	24769538.6022949	69355866.8234344	149956367.261138	118538914.079303	362291789.752851	151380107.694865	103927409.176429	275676693.336708	182211974.869774	192077004.298787	148844252.424975	197913960.85746	150720900.627803	174853210.987291	144154454.849518	159529956.477044	164668060.470594	158523424.501526	136883933.103734	167562159.800117	89604278.2188556	171878338.058169	227231910.688441	170590835.183677	219557907.573318	217278757.048135	172239098.952127	92046577.3236735
090827_MeKO_01_09_ID051	090827_MeKO_01_09_cmb_ID051	U			1217.5	322.55  Win014_C04	52		FALSE	0	0		78572024.5122887	75508029.9860903	101317674.428015	116494260.606694	65322765.1238915	140249983.013865	118293274.574214	68421494.3371285	70481118.5392085	103669039.53892	97577879.7299297	161162284.742503	47042904.3428966	74662584.4546838	137768195.166913	144291798.102855	84501838.5334006	100174635.965172	83517093.2744621	80832887.2947853	131989617.529903	92479479.3799818	75209613.5567411	59546869.2212114	77465501.9583058	85524405.4916806	59279137.9242616	114806570.034275	91857481.895151	74432614.0518022	105884700.269817	92154681.8707344	63154709.4660199	59334065.8656264	96074356.8201105	141888522.113895	103620519.46378	117163392.16623	97341655.4525741	86039773.4187574	95776745.5642247	46998872.5631018	95844831.0995191	223980133.676528	113194195.531765	46587561.7988032	58722018.0628337	14278869.5150293	32802368.9440365	65600508.6159107	19122643.9454343	45636762.6973574	37130283.8081072	65817392.628441	25424124.7465836	64583041.348917	66613105.7506132	58050674.0192464	29929989.5682346	44517113.9088744	26060457.3296263	7140485.59245398	67904556.358912	36933431.9491147	23417503.0777368	76890276.6271771	49591383.3967926	66769633.6453874	6303108.93015128	41323069.1113546	52118052.9878128	132838127.072027	66432187.1119861	56633788.6397165	93134829.931446	48421660.8637896	71796813.0843765	64553078.802973	92073175.4408459	69940511.1603762	61232601.5092434	79149938.4200389	100131746.499047	33450428.355141	72092332.8833136	77408123.6662907	37896144.7793205	29647417.9976554	60251536.3356502	45723297.3388796	57267971.1686348	49548459.9920664	24102789.8234651	94133416.9816887	63223845.1094072	66113265.9611005	96578476.1451613	48635738.8129475	61533611.7914207	63820732.3489907	37635014.2286633	77320373.0479314	57308956.6036141	50633401.2065255	95938313.7765322	59770801.4013119	55618622.5133489	75273380.8187009	94426871.0912539	49011514.8570651	52626832.3858526	73224853.3981298	68164510.0070894	95253968.5308305	122956842.864423	78513210.3363115
090827_MeKO_01_09_ID052	090827_MeKO_01_09_cmb_ID052	U			1222.2	324.08  Win014_C05	53		FALSE	0	0		28221560.0879588	8636499.65388524	6327053.71121817	12724308.1700245	7472694.53607311	7333147.70333854	4645167.21865721	6542347.54888691	13703536.5723784	8319119.59511305	11353892.086418	9895939.59623991	8362192.16301147	10270629.4182401	14889901.7997723	18048400.2411367	7982718.37440423	14725738.2520968	6807989.52082626	7888328.15692957	15863335.6563182	4835381.23311529	7311940.76091944	7295340.11645781	9813280.63208951	9952727.50715266	5238259.10981522	13170514.5223731	12181739.9623395	30215173.5892775	10385361.6870733	11770437.6973033	7133024.60882531	5704240.66011782	11778377.5600489	15484006.5644294	6327112.64528765	28558103.1315291	12699966.9963493	9491843.88719876	12135838.7893448	5070902.27402838	6501304.67726705	10809167.3261135	6319664.21882595	4881675.45639797	12359658.5066494	10535014.9401763	8737760.44652585	41254338.4751417	13786779.5766314	5364840.67862883	8141618.52959282	12354547.2963631	7567074.4035999	12599136.5430186	9793310.00345995	6680242.90002694	5737389.04263364	8287135.40401935	12345610.0098335	6076238.9266802	8948681.15371818	14139344.3790249	5720543.77358908	11109854.445581	50918975.8181429	8821537.59220478	3454530.56691442	4972144.16596911	15289498.8983972	19319995.3474003	10203036.2076036	30312221.1731862	12215428.5793463	8814117.44283678	10458369.8058351	11957148.6961483	16867087.6805489	13861737.808784	17104170.7586209	9105353.21578342	11669944.2014959	4796500.04330773	13874943.9801432	9989100.22339786	4660389.30442109	8923273.5917511	8703859.21779663	11122136.5808491	17186026.5499131	4649535.88998707	7961259.44795998	12230897.0482755	13187361.2634081	21905905.5507432	22160033.434722	10266611.8894059	20636120.6258174	19887702.1267676	12732443.4467812	15144930.6841243	6589255.62685232	9293306.31033649	18272837.2549182	8009802.36509997	19741189.4819382	16462701.6474115	10574368.4449329	14300107.1940269	12172481.6883958	8508221.16368408	9861845.15546969	11327677.9962401	23959752.3489786	6342463.69506168
090827_MeKO_01_09_ID053	090827_MeKO_01_09_cmb_ID053	M1		M000000_A126003-101_MST_1247.8_EIQTMS_	1227	325.61  Win015_C01	54		TRUE	0	0		2736906608.72699	2437802737.43784	1512772523.40937	4733068132.96259	2406613512.72809	2106578053.69327	2990616958.78922	2731079102.52077	3322105976.6634	2050255578.60877	1858439384.94048	2364934900.93852	2352370504.63909	2976761870.40864	2767139554.73636	3106062368.2659	4554705275.62475	2151584180.82864	2751448491.53447	1757220375.12579	2645976472.68064	2114241895.4561	2220279968.92942	2389198184.27412	2519778210.44623	2509645417.11183	2615176029.28145	2874178198.58933	3591531919.88765	2342467348.49921	1529009524.19555	1485480918.64256	1713102848.49302	1651449023.17087	1147573502.22571	1337884467.61783	1138074798.95675	1584507666.54591	1015499848.0112	1568075940.39929	1070377756.77783	917789266.02261	1067087518.48409	600410449.239569	586150621.008556	11643194835.3116	6675692526.67113	8385170106.6275	12925544258.3757	8921511755.81937	20463652090.572	6681378046.6601	4183318600.88483	2713527177.38942	2531864177.10992	4460114065.64319	5940591500.01832	3815062265.33586	2920514535.72891	3362448394.57006	6453801564.29177	9854324476.83614	6900172451.9309	5670619388.38163	5823167000.102	5476673676.4033	7826944692.40026	4546674934.61961	3317699049.72746	2883393904.2856	2593450621.48197	1535515942.02539	2388213795.27278	3100319668.701	1851330314.675	1789030100.99218	3481244540.3535	2613311902.07875	1774896011.54789	2105556607.8046	1371573310.38	1044367665.33045	788777353.858476	1377668247.36277	3852534906.3585	3719139981.95797	3211511816.6209	3892898469.36308	4885897253.83416	4229278898.58308	3622480827.1869	2359385684.16214	2981106611.02887	1488998990.66204	1917032456.96433	3175653578.73912	2683383800.76152	2461463227.46122	2469474330.19522	3976038789.96885	3735071140.98709	3428278152.25812	2553766563.77124	2468884503.30248	1363026389.43688	1655750934.13629	1974667425.62258	1794297400.98885	910549852.275106	2123378636.11302	2362756994.65542	1943911999.79518	1768652159.76444	1479614810.09054	1732646075.78629	1208460638.01887
090827_MeKO_01_09_ID054	090827_MeKO_01_09_cmb_ID054	U			1229.8	326.54  Win015_C02	55		FALSE	0	0		279901535.982222	222297702.622443	184292720.791787	261455945.375188	324075060.692319	317996106.639516	227270294.010838	394453173.686743	482146454.358069	384188038.092	156782653.360691	424243185.758961	372213789.648198	314709915.593802	564933788.337657	353702429.765781	584854298.042043	648400524.76058	645106272.935189	618751411.840966	966032601.271353	428497627.221661	343045225.409627	302505653.175866	318356202.089842	460174956.198126	468134313.148155	483319764.554639	584833331.768993	432394764.471767	361330101.13395	458518043.806246	445758106.937398	470876865.804233	454292263.952906	463508122.116179	442945519.48718	376209616.274358	402491955.581538	389138885.260344	518944383.995004	560159403.593548	651792733.950379	584718291.952223	399964027.763718	324112450.772655	275929566.804332	342241762.637874	469527204.176492	421787206.193541	564155755.736067	259950566.871264	303609308.545136	493493537.631442	387464647.952008	374383144.711631	483079874.71955	432764527.968339	298522056.884932	347093610.721153	312449415.021661	346028959.95544	492525601.757428	282321804.72117	630242748.474874	520973022.265412	513684852.972692	414210165.803829	337649291.283281	298557196.40781	441371388.088694	295175211.926756	393216349.214645	566255252.473732	751081795.482085	406362958.471577	497977060.27662	552635691.259214	524743478.044076	453887627.266752	433230928.644732	445245947.658164	407143813.461897	574652063.090264	489714522.976353	426297254.740106	316654694.76539	407827627.545932	492706052.245052	330993486.56228	446862579.980594	437582438.59198	398485735.980108	268732430.996559	335921969.11901	592779301.604069	465743031.986589	417535894.649395	343006736.982898	502693687.639184	529691675.029355	398507395.359255	511922520.334726	500414289.096094	369880106.806226	599130052.004239	413405200.568285	468806750.673005	318972216.088327	484261065.913692	523450651.881474	488362085.746476	584347921.684886	594800179.879297	475582883.983655	489449144.984085
090827_MeKO_01_09_ID055	090827_MeKO_01_09_cmb_ID055	A2		Urea (2TMS)	1238	329.12  Win015_C03	56	Urea (2TMS)	TRUE	57-13-6|18297-63-7	1092:urea (2tms)		12051.830802878	373469982.785735	270891848.01798	20141.4592901584	362813141.364611	113755.232672816	2403083512.04229	4874.78356572576	295331.227737111	1359727706.99032	6280.44584269141	2238295801.80105	347291809.577121	10805.9397040207	7193574052.48792	2146893656.10262	3284416341.83006	1676742652.2078	693337637.83474	610623358.135782	3479330021.58314	1299933215.06765	6716.04362530075	4575.05280338079	1040.10534846517	1022077339.84069	14735461744.7074	86695.8925345964	14611.8988964504	1445713397.8576	951691536.118192	6479.56858916345	4215500117.35131	648397649.783898	1511793556.33442	3282011127.14131	1724351859.08761	133801.601415651	5446.7155988301	4062176617.72848	39216.4054452928	21783.0200433218	1722358437.48337	25900873152.3152	87034.5702240728	99558061.5801223	235962245.506166	2169446214.11579	1287537029.49159	735098017.71894	2747629668.72352	253238505.723403	573717597.038042	377733.167692613	3325881067.58849	1985.25518312609	1300304728.97188	742608062.624764	2562859303.76906	749600357.382298	215292.823211495	119017.242134788	1673674248.65633	4019.13905980928	2090055149.75645	1475349773.73446	875230910.319381	7592.66161286481	1653077829.45859	2274907499.50602	35985.8585677875	8432154313.78093	5409980639.24816	580078.873031326	2788585330.97255	9486.7067951574	1134636087.33708	1182285946.1223	1431686681.3755	654915618.442759	996221754.343768	8783841156.59604	2790882961.66143	5837005678.31832	752659245.895135	574829273.497769	6514.02982588918	12213727427.3767	1412891319.63213	100304.881920832	668.379165809382	733857863.572555	3961.00702438487	1928.20548238422	65821.238021785	10183.6515372641	85745.8579017409	2949.74206571818	4021072103.15415	1209.6166710058	4170368845.91412	25412.5816332592	590596824.372149	1431474495.75614	11255.4715930296	957125613.023296	18018113052.8559	1332542532.67145	519512.324535976	1366357523.95224	4495.75219229367	2221438520.71338	2695457967.201	1463893688.49705	108832.461191721	1652901991.26414
