Numbering for matrix	Numbering for unique peaks	IIS_I_A_or_U	I_A_M_or_P	final annotation	RI	Win	fData::lineno	fData::query	fData::known	fData::cas	fData::preferred	fData::action	MeKO_01_01_1	MeKO_01_02_1	MeKO_01_03_1	MeKO_01_04_1	MeKO_01_05_1	MeKO_01_06_1	MeKO_01_07_1	MeKO_01_08_1	MeKO_01_09_1	MeKO_01_10_1	MeKO_01_11_1	MeKO_01_12_1	MeKO_01_13_1	MeKO_01_14_1	MeKO_01_15_1	MeKO_01_16_1	MeKO_01_17_1	MeKO_01_18_1	MeKO_01_19_1	MeKO_01_20_1	MeKO_01_21_1	MeKO_01_22_1	MeKO_01_23_1	MeKO_01_24_1	MeKO_01_25_1	MeKO_01_26_1	MeKO_01_27_1	MeKO_01_28_1	MeKO_01_29_1	MeKO_01_30_1	MeKO_01_31_1	MeKO_01_32_1	MeKO_01_33_1	MeKO_01_34_1	MeKO_01_35_1	MeKO_01_36_1	MeKO_01_37_1	MeKO_01_38_1	MeKO_01_39_1	MeKO_01_40_1	MeKO_01_41_1	MeKO_01_42_1	MeKO_01_43_1	MeKO_01_44_1	MeKO_01_45_1	MeKO_09_02_1	MeKO_09_03_1	MeKO_09_04_1	MeKO_09_05_1	MeKO_09_06_1	MeKO_09_07_1	MeKO_09_08_1	MeKO_09_09_1	MeKO_09_10_1	MeKO_09_11_1	MeKO_09_12_1	MeKO_09_13_1	MeKO_09_14_1	MeKO_09_15_1	MeKO_09_16_1	MeKO_09_17_1	MeKO_09_18_1	MeKO_09_19_1	MeKO_09_20_1	MeKO_09_21_1	MeKO_09_22_1	MeKO_09_23_1	MeKO_09_24_1	MeKO_09_25_1	MeKO_09_26_1	MeKO_09_27_1	MeKO_09_28_1	MeKO_09_29_1	MeKO_09_30_1	MeKO_09_31_1	MeKO_09_32_1	MeKO_09_33_1	MeKO_09_34_1	MeKO_09_35_1	MeKO_09_36_1	MeKO_09_37_1	MeKO_09_38_1	MeKO_09_39_1	MeKO_09_40_1	MeKO_09_41_1	MeKO_09_42_1	MeKO_09_43_1	MeKO_09_44_1	MeKO_09_45_1	MeKO_09_46_1	MeKO_09_47_1	MeKO_09_48_1	MeKO_09_49_1	MeKO_09_50_1	MeKO_09_51_1	MeKO_09_52_1	MeKO_09_53_1	MeKO_09_54_1	MeKO_09_55_1	MeKO_09_56_1	MeKO_09_57_1	MeKO_09_58_1	MeKO_09_59_1	MeKO_09_60_1	MeKO_09_61_1	MeKO_09_62_1	MeKO_09_63_1	MeKO_09_64_1	MeKO_09_65_1	MeKO_09_66_1	MeKO_09_67_1	MeKO_09_68_1	MeKO_09_69_1	MeKO_09_70_1	MeKO_09_71_1	MeKO_09_72_1
090827_MeKO_01_09_ID001	090827_MeKO_01_09_cmb_ID001	U			1003.6	247.42  Win001_C01	2		FALSE	0	0		0.105970651971009	0.0856521102218933	0.281063928620983	0.0947445872357971	0.228876875179126	0.0848558998902734	0.376897626583225	0.334766744347462	0.21774114743434	0.274194456117181	0.1562825064486	0.308720329817771	0.0919414222969373	0.209573285484551	0.37935597758062	0.238398994150864	0.350746115933626	0.287632892018586	0.444975369921095	0.394059782551272	0.463845763036177	0.182239561580527	0.271589541552094	0.137377547238295	0.228764188324518	0.33118513002254	0.284130665761455	0.374505798857539	0.241951417912853	0.174103417525488	0.231269652677549	0.106146891678602	0.185203963351999	0.081925414381848	0.49435136684127	0.140795485817563	0.181229632787216	0.358035502908993	0.424973416952389	0.182875026444011	0.29355865571362	0.347823274545435	0.511026246863381	0.237811736168688	0.401745387462669	0.5783544164778	0.370866343756335	0.245716602702524	0.285207235718848	0.344726101831354	0.429004859194694	0.318417402013384	0.508152102139306	0.255159485310295	0.305532747218824	0.186676544076316	0.26237047494066	0.57842953247365	0.0770838425511008	0.154809062900015	0.140250283109474	0.321633230098303	0.325956560010488	0.414722210129103	0.380913421866851	0.0994035884097348	0.524796014709718	0.460904397622594	0.465152667733866	0.326529187889561	0.254115433716321	0.25503670465473	0.0194035412966514	0.376065897736612	0.459838475566638	0.272477136293177	0.331937330470258	0.51333671590183	0.436706488818185	0.519334432800243	0.371838130116766	0.306716426627419	0.0574486615579279	0.195019123783032	0.497366888103041	0.0107062315004777	0.345983930056356	0.317669114844611	0.287241151838467	0.174364966392887	0.412588002030632	0.0622287526223916	0.358669144379252	0.222413562802344	0.347373770589818	0.403049330822072	0.237872930914858	0.427982229364332	0.270441375529637	0.0970832258002848	0.146186994446282	0.249992987213352	0.533370396844307	0.386980378006738	0.127029419371446	0.240540704526525	0.0502777982891295	0.376990142784953	0.150711296622748	0.512323988969678	0.421115801815615	0.479366990271283	0.440044710275924	0.438554948041198	0.489790890807086	0.12266579694255
090827_MeKO_01_09_ID002	090827_MeKO_01_09_cmb_ID002	A2		Silane, trimethyl(1-methylethoxy)-	1006.1	248.25  Win001_C02	3	Silane, trimethyl(1-methylethoxy)-	TRUE	0	0		0.238665784710781	0.175463755377712	0.0536262615903428	0.448242595712159	0.0856212383543573	0.401270507571948	0.242005947003464	0.407159170663802	0.251417611042708	0.151610712570537	0.302171107826567	0.237273365480266	0.227835063751199	0.149747096307843	1.0683922709788	0.798733456573299	0.598383273359824	0.841822636769823	0.805922496814671	0.456458178931051	0.568186646784421	0.518800279476801	0.0921870903113466	0.401003627732082	0.0751586953448157	0.65267758000492	0.368995309644393	0.357907564479834	0.735853375842752	0.427497169088934	0.452341841630318	0.523547708720529	0.043009192156981	0.391558922887499	0.444642595332347	0.600726166539813	0.284692269293114	0.256087724407255	0.466343962935636	0.3127344282553	0.168597649947505	0.768690802327239	0.217207905196256	0.387575288010595	0.176408548894922	0.140141175530906	0.498347884143515	0.296526448465646	0.766584189611769	0.320096598913262	0.61312009076859	0.400512533506142	0.399339178513617	0.741085584288038	0.956547482739817	0.429345654102212	0.849104885185753	0.534845507271978	0.660726409946844	0.326499008669598	0.52836726210101	0.537223916181941	0.220312289836023	0.205747492862329	0.306275645972765	0.638935736651149	0.309025315851154	0.291006276120374	0.230517957386122	0.431488508301143	0.155270761059068	0.461706116447243	0.829229259686439	0.383082307528927	0.30838066172913	0.363857236197947	0.533454151035665	0.582489570413801	0.494245928554675	0.37488153679615	0.234969007740456	0.67427433390569	0.951430465099719	0.00109078469200054	0.772424110478903	0.859542621333375	0.479786420614427	0.589969681050141	0.734027419262319	0.292364753256046	0.329678834493922	0.396968034847781	0.760438789100464	0.593982855301997	0.728043484759668	0.544345438875508	0.68425017345624	1.34918568644689	0.373671303043732	0.941639424961049	0.6435963388485	0.554342083732673	0.346721358704708	0.301205244559142	0.884604036314935	0.143135564082716	0.911035181816351	0.164826022087735	0.492910609705783	0.111043584814898	0.676975617201511	0.225550873835358	0.0516809129525893	0.157700868636703	0.202261420171868	0.199070829314329
090827_MeKO_01_09_ID003	090827_MeKO_01_09_cmb_ID003	U			1009.2	249.38  Win001_C03	4		FALSE	0	0		0.0568577480906737	0.0786148247521241	0.0635772156633266	0.0338963359837626	0.0491796520735427	0.00099955010066752	0.0456279951897477	0.0801068660258324	0.0230866089850435	0.0676945761796134	0.0615557407832958	0.0874689305046201	0.0723271259278552	0.0274169141551228	0.0818008840353003	0.0810350398624871	0.0432525538482528	0.146151364781299	0.0916045600218039	0.141549975018906	0.0859044992379205	0.0884391845210447	0.0218971231872853	0.0254210108870371	0.0361364979354198	0.136078179750926	0.0145187682535546	0.0390943396226415	0.0157821218186001	0.0528067552316955	0.05247713445023	0.0824046846519225	0.00810085927914038	0.0525683057840086	0.0264091593692937	0.0635253166596835	0.103378503441042	0.0755018195607494	0.0600098737033983	0.0462543527681423	0.0260062189513654	0.0429739018146666	0.0632745388940784	0.02844523711869	0.0507027550093788	0.0593037071057019	0.0508959415075858	0.0419135389196399	0.0272831368713369	0.0335021131012276	0.0198675584468603	0.0278541060891056	0.0242116741775263	0.00744295023441381	0.0499492031280246	0.0283943035938825	0.0243762329202121	0.114161956073721	0.0114138847945723	0.0249326662547901	0.00881990960974921	0.0386310675540486	0.0680118296247993	0.0254203607244824	0.00336534203767665	0.0248372293368234	0.0114749762124313	0.0480018365605703	0.0388190173200978	0.0225475449811415	0.0156324594998886	0.0604130875326087	0.0274241748807106	0.0607873375873819	0.0640351334251368	0.0215425649122336	0.0606677462422141	0.0540478069680911	0.0577038781982643	0.0971432658568758	0.0731741957736906	0.0408767564915723	0.103053466474587	0.0346793822064696	0.0667898394243047	0.0641434231751053	0.0103571584879527	0.00249052604350867	0.0656656915046177	0.0165123961909402	0.0444497658068409	0.0408512563457874	0.0232116824448364	0.123553923558638	0.038105054375446	0.00573581081287337	0.0717117652889285	0.0168732342191694	0.0545956643696093	0.0188015561226928	0.0486118018240991	0.0121227705182449	0.0798874390515479	0.0352278120085187	0.0425596759485802	0.0280611822763352	0.0443548657774436	0.0501860644338935	0.0689853239815465	0.0256753894364678	0.0121358970712197	0.0358074423916902	0.0326120918606468	0.125941759282198	0.0875448675385163	0.0679581838495007
090827_MeKO_01_09_ID004	090827_MeKO_01_09_cmb_ID004	U			1011.8	250.27  Win002_C01	5		FALSE	0	0		0.00102669404517454	0.0788576891643922	0.0519838564697791	0.155534750008827	0.114666148428206	0.303570083526559	0.152944484662834	0.117603036918412	0.130459303185891	0.0470513416976828	0.0889247257730501	0.112294710935107	0.116956516591886	0.224601478176903	0.168111264809824	0.130340551150814	0.291389395773999	0.0732774654944029	0.158831450778106	0.0530036935793304	0.0902051346340369	0.168064701221345	0.277655454783819	0.104082686941509	0.147513259354053	0.0543428392853581	0.321731280352528	0.169177081530206	0.282364629022346	0.223207551133033	0.181750885782559	0.137719704839505	0.108626529277501	0.0975912595173383	0.158444293387714	0.142668544270375	0.12881894003556	0.0499986382101472	0.141726975825702	0.19220346609626	0.260468064980327	0.468362224173434	0.146227814715094	0.15196309235623	0.194569111194266	0.113094180253397	0.120100530293043	0.35012536133716	0.387127978033886	0.263496075669149	0.59161291861843	0.198687386822531	0.201432324911863	0.200188483670419	0.459426393877554	0.213842669759855	0.367828426360024	0.207692987104752	0.387164749538926	0.14983222086276	0.28453474823223	0.53157733941162	0.158327643830905	0.234088927025125	0.373266195181404	0.315380792233396	0.449142361710648	0.285597822157308	0.544359745315606	0.20058911336729	0.23992227090605	0.122147318712843	0.347875670155129	0.157766716841046	0.123885518627414	0.155128310758636	0.259879892990035	0.197215018604127	0.147071720663669	0.168449517825531	0.0638755034340032	0.279819182114448	0.116411868779545	0.183511205078738	0.263372972209637	0.151061813853695	0.205366774194379	0.376447131831922	0.164339184305627	0.0758310433809593	0.202296912864819	0.00741276043751902	0.389698669954285	0.0998575203832283	0.28081307766194	0.231776819265487	0.0844781445138269	0.244877116002181	0.100881350365448	0.106617822766419	0.489270753580078	0.37074616049931	0.117432152751499	0.134459483309736	0.219860291680276	0.00762664028844439	0.461607224769359	0.22874925500894	0.205195278383548	0.182364550938033	0.447408221953191	0.280025174964287	0.0149976566161537	0.0140214825782935	0.0803583629242569	0.00297175015786881
090827_MeKO_01_09_ID005	090827_MeKO_01_09_cmb_ID005	U			1013.7	251.01  Win002_C02	6		FALSE	0	0		0.0356055871634838	0.0669284205332223	0.0191734584919433	0.170794935140227	0.0632702417268334	0.26416317706287	0.143663808834351	0.027594777679115	0.216060395395521	0.072819741265458	0.174940952992191	0.124528705909777	0.130078490333732	0.229020675857965	0.197159146333581	0.169076513554564	0.401804321503488	0.163279593139374	0.136324029531928	0.267119596800609	0.19799022162986	0.19276678129379	0.20924963527205	0.156549410325497	0.211000460406826	0.0370668962811758	0.380714367537653	0.150795222433789	0.30545662250147	0.141774699579708	0.0899072619550743	0.123581690033788	0.158125078925892	0.0850108280162202	0.0901248883735189	0.102117014709273	0.0634503530784288	0.0296555928709254	0.245130962197821	0.188012719988986	0.262923443836563	0.278346304364232	0.10001831602469	0.16079159965426	0.152932932598918	0.286995676873771	0.0648797449603733	0.301200388499656	0.452676231419772	0.179601529482793	0.323249112593877	0.102433762688851	0.322197640210748	0.296510216903651	0.305312606353974	0.336757935231486	0.600421825067258	0.226307189542484	0.296011682998669	0.257210868696168	0.591689585052639	0.444379481588422	0.248595785398211	0.24619031636068	0.3412223473331	0.395371183379997	0.460997571647422	0.255585602522017	0.355853742679844	0.278860287833726	0.26186712497834	0.116238248725818	0.290353775865688	0.181026697079112	0.104052997878596	0.156898775045651	0.274848427931564	0.142936069455406	0.203917714483842	0.166109826565743	0.0599028131435586	0.319747462358809	0.111364296160777	0.300094777693032	0.134001859359462	0.0829581225627613	0.274719574076982	0.300264046120514	0.174769116044284	0.22794033690845	0.133265007040162	0.0163949521964031	0.303568536049818	0.0838193966092994	0.120318753062559	0.178741174208083	0.0734086629001883	0.266363880635172	0.183394291689659	0.136993519341611	0.448901631419101	0.320618761541878	0.0520851339503318	0.202528542685581	0.280731641275273	0.0264799598443047	0.340550718605884	0.142864952287239	0.373582095150323	0.233901412047439	0.521479341050448	0.188716196865477	0.0179622231645353	0.0338063495172854	0.0585736693707478	0.00343147799898686
090827_MeKO_01_09_ID006	090827_MeKO_01_09_cmb_ID006	U			1017.4	252.3  Win002_C03	7		FALSE	0	0		0.344035840955759	0.329137175988034	0.331685900954978	0.293967568404879	0.34590257902155	0.469233807186582	0.278754120722974	0.464140166658265	0.410421779419443	0.384008434385881	0.320839072598245	0.359031905695103	0.466646935562159	0.351894815428677	0.433844848396525	0.383925097650454	0.472723706874499	0.5272757221982	0.51916903524471	0.515876957166857	0.538829102857633	0.568639658382547	0.379322110245326	0.302363499138678	0.392569323854511	0.520947891247831	0.252600294053663	0.327753505279557	0.296918807973072	0.44291871227441	0.363972239720802	0.385252706209191	0.35616639745477	0.391772783994053	0.414221546909779	0.324087457326249	0.403615758683935	0.390632561861923	0.470226986675926	0.408184715193805	0.439373610044244	0.355817917631458	0.45588951773907	0.240517356988264	0.329032827012868	0.532227757864995	0.402686761385141	0.290137368365357	0.323796587238067	0.454473737170457	0.442182740713053	0.40421276171961	0.330572992852211	0.412085182824624	0.392285960453085	0.448548118255987	0.522903045934122	0.532703659541895	0.335854115590581	0.389944154381034	0.499915015962664	0.361591776341406	0.485521989855944	0.398539744153289	0.425386824559406	0.486744752406355	0.475042340035489	0.462646960998395	0.350741001098474	0.445195079706925	0.469760624096019	0.372276385241507	0.31823435203989	0.497450341216559	0.479158881982954	0.383985728984838	0.493328798439184	0.522482805276807	0.344197744261225	0.404696438469971	0.456559098333215	0.339732043779421	0.433753005811692	0.366049396563327	0.395081523497949	0.394513570231626	0.352526987052908	0.352478107749588	0.3905323237538	0.38447602591135	0.460489842051321	0.368147750748683	0.452429268204888	0.491816588922734	0.523118175449359	0.442095987578006	0.654798295172961	0.571516895408383	0.461784604684355	0.507118687810054	0.347144380474784	0.306092942799037	0.443346554728634	0.348177621593213	0.318632349530643	0.395410409959495	0.308933402251475	0.392969951027254	0.268044429917859	0.40723305612359	0.515101794454639	0.44752786309484	0.365573459504095	0.471619989206858	0.428832626038088	0.369714864649184
090827_MeKO_01_09_ID007	090827_MeKO_01_09_cmb_ID007	U			1020.2	253.3  Win002_C04	8		FALSE	0	0		0.0406213730916882	0.0419037485929284	0.0341813311776452	0.0323974254274913	0.0250128578102855	0.00754650147286048	0.0401895382995399	0.0393050606259185	0.0177246749475812	0.0399245107455877	0.0389431503431321	0.0596534311293982	0.044125063632812	0.0139932133097984	0.0664319268138178	0.0725360982461385	0.0375718403056091	0.0652541849403916	0.0683654193423655	0.0795032762214699	0.055328947802506	0.0595410491309286	0.0117368445821932	0.0204124744820063	0.0280666901099538	0.106070932265936	0.0319297297922182	0.0382482257226934	0.00773437317683822	0.0331994737274267	0.0427328618019728	0.0577667421310158	0.00765227749495345	0.0343527379412443	0.0422461247284311	0.0684354321670208	0.0443535495740063	0.0596505856743898	0.0315904257627707	0.0290178946201968	0.0262896609094965	0.00934585036816805	0.0546751653021228	0.0545812993048982	0.0436168108245961	0.0429656845615471	0.0385025919295097	0.010890144073861	0.00628865102080167	0.0227619239283558	0.00319042052048788	0.0304308002620177	0.0264982624193311	0.0174250998555185	0.0132388161482181	0.0238828617195141	0.0216993957322219	0.0527347200141318	0.0214303525885545	0.0196469167807403	0.00941786958329152	0.00697046120299761	0.0363316585481298	0.0170967057875172	0.00416380247101012	0.0288928281506271	0.00575493844622173	0.0356357825627974	0.00393343331711845	0.0190578744060438	0.0134416872659375	0.0643429300776638	0.0327582912901651	0.0508971363665746	0.0423938367635565	0.00942906358917564	0.0513813659845712	0.0281035065960086	0.0634235322911249	0.0656145162643617	0.0582228399257403	0.049279882258121	0.087694384952044	0.0472696733814886	0.0766059040546981	0.0449156656695848	0.0119108609854619	0.0126037099223885	0.0519460219124649	0.00613910223717563	0.0445168149730367	0.0193436414009577	0.0034387261077715	0.0755901510964907	0.0245823547226118	0.0106352128110968	0.0309663990484686	0.0144353805738674	0.0388885735986119	0.024196130721953	0.00778584530547762	0.0158068211038126	0.056035979636871	0.0177413724805761	0.0521593107107688	0.0202506789143989	0.0120785756320666	0.0482060881936083	0.0825811360384931	0.0236542196126718	0.0188447222636561	0.0311788845844502	0.017872951398963	0.092922809827521	0.0472781161888815	0.0219298854323523
090827_MeKO_01_09_ID008	090827_MeKO_01_09_cmb_ID008	U			1022.8	254.16  Win003_C01	9		FALSE	0	0		0.109533645534895	0.0581795192055635	0.0610691167510241	0.328697644910823	0.152972607956531	0.390885161668577	0.161321742460049	0.0815241204685664	0.329162164652277	0.136096395125465	0.108566269303306	0.128313966568274	0.125039955486628	0.214770086722876	0.19967774198439	0.110122455977615	0.383940174292682	0.0742520641587909	0.143394184643022	0.142226200413282	0.0992339616914865	0.129683480813293	0.268607848542097	0.140811313761376	0.231892779588389	0.0605098505954241	0.311137781691954	0.20720096936126	0.525296178708471	0.244149609592062	0.186361207907055	0.1086761148628	0.266393496695008	0.198199414062094	0.286598157996455	0.0958681148676959	0.118781865398314	0.0525776586851814	0.186306475413394	0.243113643766433	0.305105980457599	0.711081217380263	0.190246716852574	0.221085635248249	0.148585552110172	0.257818069269861	0.196039741501632	0.578553310262237	0.742453995792485	0.296027369692091	0.792691590915718	0.27047574162364	0.339184802363563	0.311634273634741	0.43516914789038	0.277584453477076	0.510745252362237	0.190867337926161	0.369636548133115	0.224832119912618	0.449006505886424	0.740608507604847	0.320452072823361	0.346197759480498	0.436306614429361	0.322927055549113	0.317555776797293	0.258078335815823	0.589942824479379	0.367348363130847	0.312097518539344	0.13677319994178	0.337113090815602	0.184463795953421	0.158676541739551	0.183561124129857	0.265396219455034	0.271751794640508	0.264703857802796	0.136083100991859	0.099550586874702	0.302797537699595	0.268017068080608	0.226337823590112	0.245223623279651	0.163972327063724	0.485177394980267	0.452132341243272	0.182698043939655	0.199600749023757	0.281426423118552	0.0321433147030091	0.48864894172276	0.0604412153720839	0.273774879024868	0.415696198410009	0.127001685003469	0.566112921276501	0.165973765970626	0.249964155650503	0.521672453235197	0.509878678790996	0.143789292382826	0.125191689970153	0.297483040361935	0.0234866690078565	0.440961989854713	0.235337175953889	0.164683251978503	0.194182752552197	0.423257838814751	0.238659690389097	0.190487349446887	0.0275590021912768	0.059849687731555	0.026641662098302
090827_MeKO_01_09_ID009	090827_MeKO_01_09_cmb_ID009	U			1029.2	256.48  Win003_C02	10		FALSE	0	0		6.82745250018261	7.26017139288523	6.10926141539427	7.3522542316318	6.92175973365684	7.62178937789712	6.33405766319858	5.78641141868915	5.79365278789859	6.84825421719294	6.79385013685852	8.01561132027398	7.5337153275166	4.9394126355102	9.83822224520521	6.52706626602687	10.3864420076061	8.22992566969341	7.84407797309689	10.3618515292807	7.48484352628349	9.6088144484822	7.3846131866802	3.69314840669777	7.15163516928108	10.0982682500316	9.66206844367002	5.9491293058681	7.15090251022638	7.23651140098113	6.46701805587673	5.84714221626721	4.76783253951949	5.06822376931239	7.50169672251323	8.63286814709769	9.43716522051276	4.3940936031493	6.77220633870058	8.17191629253288	6.19087048547402	9.17496097909821	8.17924061761635	8.55483238170006	5.55217690787796	5.49917630966763	7.04308400629944	9.49095962977282	7.48690833844102	7.32638679814852	11.3135161429711	7.98546138535534	7.55979906197057	5.95389067947116	9.37122455253839	8.13911551695568	9.25723074538713	10.6559371871872	9.11476719180906	5.4673325338082	8.67453161508579	9.21973126943145	9.29319013380688	6.49228934917641	7.07327561364074	10.8131078013949	7.9823108658675	11.2791825136296	8.2413771202649	7.2821206371996	6.06085891002451	8.6476838311673	10.149694906939	7.68246636315785	7.63266664185493	3.49336171696714	9.37747071355206	8.36200060134551	10.9113090321331	7.5680800639323	5.59280736104207	10.7233790050344	10.5725119547773	8.03027979047961	12.3627707398015	7.37565971841574	7.27076130135135	10.0342744912219	7.51501462743073	3.76749244506017	7.82472964818345	2.23002578351457	7.9358576905079	6.21735606022907	6.13223364999812	7.57234071347096	4.78338983050847	9.65136866764581	7.43078217882755	6.63323225226775	11.0313492458185	9.88381682601276	9.21159527268933	6.49632700445937	9.73768445541561	2.8339661287446	10.0116590252558	8.57999570671819	8.68213212167325	7.31263795325377	10.5167304363511	10.8541446943077	3.59960683226579	7.8032191219145	7.00502516431383	1.93086560680605
090827_MeKO_01_09_ID010	090827_MeKO_01_09_cmb_ID010	A2		Pyridine, 2-hydroxy- (1TMS)	1030.7	256.98  Win003_C03	11	Pyridine, 2-hydroxy- (1TMS)	TRUE	0	0		1.22562514710537	0.539118517833187	0.92144658337506	1.22507121533627	0.72537483952275	0.431766964360237	0.55510550845683	2.56552717599935	1.0830129574256	1.39407867090887	1.11093358860315	1.07347173319672	2.15228545383513	3.47026944145795	1.02801834825726	1.49673142992797	1.3721796817709	1.58383127089039	1.58847696292129	2.02980976632488	3.00234232213197	2.03111716557439	1.9201934906986	5.92759131264751	2.61023299485577	1.75548049495668	0.876877902571341	1.78961952570538	1.24571747979451	3.14561480895885	2.28172005284128	4.57160294922029	6.54221098045277	4.82147996038379	2.07738280885548	1.22735780994717	1.73422224590412	7.14112123491294	2.23563430406666	3.37587936829875	7.92892818687714	2.27047144915783	7.17710313753503	0.931067359582293	6.39939293979688	2.1498277738396	0.62854113421191	0.459834604758178	0.436745628482699	1.37362366673375	0.578098366218391	0.468185471484538	0.695643533722146	0.708410545105662	0.647610143180125	0.815292439557726	1.03017464299011	0.629780515809928	0.262040376956939	1.88041244190319	0.964204313912604	0.553321392414921	1.10264770430705	1.10266168773444	1.6947322697503	1.73157999370454	2.9152170638609	2.12978843400674	1.11888062426835	1.34350892785925	1.94917196235903	1.75304192702858	1.37287749811897	8.55179381100574	4.38040269455506	9.58540095076232	3.14382721376442	8.31970721990454	2.10337188076809	3.05166852585696	7.33546508678847	1.4357512469192	3.30003478251343	4.41583572614294	0.747391895311001	1.65499663289117	1.13307519817108	0.860780051985153	1.19148884299891	4.84506093430057	1.49347228474823	6.89565283538587	0.523632383643497	1.89001961713841	2.43053109480057	1.05041652548452	5.8953037962137	1.21131325832379	1.96849525635716	1.76620403559583	0.88742791847762	1.48698309918418	3.81323883695325	6.08045095678298	2.1344373844213	7.83417205538691	1.79165016435187	3.06003661289398	2.08646795012618	6.65012184427292	3.80684896817991	2.65678360677666	7.73510835360546	6.83526630446264	7.2534503497984	8.70125670508719
