Numbering for matrix	Numbering for unique peaks	IIS_I_A_or_U	I_A_M_or_P	final annotation	RI	Win	fData::lineno	fData::query	fData::known	fData::cas	fData::preferred	fData::action	MeKO_08_01_1	MeKO_08_02_1	MeKO_08_03_1	MeKO_08_04_1	MeKO_08_05_1	MeKO_08_06_1	MeKO_08_07_1	MeKO_08_08_1	MeKO_08_09_1	MeKO_08_10_1	MeKO_08_11_1	MeKO_08_12_1	MeKO_08_13_1	MeKO_08_14_1	MeKO_08_15_1	MeKO_08_16_1	MeKO_08_17_1	MeKO_08_18_1	MeKO_08_19_1	MeKO_08_20_1	MeKO_08_21_1	MeKO_08_22_1	MeKO_08_23_1	MeKO_08_24_1	MeKO_08_25_1	MeKO_08_26_1	MeKO_08_27_1	MeKO_08_28_1	MeKO_08_29_1	MeKO_08_30_1	MeKO_08_31_1	MeKO_08_32_1	MeKO_08_33_1	MeKO_08_34_1	MeKO_08_35_1	MeKO_08_36_1	MeKO_08_37_1	MeKO_08_38_1	MeKO_08_39_1	MeKO_08_40_1	MeKO_08_41_1	MeKO_08_42_1	MeKO_08_43_1	MeKO_08_44_1	MeKO_08_45_1	MeKO_08_46_1	MeKO_08_47_1	MeKO_08_48_1	MeKO_11_01_1	MeKO_11_02_1	MeKO_11_03_1	MeKO_11_04_1	MeKO_11_05_1	MeKO_11_06_1	MeKO_11_07_1	MeKO_11_08_1	MeKO_11_09_1	MeKO_11_10_1	MeKO_11_11_1	MeKO_11_12_1	MeKO_11_13_1	MeKO_11_14_1	MeKO_11_15_1	MeKO_11_16_1	MeKO_11_17_1	MeKO_11_18_1	MeKO_11_19_1	MeKO_11_20_1	MeKO_11_21_1	MeKO_11_22_1	MeKO_11_23_1	MeKO_11_24_1	MeKO_11_25_1	MeKO_11_26_1	MeKO_11_27_1	MeKO_11_28_1	MeKO_11_29_1	MeKO_11_30_1	MeKO_11_31_1	MeKO_11_32_1	MeKO_11_33_1	MeKO_11_34_1	MeKO_11_35_1	MeKO_11_36_1	MeKO_11_37_1	MeKO_11_38_1	MeKO_11_39_1	MeKO_11_40_1	MeKO_11_41_1	MeKO_11_42_1	MeKO_11_43_1	MeKO_11_44_1	MeKO_11_45_1	MeKO_11_46_1	MeKO_11_47_1	MeKO_11_48_1	MeKO_12_01_1	MeKO_12_02_1	MeKO_12_03_1	MeKO_12_04_1	MeKO_12_05_1	MeKO_12_06_1	MeKO_12_07_1	MeKO_12_08_1	MeKO_12_09_1	MeKO_12_10_1	MeKO_12_11_1	MeKO_12_12_1	MeKO_12_13_1	MeKO_12_14_1	MeKO_12_15_1	MeKO_12_16_1	MeKO_12_17_1	MeKO_12_18_1	MeKO_12_19_1	MeKO_12_20_1	MeKO_12_21_1	MeKO_12_22_1	MeKO_12_23_1	MeKO_12_24_1	MeKO_12_25_1	MeKO_12_26_1	MeKO_12_27_1	MeKO_12_28_1	MeKO_12_29_1	MeKO_12_30_1	MeKO_12_31_1	MeKO_12_32_1	MeKO_12_33_1	MeKO_12_34_1	MeKO_12_35_1	MeKO_12_36_1	MeKO_12_37_1	MeKO_12_38_1	MeKO_12_39_1
091008MeKO_08_11_12_ID061	091008MeKO_08_11_12_cmb_ID058	U			1327.9	357.64  Win025_C03	59		FALSE	0	0		118847.199197114	167488.042399891	173863.795612572	119289.789090825	99269.9815916149	74036.159931642	52170.5593642181	75774.7769298199	11453435.5389887	456639.385556077	536501.774510046	456660.984670942	4763735.02601325	1113860.76369309	13617653.7019784	49411767.192626	13905.2385355271	64396.7546021619	77948.3751356653	102359.917920306	63948.7050398009	54563.6326352789	54023.4250625654	98984.7590613449	57022.7610059651	77975.6693898718	163253.189856179	51559.5228178456	58079.4187614209	71133.6117458547	26072.1161795868	41371.4365098459	114286.905404523	36443.848723411	173787.707856182	103506.070261279	128984.980434482	159212.565586819	41481.9399050006	100827.113368499	174034.574031479	67831.4176573191	141854.959932815	49319.8157176917	48128.9516264358	118583.499336273	69923.1424943587	152102.685575121	81528.3244079657	43125.5487228767	82558.4427339899	36594.8977839481	59809.4430956398	73302.9342015204	57865.2664488377	77524.550093918	78715.5591322424	72801.9614322724	60549.1887918226	24502.3998144067	20407.6455319689	185044.561107742	60023.5287760087	39849.5831778634	41666.8735115695	60972.9270967204	13541.5029046499	15787.9299427412	63313.0703308152	48100.2573010361	37926.9679373531	33965.0389063794	47832.7077123446	132326.866463735	47893.1842635029	34385.9512717581	36701.0421675914	30678.1993354236	62617.6285556893	40150.6165304955	69763.0067790852	54163.0589686983	160663.625813587	45084.417889003	160352.646868621	66447.6303636542	90434.7609687111	80307.2877452547	123171.487744224	123079.071683952	83711.8654589931	139549.689603101	76368.9334828956	65165.0696783722	183654.226578123	106403.583391114	68654.0725041192	102822.639941164	97436.1720192632	61267.7680328215	23124.274387113	136385.463520921	50676.4736338272	95469.142898859	219072.536919781	276658.747612844	50628.1857947763	38807.5544258364	332360.390065556	309104.103365479	293680.077912181	84512.1486625755	596876.868860591	442950.128561918	942585.646201386	765941.639883428	1123913.67892958	384163.856541304	1159493.85840418	386080.67873968	84255.2240670614	106944.454396964	15421.3863271137	44907.0700359123	168899.527949206	116738.716800939	113373.493623832	42177.8849958784	171723.8563522	134648.444321681	41139.2838440673	128585.02844802	51417.852204246	91023.6998825027	36234.2945094746
091008MeKO_08_11_12_ID062	091008MeKO_08_11_12_cmb_ID059	U			1329.3	358.01  Win025_C04	60		FALSE	0	0		14387805.8675942	17452489.6278468	16839345.3488212	18520282.0952234	11326880.1656346	25094046.0812651	13818307.1468145	15642855.8531537	16202427.5216586	18698385.9059573	12357731.2089201	13045553.3385056	12206741.9485732	10236677.9749688	13954603.8236642	5249977.11344651	22250819.0398327	17231909.8397762	22072373.7896039	22185533.0491175	20162414.0436715	17531035.0889386	15035341.3183573	22276742.4721143	9118230.96906257	10630791.0228139	11719432.6414981	13515940.5761876	14126527.4249247	16141335.2213969	10294492.5007697	12410684.9423088	13107528.4857004	7741316.75609323	11178776.0009487	10100559.8265967	9589069.95628171	12532841.6515318	10572677.2842807	11265001.1051694	6917975.92224766	8125223.41612367	7454790.905333	7947986.23390628	12326654.0241212	8137326.25857932	8346683.10853023	5173013.59554785	18540713.2559112	11901971.0814812	9626113.99607453	10554143.6489197	15098283.1340982	12104317.7395765	13272561.7742115	18402222.4754919	7588764.49962939	10905570.1655082	12605433.7730643	15063974.4318004	9204380.86760307	10108937.2558398	14686093.2116403	15056485.1707366	12975026.3309139	20994290.0358848	18810544.5049195	17415857.7811188	16855726.3387531	16685518.8741924	14473765.3060028	16530452.9094258	14215420.8701513	20950046.399653	16387993.2696663	17265777.0442001	18545675.0998854	11101161.0380868	28527179.4940856	12669995.8432348	17024847.4644222	8193419.42241045	6194691.53659557	6311367.63173224	11208572.8513381	10599388.0165089	11198447.2140948	11404622.2972896	8459920.05262679	7021233.18105754	11639269.4187141	10472684.0070962	12613042.1352312	11671968.5865716	12667706.426104	9127203.87453127	16545603.493997	21769468.657927	20772059.5745679	17116555.7965182	16680264.0096304	19902520.6346809	20683863.4080107	14475741.3901084	16743798.5309355	15176842.1240297	11983842.3126778	21506274.5155605	18574432.4023809	14954594.9558179	20097988.3851226	17180771.5272594	26983004.4428585	35593138.5302632	25829816.5536958	19606587.2869816	40994604.0389175	25019760.7667434	44667754.9967337	36633297.6886771	7312554.84884922	14825042.7918993	11379452.5764101	10014985.3619325	14566851.0394716	17617212.4538623	11873617.72248	11643347.7171836	16362730.7053063	11970063.4235287	11346178.6913717	10773955.0147121	11729196.3288948	11455272.8545187	6427195.57657005
091008MeKO_08_11_12_ID063	091008MeKO_08_11_12_cmb_ID060	A2		Lumichrome (2MEOX)	1334.9	359.6  Win026_C01	61	Lumichrome (2MEOX)	TRUE	0	0		12782979099.9034	16018205972.6697	16850213792.7502	14946579660.9939	18287440612.8569	19358884041.6375	8530298654.79193	22134932430.7631	29617933913.7039	29568766410.9512	21943354459.4081	22542288599.2473	21300996586.5775	17287646907.7069	12651980015.2283	9725106724.78197	50706622124.4712	37550886839.8322	27005462205.1044	31968072290.0538	34733387990.7205	32077411898.6613	21271969632.0702	49184673940.6044	13999458905.6633	11254506878.233	14892317534.9134	12796862634.6467	17406588723.7109	14738647807.0703	12961653011.1332	19540549428.4335	8948513029.98196	7404758430.2791	11876051781.2091	6385383296.54864	5791758896.18559	5304091814.11985	11219914283.6676	13330995196.2004	3404453452.12729	9682611396.38762	4691128970.07203	10441041399.9706	16075116498.7005	8801312494.68496	9361604461.53981	5883313697.84574	25123819556.0111	16770610054.8078	4943255070.77437	12759330408.0467	45511768273.7043	14786764649.1782	11703011254.6234	15859462803.8105	5262604938.21882	8949697111.33429	8952032607.50992	12389198807.544	7261303839.8194	8054086669.37007	6531660036.33439	7932131624.07609	9509308620.45691	20057089879.9993	17706820768.3539	15190432915.3217	20117606381.2348	12053926294.246	10930663763.3544	19746981345.5372	13200465186.8282	17805843633.4212	19767324146.155	15992948593.8473	12647422165.3341	13418860868.1406	62820997670.5743	18620732804.3523	9865963218.09879	5917491842.11659	3032026563.98237	5885663449.14007	7290942087.01621	4691448866.49825	8214081743.68854	5326219029.32986	5397460191.04291	6298386953.86953	10261027491.5413	6224609253.99641	14587621591.0216	14542182551.1221	5683899124.56556	7175699742.15256	6649422956.14609	12700377058.6522	13139247512.8436	12668485187.4525	8647885279.75585	13844305764.0511	10729668541.0984	6924454416.83726	3330256622.14048	4370540754.55188	6644989223.20764	4889587276.26074	2137137969.75299	3302724867.93955	3978925122.27444	4081592035.38892	25803871211.9587	24136855969.41	13998022447.1527	16843871913.8479	30108788295.0145	17713444187.4894	32545546092.3428	28882173560.7809	8338044155.93267	11301930524.6004	21294927965.753	6264800725.98293	7926334255.94755	14305038303.9959	10527381109.8684	15329928353.7405	18462140226.5943	12599323360.8242	11608032135.8241	9161183888.08241	11337877658.1182	9515567829.22325	7742826554.24108
091008MeKO_08_11_12_ID064	091008MeKO_08_11_12_cmb_ID061	U			1341.8	361.59  Win027_C01	62		FALSE	0	0		120766459.593278	66564423.6689087	98365029.6706355	42199506.3158201	216206134.807648	68753760.626146	13432834.9333714	122196400.33828	85049758.3459175	48389453.9194794	36620106.6560512	18056492.8028457	55370281.6316432	32427885.1930744	85204909.6422623	24215557.9251607	28957729.7826443	63432831.8126175	107532740.103042	85133888.9627327	43388778.6663602	42547030.8568391	50800606.898853	127741901.994007	49571055.7725533	64217267.2693162	132221763.760954	63100570.4790247	97489094.31505	78188282.245255	278639.224161925	40426609.1766488	51940537.980152	298171.624172719	66838764.8419433	65373422.6532097	111053547.618778	39723469.8865721	2686884.32107473	64317094.611746	19676792.4801501	78920439.4678128	38918269.9863183	32926998.5888474	11101641.8196481	65192796.3018957	37018805.6832416	33480223.9619101	80083500.6033946	30784645.0318696	10201499.9184492	48826359.1134329	157730687.568928	51493887.7254314	46980144.5620021	74462539.6698556	145559136.450413	59016523.8608589	23359190.9284458	17708181.0924275	1697049.58317825	78991774.245294	40319976.0780572	20724695.9599905	45017450.2650057	37643345.4938547	3183184.48588815	80176941.9000031	97965924.3843	39729860.7875024	21623889.0289464	11806632.0223679	54739729.3395412	88503420.6135905	63901221.1790868	34762367.5726941	14601767.7035311	20023028.1738868	114600.388401149	3365742.02603093	33744197.468017	10940264.2911488	50986171.2093981	19896757.4613701	56571158.3868966	15054123.3619002	94603177.5802005	108150806.987622	39981387.879318	39528914.3458422	30625678.1911451	30278107.6534612	33844086.3252356	34811716.5743736	96288517.0791381	29229490.2694453	56640941.4830682	4715106.84405915	75968319.799704	37139302.6911997	87074412.5808566	134611512.456039	17539021.2916687	23444031.1865592	40161232.3196143	29678336.411794	26967800.7010954	268943.1211909	18109968.851646	20172332.2382458	68779551.6947085	22400492.4895509	139864843.705695	71075035.8677382	110880964.079484	190956657.222629	196997056.499523	207263070.789153	240551162.739053	151982366.996175	112253306.797665	169113481.628565	52065430.1685534	43062513.1816084	61213986.6999906	45072881.9363874	41590246.194543	5820527.24378078	100547416.278115	103489712.432388	20407500.5829954	41555777.8041369	20911577.7277206	29731365.1441223	24706339.341738
091008MeKO_08_11_12_ID065	091008MeKO_08_11_12_cmb_ID062	I		Fumaric acid (2TMS)	1344.3	362.19  Win027_C02	63	Fumaric acid (2TMS)	TRUE	7704-73-6|17962-03-7|110-17-8	fumaric acid		14107631997.5733	13886567834.2333	13185133630.5833	15562242300.7848	24750908935.7413	12796910431.4736	11064737343.2536	11007330074.576	5951678740.60451	7931659941.93229	6573169151.13482	6429584902.81713	6189250930.15935	6897884061.57178	8173822070.54869	7697127034.28071	19493593854.6824	11685638265.3265	12701589593.7234	13851971834.3921	19437041272.0796	8328652051.74666	8394039018.57382	8307172196.1555	3031788998.61005	6857500106.62183	7438443091.09317	7306998872.30169	8209085185.29456	7110479576.43837	3881798291.53389	8562609019.36088	9541785022.22031	6825335463.19501	12364527017.1974	7678115970.85129	12604702920.8185	9458112184.92011	4149941928.41719	8873116133.25781	11160763806.3156	11626186524.3926	8518678320.0707	7780804432.56647	10555983206.1483	10043577884.0255	9274091444.42399	6022022292.07334	2786271411.18892	4506691769.19467	5772747877.18878	5663863651.81219	4593969898.41204	5093831845.49652	4589758233.2503	6568099549.09083	9118272721.11611	12375494721.1793	11828336617.0188	14568671212.6854	7478339652.1766	12505531365.2961	11360421275.7245	14513700508.7281	8564368612.95001	10793629259.2299	8879551490.00049	11982354506.811	13038446619.7833	13133543919.7119	12598418152.1371	13035597028.796	11420329345.0797	9753841584.96974	7580414996.13366	8763196111.8889	8256657538.42125	10079436751.7067	17571056073.74	7762558059.89188	13227654688.4598	10969991295.4426	6930303541.69314	9605504405.1346	15549533646.9504	7888978530.26806	11162610671.6498	12665414255.4753	11096021752.3771	10575254839.3274	10824455687.9206	10580032138.5985	9998024143.86526	8558636412.77619	10082005291.5823	13011520354.979	11507549686.4695	22825551397.799	13142051128.5887	13511914696.0136	14774341410.0529	19693306272.0598	9565734746.23637	14604977471.5048	62385262061.0878	14423183746.814	14241321500.6768	38447343611.3309	217794292096.439	89202815753.9854	44038550735.8748	38705003812.454	851879024167.344	948462091860.898	909159135518.453	535672140264.857	392903436790.94	1027647441596.2	1342442584417.02	1188085395454.99	12366771542.7272	20737340765.2588	14020284806.6154	9809432742.00153	13282110698.0521	19143224779.996	24171659617.7846	10762470100.4174	13632197909.7203	11855424160.9296	17755179393.6906	9888798434.99737	13299767810.0449	15794010631.1786	16654786973.8813
091008MeKO_08_11_12_ID067	091008MeKO_08_11_12_cmb_ID063	I		Serine, L- (3TMS)	1351.2	363.95  Win028_C01	64	Serine, L- (3TMS)	TRUE	64625-17-8|7364-48-9|312-84-5|70125-39-2|56-45-1|302-84-1	l-serine		460617818782.77	475000196716.983	594690346347.359	538046241258.575	581754984089.659	510452371631.934	507232024686.74	687393968868.788	480598816969.893	373506866099.688	342008045216.95	387548675491.09	155965887163.153	185783371226.517	417556740111.734	632851846147.785	313134309164.779	527504231022.036	587298448720.766	525189853384.492	442882641374.245	546174293353.781	521841194539.153	656583484476.036	363575740332.626	410327968981.788	486554614060.501	485984066900.461	432189505688.568	479623591275.228	481858922217.274	521173570918.866	377529215804.536	398923537980.146	464428562079.277	519529320488.986	465480847947.548	445352572346.845	733575352905.438	623806173825.063	319599559237.528	435336117140.125	410253473646.737	478674130730.389	480771034705.66	528597721668.771	524363783714.742	668190673376.263	603100368475.283	501833730073.77	570737849301.103	641987038208.437	727979765588.628	668773165586.407	625632663517.253	780576536451.294	614781545288.717	628759462488.007	661443010303.556	720025969505.745	596184698583.931	561257622191.364	727620403485.737	676184762783.43	497114369285.992	597011157864.959	573649247789.772	569244772304.686	566204081068.328	430387486911.499	642859335276.662	674995471941.601	678345529723.297	543560832584.465	567979283116.871	620394341513.648	533883775304.086	682133162382.068	491181031744.095	695385345468.036	509073155483.124	622504417479.085	659717810649.51	742123873456.93	506303246014.897	558381469047.094	519836018743.337	695697766948.873	531690802719.783	658582848920.085	688303771926.664	631589163307.141	612984316038.728	594233268945.418	673457209590.523	674246944575.557	456833742138.914	503349283766.694	562719861287.862	422444152203.778	436250483901.741	401449796586.514	504061199194.529	505221660864.253	595139726600.249	708315418324.256	956617344300.202	926644090074.788	910728152304.171	716502741363.341	938788294126.281	996513624686.893	546366885242.738	729780761496.555	772626012978.605	805713357094.742	727247042212.223	741426280465.063	687532436797.786	731856631646.907	486586873596.82	634676511743.482	527531484595.838	558846129260.894	509419517127.038	588695863587.722	685710363858.375	606034447410.881	509583379990.114	608709886529.364	603919708961.98	598541854083.401	502488417154.913	522405559973.444	553710175624.642
091008MeKO_08_11_12_ID072	091008MeKO_08_11_12_cmb_ID066	I		Threonine, DL- (3TMS)	1376.2	371.52  Win030_C01	67	Threonine, DL- (3TMS)	TRUE	64569-35-3|7536-82-5|80-68-2|72-19-5|24830-94-2|632-20-2|144-98-9|28954-12-3|7537-02-2	l-threonine		29818128339.6043	32667878482.9483	35486962133.5956	39547249700.9063	37447922911.0027	33536743723.3867	32485528429.802	33359513952.0888	14411054054.6259	15756899862.067	15386976715.0228	13606911747.2514	14571867868.2879	15976372818.3571	22635368779.6597	19786012208.9565	37020621816.1283	52950430203.8818	54735194874.5332	40781518579.8338	45052963761.6976	45566017716.2678	48711000196.7684	45798181512.0796	26974108992.9628	27339002180.935	29438247719.5802	28022031291.2616	30170234843.1068	31841298001.5131	23309531156.1814	29612980094.6625	26723713790.59	22195259597.0389	22960220165.0756	26869618424.1523	31344062061.8123	26743554391.0845	30045376425.7554	28438967020.8293	22253388451.0088	25143841797.645	23771839343.0509	21023288182.2409	26508596254.3764	23580120221.8171	24581846941.1119	19523618668.8034	22430373038.6453	19956125897.4337	26222251211.2439	27060817028.5205	25851443953.1242	22695565511.6937	29655077929.8568	37541179864.6597	17118330597.3094	19173555234.0192	22258926016.6155	24321968276.5199	19815506040.0099	23192938737.2867	23798449776.0202	28927527844.1483	29230064709.8089	31621247004.1847	29364277336.1581	27809613924.4727	34744422404.7421	30523714074.2756	33536515780.7802	36229722614.6213	32495237838.702	40407594333.1739	31207272100.3299	29659966396.2524	35663008067.3955	29491507489.9479	24422818156.0146	31135585064.9404	32405358998.7533	31201585695.43	32376947030.0211	25842369605.8608	33323456701.0337	32363487479.4523	23558453516.8998	31338628813.2226	33236322180.5127	32155653202.5883	28744620312.1129	24957838281.822	26891164302.5484	24686042552.5279	27749053548.431	27008252882.576	38804088770.1491	39763187954.3269	38159109553.0705	33467076743.7561	35871519216.078	40673078742.4412	39926072853.055	43350232268.8855	66307468948.3615	67052186831.4072	103088683306.76	78688632544.9115	137288398755.856	87951665498.8753	124460867191.221	114129654772.506	92611616560.1299	104725822631.838	95350753956.8505	79472174468.2752	101781408116.436	101541323853.972	124793963716.749	121561584704.442	29692238648.2675	33533523362.1997	26597239898.7201	26148647544.5926	35291200986.067	32211439414.3588	31050749561.6843	26133804019.2956	20287998880.473	26753972868.1894	27100293015.6101	28313430450.855	27968177335.2077	29418232912.2492	26226710348.2415
091008MeKO_08_11_12_ID073	091008MeKO_08_11_12_cmb_ID067	U			1386.6	374.51  Win031_C01	68		FALSE	0	0		15226816.4047005	29466784.7572938	14533168.3712484	13344007.2094819	13773042.8750003	10397737.8985211	6696108.09789262	10549207.4983307	10605425.7271105	13232809.7980749	4815287.60434168	1971258.97179438	7986759.96020591	4138018.40442952	18965987.0847215	3529669.8286878	10237335.4549529	11682043.7809469	13772128.2704726	19504961.3042614	17439072.1102934	8793830.05458894	8995938.6881827	19345148.8774247	13195220.4990602	11112195.9072196	14385120.3367476	7859581.08645227	16092040.2031273	7603097.69138535	3361369.59001391	13984594.4390128	11759471.1413953	6107866.59040838	16710772.5943005	17648718.1101926	17862101.0912762	12987658.3663624	12583123.3768215	19078348.7392761	16141314.6180537	40554195.6153432	34564164.9295791	26541935.3391595	22979613.8616163	34832957.320395	27863714.1488246	32276847.9162003	70668626.9943103	57123014.4571173	40738887.0436683	65082718.877682	55925095.4802652	57179900.2023704	51760680.4436514	61410510.5344347	57545998.4278208	50642965.0398498	19260016.5691341	19624638.8132661	10911864.829873	18616859.7608486	20250334.0398179	15347805.7224335	10126970.8581082	19750019.7518301	5227732.22017616	13874736.4090315	27682762.8371833	15031288.9715771	14385441.2614987	14442859.0852894	27511915.467508	25821771.113512	16981904.6708816	10034683.7163982	13452228.4890133	8557518.57304103	20559357.6978533	13187417.0336246	34725808.5676113	19520696.9708339	29642256.6271063	24155148.7250041	37172661.7529522	31741295.4899378	31496551.7268682	34188851.1467692	44671258.3463439	37522927.2006793	30045473.897573	30495170.6849859	34059189.4924045	23714510.5572885	34800855.2715268	30000166.2005357	33001657.1518984	29343922.7552856	44791691.0084038	17921881.1190911	46109214.501684	39073210.9216947	14408492.8952736	29617146.684727	13512933.4678826	5292287.48049679	12534791.0147402	9414076.03946095	13171462.1027965	20201686.6678098	11222863.4270754	12314029.0752113	35819237.1534681	31043212.8387319	32874037.8130834	49678062.1135957	47041720.3785325	28327517.2403097	48712123.8233233	53376426.4734972	61955846.6379547	52772385.6344403	34058958.1595007	32626021.8658497	31416587.2685701	29663743.302311	52436245.0134963	33497834.3113445	53700015.1778767	72037782.7330274	40506044.9605169	43418354.8255946	38763330.0981115	42815497.0127364	46714623.1972653
091008MeKO_08_11_12_ID074	091008MeKO_08_11_12_cmb_ID068	I		Glutaric acid (2TMS)	1397	377.53  Win032_C01	69	Glutaric acid (2TMS)	TRUE	55494-07-0|3343-88-2|7364-81-0|111-16-0|110-94-1	glutaric acid		523268948.210667	799678573.116521	624444410.805041	699376364.588071	614536318.258057	632275373.560011	359789310.99805	680822836.811574	22965115.4379389	99203127.1564329	47567819.9072864	17786.7710984985	13259909.2163278	60386844.8325932	48462282.9964151	5586676.24986428	311074985.999289	316246123.63957	558275852.369917	555189428.383867	544598424.467839	294751931.445016	467859544.656292	610693210.176694	323979445.330859	319897998.874575	596014734.390142	358489885.899571	407517846.29289	450215382.144789	181457298.02185	346075004.173874	416793776.985103	262681053.546138	617229426.587171	426495443.345688	487894422.731464	515855789.617148	355725765.54806	460663440.375977	435458882.892641	541333132.093557	356250023.504066	405216479.588914	296627820.18587	440985446.333187	621141011.756837	296024340.815879	443985369.267792	364555011.353369	318332719.427761	341383849.095087	565061678.193344	498368395.979938	448183485.013039	407169100.167369	247519729.588297	307565181.227217	192061231.251075	165233051.908225	192766614.657267	343302855.975576	247960814.012444	195267884.476906	482625651.54843	397710859.3994	247837762.627661	341218201.991462	498812635.397444	415101821.480247	348860773.847092	324786586.471835	498158069.319084	644091221.344538	362069532.366102	281561048.509479	346215396.903489	414574539.565822	211343758.237045	260452794.36433	530523560.322028	413406287.858684	352438920.317567	425255247.740479	729522816.193186	369757997.74736	307237234.790121	454526026.10355	460363837.778684	300185906.490384	360135881.003856	335567826.683614	329619704.329461	398591785.928827	417608119.798494	323678830.1376	472836411.538557	545492109.187857	610977432.232469	450457018.927832	434090491.801537	733463983.804666	539440049.054077	344163572.552273	670390246.555271	1074897436.36441	578061356.415896	234856993.294175	916015061.143196	715284899.264595	815617029.342028	646750801.148747	1078725509.79675	1318125202.524	1444800005.96987	1242821423.92134	1717953837.24823	1011379655.28749	1850086466.0376	1111545881.75639	651402684.726449	584684541.923182	225353180.427795	402593149.823982	473999571.64131	364337137.476425	587191482.610061	365440419.553514	465388302.978208	368931923.063483	285174829.596421	678116283.683467	260639654.154574	338663241.448732	430541690.557829
091008MeKO_08_11_12_ID075	091008MeKO_08_11_12_cmb_ID069	U			1413.4	381.88  Win033_C01	70		FALSE	0	0		457292999.832118	462604999.163523	291059678.020498	804423455.095782	439915166.529705	580410155.401054	581310279.878009	382374585.773666	479850859.93984	685937838.984969	388065124.406912	300835945.046425	484975811.433383	576064657.116241	329221578.697167	1154203570.452	249954260.038266	631881632.87833	539609557.438743	573770550.005624	514055897.881493	171832002.723575	359548060.418146	320427952.237088	293914785.209891	603581035.586942	303957004.217391	378067510.043779	211410148.273773	165958600.955223	69808432.6513206	195335552.972889	269819090.358375	108862322.256638	192873652.893443	155998244.433357	128142312.636018	193874267.269166	34920012.3223243	133539877.03609	79508203.7644684	25475986.7123173	8987106.33677925	11705922.0771022	13029694.855856	13116179.107222	3362681.03474967	884614.881731433	37902694.6459647	65463958.3897389	152484608.356428	34333207.9811776	136607864.982872	81453565.1208247	67770345.8411818	59065214.5922223	22382597.4293794	30564284.1898929	161819144.891526	74299686.909422	149042054.668002	394453924.260478	216491965.738461	98858173.0742874	557234490.471018	481771604.147585	527438396.669233	324614190.317572	299975522.298887	403185352.490785	371698080.126739	385937017.059117	228359412.773916	350526115.591313	318989329.318991	343300028.37855	272465431.855785	398641707.610792	70983836.2891269	71141415.4504081	188068024.089473	139435568.784506	240853407.226572	114213602.589779	347658004.147695	88226984.104837	136822428.981815	113451205.202055	30934279.5213422	33094339.3111474	19976722.0538735	94935718.6575522	44168040.7229877	42810923.0495258	54987036.5678724	54696447.5681824	1386613821.84248	1455010315.76733	1853532113.17655	1398218611.24259	1784773979.16245	1636179085.73515	400314227.031409	1730657522.0168	77273967.8084771	50503229.1351276	42374555.986117	599151.989689726	11092924.306518	44823693.566378	45097100.1130176	56790589.6614058	3097376556.95656	1770620283.33635	1624663514.42399	1131565460.25373	340370419.766803	1642012738.42887	1649036943.87303	1289068244.1784	621990386.46482	732458322.684778	160742259.996879	656112539.851195	498056469.90979	472413448.708572	40133292.7516553	126485127.35854	150009404.801355	114716401.554374	91158578.8732151	243479077.287474	68179998.5759287	96413512.4125032	106248878.362057
091008MeKO_08_11_12_ID076	091008MeKO_08_11_12_cmb_ID070	U			1414.1	382.05  Win033_C02	71		FALSE	0	0		47465502.6955218	45636812.243949	57098554.0510031	42949647.6647481	54700611.2196877	43290637.3467161	39653747.6005226	38403983.9067628	59585879.7615269	49928306.7354443	46741641.3533905	70968145.563985	50799209.4942394	56671282.5123114	63290315.8931424	69149464.8111085	65186453.0963304	65046303.5196023	41796563.1224816	45989048.243374	54276971.3523905	83431621.3598903	38016330.7486509	59856284.4391362	32284819.5987742	45486066.5131594	48372963.369946	30610106.2476553	51991885.6789437	37789936.2143332	63819797.7075121	42478032.5886943	39826972.9916864	31441810.7150613	38561773.2615818	45908386.3378114	46518486.6956862	33229142.3871344	51029139.0080695	43417027.9327495	33271546.4180651	47664961.0152151	42784464.7046926	61345132.6745032	49019785.8386649	45835218.8861631	59045956.4482763	52305461.8998707	60678841.1015874	49867223.734468	29738687.4935637	48440068.0814429	68604317.0616779	44118422.4471681	53095573.0037866	45895916.2320077	42516572.9696855	46600952.9437224	38407885.8874096	41764341.6013143	44845581.5577044	39856113.860085	48227038.0678728	41657148.8437089	27029225.0644884	46042037.145713	28486527.509656	46979340.8187367	34286682.7061334	42026344.3137634	41470156.1945881	45290346.802387	40248630.8728063	53674236.0940136	49095911.0750714	37126369.1110246	43183915.5149924	41479187.1736726	123688911.015699	39019883.0145555	44202357.1061177	27014956.973671	21177193.413563	35496202.6975581	35067853.5355912	34087913.8732146	41777316.2029891	62715629.093362	50320826.3309315	45650248.0358708	45422111.1663101	44615723.2717109	46295798.7332145	48726172.8810393	51010659.8405657	40565677.9051445	18463975.2945637	15857059.388518	12745337.0652643	24869904.6406795	16965402.9462512	17564528.5817235	50302498.5062062	14865927.7157607	47009679.1682667	32831239.3046804	41335368.277895	47375958.9489881	38220373.7325851	51691980.4963968	37650244.3529288	33167559.994823	13904020.6984613	18141658.0413401	43350128.29617	32800226.1955035	53985901.0927623	10532338.6730334	35396712.2829335	38485386.3337249	35926569.4813682	39052713.9961439	31405633.5514388	23590356.8332948	51733616.2096709	48314528.2484682	65836507.8716288	45768840.2390147	58821835.8285652	52569192.6397555	52343813.3831974	54737487.2471468	44581904.5030997	41878588.9840711	31422884.3850947
